"wages","education","age","sex","language"
12,8,29,"Male","English"
7,13.8,20,"Female","English"
NA,12.1,51,"Male","Other"
7.89,12,61,"Female","English"
NA,7,77,"Male","English"
NA,11,26,"Female","Other"
NA,16,58,"Male","English"
9.82,12,18,"Male","English"
6.7,20,43,"Male","English"
NA,15.5,41,"Female","English"
NA,10,80,"Female","English"
NA,10,22,"Male","English"
NA,6,58,"Female","English"
NA,17,43,"Male","English"
7,12,25,"Male","English"
18,15,26,"Male","English"
26.18,17,38,"Female","Other"
33.6,13,60,"Male","English"
20,12,36,"Male","English"
6.85,12.6,20,"Female","English"
15.85,11,33,"Male","French"
NA,8,65,"Female","English"
21.91,NA,36,"Male","English"
NA,5,73,"Female","Other"
NA,12,68,"Female","English"
NA,14,76,"Male","English"
7.48,12.7,38,"Female","French"
28.14,16,56,"Female","English"
NA,10,26,"Male","English"
NA,9,89,"Female","English"
NA,7,70,"Female","English"
NA,9,78,"Female","English"
NA,11,82,"Female","English"
NA,8,48,"Female","English"
7.67,5,62,"Female","Other"
13.88,10,57,"Male","Other"
17.44,5,58,"Male","Other"
14.05,10.5,58,"Male","English"
13.54,12,56,"Female","English"
19.86,12.5,63,"Male","French"
NA,10.3,23,"Male","English"
18.72,16.5,26,"Male","English"
NA,8,58,"Male","French"
NA,10,67,"Male","English"
NA,16.6,37,"Male","Other"
21.6,16,29,"Male","English"
18.35,12.5,27,"Male","English"
8.26,10.5,32,"Female","English"
20.85,12,40,"Female","English"
12,12,30,"Male","English"
14.36,10,53,"Female","English"
12.96,18,35,"Male","English"
17,14,40,"Male","English"
NA,9.5,73,"Male","English"
NA,16,56,"Male","English"
6.46,10.6,17,"Female","English"
9.34,12,18,"Male","English"
NA,15,64,"Female","French"
NA,9,46,"Male","English"
NA,13,18,"Male","Other"
NA,16,29,"Male","English"
15.51,12.8,37,"Male","English"
25,17.5,34,"Female","English"
19,12,35,"Male","English"
NA,9,69,"Male","English"
8.5,12,42,"Female","English"
NA,12,71,"Female","English"
8,13,46,"Female","English"
20.45,17,58,"Male","English"
18.87,14,46,"Female","Other"
NA,12,50,"Female","English"
10,12,26,"Male","English"
NA,12,52,"Female","Other"
12.29,13.7,31,"Female","English"
NA,17,45,"Male","English"
14.28,13,48,"Female","English"
9,12.5,42,"Female","English"
19.33,10,45,"Male","English"
10.56,13.4,42,"Female","English"
23.09,12.5,48,"Female","English"
21.44,13,49,"Male","English"
7,18,22,"Male","English"
16.5,12,51,"Male","Other"
NA,8,67,"Female","English"
NA,15,48,"Female","Other"
NA,13.5,72,"Male","Other"
NA,5,65,"Female","Other"
NA,14,63,"Male","English"
18.9,19.5,24,"Male","English"
NA,12,35,"Female","English"
15.75,10,35,"Male","English"
NA,7,53,"Female","Other"
13.21,16,28,"Male","English"
NA,9,55,"Male","English"
17.1,15,27,"Female","English"
16.08,14,44,"Male","English"
15.65,10,41,"Male","English"
13.13,19,32,"Male","French"
15.52,13.6,28,"Male","French"
NA,0,78,"Female","English"
NA,11,45,"Male","English"
NA,10,68,"Male","English"
23.04,16,29,"Male","English"
8,12,61,"Male","French"
NA,8,67,"Male","Other"
10.85,10,44,"Female","English"
NA,10,51,"Male","English"
12.31,16,22,"Female","English"
12.81,10,41,"Male","English"
21,18,24,"Female","English"
16.12,12,33,"Male","English"
NA,13,43,"Male","English"
21.6,12.7,33,"Male","English"
NA,6,58,"Female","English"
12.35,15.4,32,"Female","French"
NA,7,71,"Male","English"
NA,8,70,"Male","English"
16.32,15,38,"Female","English"
NA,5,75,"Female","French"
19.2,11.5,53,"Female","English"
NA,14,32,"Female","Other"
NA,11.4,19,"Male","English"
NA,15,40,"Male","English"
NA,12.5,23,"Male","English"
13.23,10,58,"Male","English"
NA,10,60,"Female","French"
21.43,15,32,"Male","English"
NA,13.1,51,"Female","English"
16.25,9,34,"Male","English"
23.63,13,31,"Female","English"
NA,9,18,"Male","English"
8,16,29,"Female","English"
7.49,11.6,19,"Female","English"
NA,9,16,"Female","English"
NA,10.5,75,"Female","English"
NA,13,33,"Male","Other"
6,15.5,20,"Female","English"
NA,16.1,25,"Male","English"
21,11,39,"Female","English"
12.03,13.8,37,"Female","English"
10,13.4,37,"Female","English"
19.68,12.5,38,"Male","English"
10,11.3,45,"Male","English"
24.74,19,32,"Female","English"
NA,12,50,"Male","English"
13.75,17,28,"Female","English"
8.97,11,23,"Male","English"
NA,17,42,"Male","English"
NA,8,84,"Male","French"
14.5,14.3,46,"Female","English"
9.48,8,62,"Male","English"
NA,13,52,"Female","English"
9.2,13,40,"Female","English"
14.52,15,30,"Female","English"
NA,15,43,"Female","English"
NA,12.5,80,"Female","English"
NA,14,58,"Female","English"
NA,9,53,"Male","English"
NA,12.5,72,"Female","English"
NA,11,62,"Female","English"
NA,11.5,32,"Female","English"
NA,12,43,"Male","English"
NA,17,22,"Female","Other"
16.68,12.5,47,"Male","English"
NA,11,89,"Female","English"
10.07,13.2,20,"Female","Other"
NA,8,78,"Male","English"
7.97,10,26,"Female","English"
NA,8,73,"Male","English"
22.8,12,39,"Male","English"
17.77,15,47,"Female","English"
NA,12.5,79,"Female","English"
15.36,16.2,39,"Male","English"
NA,7,63,"Female","English"
24.92,12.5,39,"Male","English"
10,17.5,24,"Male","English"
6.6,10,18,"Male","English"
NA,12,76,"Female","English"
7.73,9.8,17,"Female","English"
NA,13,80,"Male","English"
14.8,9,32,"Male","English"
NA,11,29,"Female","English"
9.33,14.5,41,"Female","Other"
10.35,17,51,"Female","English"
NA,11,17,"Male","English"
11.43,12.5,21,"Female","English"
30,16,48,"Female","English"
15,15.8,30,"Male","English"
NA,9,70,"Female","English"
10.46,14.5,24,"Female","Other"
22.04,17,26,"Female","English"
NA,12,69,"Female","English"
11,15,25,"Female","English"
24,15,47,"Male","English"
17,15,32,"Female","English"
NA,13.5,26,"Male","English"
NA,12,48,"Female","Other"
NA,12,53,"Female","Other"
19,12.8,36,"Male","English"
15,12.5,38,"Male","English"
24,16,39,"Female","English"
NA,4,71,"Male","French"
12.65,12,39,"Female","English"
10.56,15,32,"Male","English"
13,11,22,"Male","English"
6,14,21,"Male","English"
7.88,14.3,26,"Female","Other"
12.94,17,33,"Male","English"
15.78,16,47,"Male","English"
NA,11.3,29,"Male","English"
24,6,54,"Male","English"
NA,20,43,"Female","English"
24.69,18.5,31,"Female","English"
18.96,15.8,53,"Male","English"
NA,6,78,"Female","French"
12.13,11,31,"Male","English"
NA,18,70,"Male","English"
NA,10,16,"Female","English"
NA,14.5,23,"Male","English"
NA,8,57,"Male","Other"
NA,13,72,"Male","English"
NA,8,60,"Female","English"
NA,14,77,"Male","Other"
NA,4,66,"Female","English"
NA,12,51,"Female","English"
14.62,13,28,"Male","English"
13,16,29,"Male","English"
NA,9,65,"Female","English"
13.5,11,25,"Male","English"
13.62,14.5,54,"Male","English"
NA,17,54,"Male","English"
NA,8,61,"Female","Other"
9.4,10,51,"Female","English"
14.77,17,34,"Female","English"
NA,8,78,"Female","English"
26,NA,54,"Female",NA
7.5,12,24,"Female","English"
11.04,NA,50,"Male","English"
11.5,13,31,"Female","Other"
10,14.5,46,"Female","English"
28.8,12,42,"Male","English"
19.38,11.5,28,"Male","English"
NA,15,64,"Male","English"
24,15,30,"Female","English"
6.71,11.6,20,"Male","English"
NA,9,68,"Female","Other"
NA,9,72,"Female","English"
23.42,12.5,43,"Male","English"
NA,11,70,"Female","English"
NA,14,63,"Female","English"
NA,12,69,"Female","English"
NA,NA,62,"Male","English"
15.33,13,34,"Female","English"
NA,11,53,"Male","English"
NA,12,41,"Female","English"
NA,8,46,"Female","English"
NA,11,34,"Female","English"
NA,14.2,30,"Female","English"
NA,11,52,"Male","English"
12.48,13,28,"Male","English"
14.65,12.7,37,"Female","English"
NA,10,27,"Female","English"
8.91,10.1,35,"Female","Other"
16.46,11,51,"Female","English"
NA,12,49,"Male","English"
16.76,19.5,37,"Male","English"
NA,10,66,"Female","Other"
15.34,12.3,31,"Male","English"
26.62,16.5,45,"Male","English"
NA,12,77,"Male","French"
NA,13,81,"Female","English"
8.96,12,23,"Male","English"
20.87,13,42,"Male","English"
NA,10,45,"Male","Other"
7,12,19,"Female","English"
NA,11,51,"Male","English"
NA,10,17,"Male","English"
NA,8,76,"Male","English"
38.34,20,47,"Female","English"
NA,10,78,"Female","English"
9,13,28,"Male","English"
25.63,14,38,"Female","English"
30.72,16.5,48,"Male","English"
5.15,12.5,29,"Female","English"
21.6,15,42,"Male","English"
28.8,15,62,"Female","English"
NA,15,66,"Male","English"
14.93,19,28,"Male","English"
NA,11,57,"Female","English"
15,15,25,"Male","English"
9,14.1,20,"Female","English"
13.76,10,24,"Male","English"
24,12.5,48,"Male","English"
NA,16,75,"Male","English"
9,NA,22,"Male","English"
NA,8,67,"Male","English"
28.16,14,51,"Female","English"
6.48,10,56,"Female","English"
13.06,13,38,"Female","English"
17.46,9,45,"Male","English"
6.76,13,18,"Female","English"
NA,12,62,"Female","English"
21.94,17,30,"Female","English"
18.79,14,52,"Female","French"
29.22,16.2,40,"Male","English"
28.4,NA,38,"Male","English"
13.75,17.4,40,"Female","English"
NA,13,44,"Female","English"
NA,12,68,"Female","English"
NA,12,35,"Female","English"
10.22,13.2,30,"Male","English"
NA,0,85,"Female","French"
21.99,16,55,"Female","English"
NA,NA,66,"Male","Other"
NA,12,68,"Male","Other"
NA,13.8,28,"Female","French"
15.25,12,34,"Male","English"
6.7,16.3,23,"Female","English"
8.47,17.5,24,"Female",NA
NA,17,70,"Female","English"
NA,13,45,"Male","Other"
11,14,20,"Male","English"
13.14,15,25,"Male","French"
11.45,12,23,"Male","French"
21.94,11,56,"Female","English"
NA,12,52,"Male","Other"
36.32,17,57,"Male","Other"
12.48,10,49,"Male","English"
NA,10,64,"Male","English"
NA,16,32,"Male","Other"
16.06,16,30,"Female","English"
NA,13,85,"Male","English"
16.85,10.5,61,"Female","English"
NA,16,54,"Female","English"
14,15,49,"Male","English"
NA,16,23,"Female","English"
NA,10,80,"Female","English"
7,16,42,"Male","English"
NA,10,51,"Female","English"
8.33,14,42,"Female","English"
11.78,13,52,"Female","English"
12.25,12.5,58,"Female","English"
21.94,17,42,"Male","English"
NA,14,45,"Female","English"
10.18,10,41,"Female","English"
18.81,13.5,40,"Male","French"
4.63,14.5,24,"Female","English"
NA,12,74,"Male","Other"
22.21,13,40,"Male","Other"
NA,12.5,60,"Female","English"
9.45,13,23,"Male","English"
21.34,12,49,"Male","French"
11.87,13,36,"Female","English"
25.12,12,44,"Male","English"
8.03,11.6,20,"Male","English"
NA,16,48,"Female","English"
16,12,48,"Male","French"
14.89,17.5,35,"Female","English"
6.7,13,18,"Male","French"
18.92,20,41,"Male","English"
NA,10,37,"Male","English"
NA,12,32,"Male","English"
21.1,15,30,"Female","English"
NA,12,84,"Female","French"
NA,15,29,"Female","Other"
23.33,NA,51,"Female","Other"
10,12,49,"Female","English"
6.25,10.5,60,"Female","English"
NA,8,38,"Male","Other"
9,9,33,"Female","Other"
NA,14,55,"Female","English"
NA,11.5,45,"Female","French"
NA,11,63,"Male","Other"
13,10,31,"Male","English"
7.16,7,18,"Male","Other"
6.78,NA,21,"Female","English"
NA,11,79,"Male","English"
7.01,4,45,"Female","Other"
NA,8,81,"Male","English"
9.63,12,18,"Male","English"
NA,13,26,"Female","English"
NA,8,65,"Female","English"
NA,15,33,"Female","Other"
13.78,10.5,56,"Female","English"
NA,20,35,"Male","English"
15.36,18,23,"Male","French"
7,12,18,"Female","English"
NA,7,78,"Male","English"
11,11,25,"Male","English"
15.43,11.2,55,"Female","English"
11.5,15,33,"Female","English"
NA,15,69,"Female","English"
NA,14,66,"Female","English"
29.62,13.5,33,"Male","English"
33.39,16.1,46,"Female","English"
NA,10,60,"Female","English"
22.08,12,30,"Male","English"
NA,15,21,"Male","English"
NA,17,57,"Female","English"
12.51,13,26,"Female","English"
NA,8,61,"Male","Other"
6.7,12,18,"Male","English"
9.57,15,34,"Male","English"
9.66,10,45,"Male","English"
NA,10,81,"Female","English"
19.04,20,29,"Female","English"
NA,20,31,"Male","English"
13,17.1,26,"Female","English"
9,8,58,"Female","Other"
22.68,15,45,"Male","English"
6.5,12.2,21,"Female","Other"
6.75,12,57,"Female","English"
NA,12.5,49,"Male","English"
26.98,20,40,"Female","English"
26.44,NA,43,"Male",NA
NA,12,59,"Male","English"
30.1,16,46,"Female","English"
38.76,11.5,33,"Male","French"
NA,13,19,"Female","English"
NA,9,46,"Female","English"
18.13,16,33,"Male","English"
17,8.2,35,"Male","English"
NA,18,33,"Male","English"
11,10,33,"Male","English"
6.61,16,29,"Male","English"
NA,12,53,"Female","English"
NA,10,74,"Male","English"
NA,NA,61,"Male","English"
NA,7,85,"Male","English"
19.19,13,64,"Female","English"
NA,11,19,"Female","English"
38.4,15.2,39,"Male","English"
6,10,16,"Male","English"
27.36,19.7,46,"Female","English"
6.89,NA,19,"Male","English"
8.9,12,46,"Male","English"
9,14.5,20,"Male","English"
NA,12.5,33,"Female","English"
12,15,51,"Male","Other"
NA,12,36,"Female","English"
NA,17,58,"Female","English"
12.9,17,23,"Male","English"
16.67,12,48,"Male","English"
18.58,8,54,"Male","French"
NA,13.4,41,"Male","English"
19,13,41,"Male","English"
25.51,16.5,37,"Female","English"
NA,13,33,"Male","English"
NA,6,58,"Female","Other"
23.04,17,49,"Female","English"
NA,10,44,"Female","English"
NA,13,27,"Male","Other"
NA,16,70,"Female","English"
NA,15.5,23,"Male","English"
14.47,12,39,"Male","English"
7.5,12,29,"Female","English"
NA,12,50,"Female","English"
11.55,10.5,51,"Female","English"
12,15,27,"Female","English"
17.57,18,27,"Male","Other"
10,19.3,27,"Female","French"
NA,13,29,"Female","English"
NA,8,50,"Male","English"
NA,12.5,65,"Female","English"
NA,12,61,"Male","Other"
NA,12.5,42,"Male","English"
NA,17.5,61,"Male","English"
15.54,12,34,"Male","English"
8.33,11,22,"Male","English"
NA,12,19,"Female","English"
NA,10,57,"Female","English"
NA,13,41,"Female","English"
25.44,NA,30,"Female","English"
7,12.5,54,"Female","English"
6.7,12.5,39,"Female","English"
NA,13,20,"Female","English"
NA,6,72,"Female","Other"
NA,17,77,"Male","English"
17.67,16,44,"Female","English"
10.08,13,26,"Female","English"
18.24,16.5,26,"Male","English"
19.56,20,46,"Male","English"
8,15,23,"Female","English"
5.22,15,33,"Female","English"
NA,12,71,"Female",NA
25.44,10.6,35,"Male","English"
8.48,12.5,21,"Male","English"
14.88,12,35,"Female","Other"
22.53,15,37,"Male","English"
7,11,18,"Female","English"
9.54,8.5,38,"Male","English"
NA,14,53,"Male","English"
NA,8,80,"Male","English"
9.32,13,49,"Female","English"
26.82,12.5,36,"Female","Other"
23.68,13,39,"Female","Other"
6.15,12.6,19,"Female","English"
NA,12,38,"Male","English"
9.5,12,58,"Female","English"
11.97,14.1,27,"Male","English"
15.89,13,42,"Female","English"
23.04,20,33,"Female","English"
15.42,16,24,"Female","English"
14.63,12,35,"Female","English"
NA,19,25,"Male","English"
8.79,12.5,47,"Male","Other"
NA,15.2,32,"Male","English"
NA,3,64,"Female","Other"
18.72,17,27,"Male","English"
6.85,16.8,25,"Female","English"
7.78,14,33,"Male","English"
15.85,14.5,40,"Female","English"
6.35,13,18,"Male","English"
31.2,16,68,"Female","English"
NA,11,17,"Female","English"
NA,5.5,54,"Male","English"
38.07,19,40,"Male","English"
NA,10,31,"Male","English"
NA,12,73,"Male","English"
NA,15,69,"Male","English"
20.98,NA,32,"Male","English"
5.75,14.3,36,"Female","English"
NA,18,29,"Male","English"
12,8,57,"Male","English"
NA,14,44,"Male","Other"
NA,13,74,"Female","English"
15.74,17.6,25,"Male","English"
NA,8.5,51,"Female","English"
12.91,9,54,"Male","English"
15.36,12.5,26,"Male","English"
NA,13.5,67,"Male","English"
NA,14,53,"Female","English"
25.44,11,41,"Male","English"
9.24,15,21,"Female","English"
NA,3,80,"Female","English"
8.5,12,18,"Male","French"
NA,11,61,"Female","Other"
8.7,12,45,"Female","English"
16.32,15.1,38,"Male","English"
NA,13.9,21,"Male","Other"
6.09,14,22,"Male","French"
21.6,18,31,"Female","English"
17.5,11.5,25,"Male","French"
6.4,11.5,25,"Female","English"
14.65,13.1,42,"Female","English"
NA,8,81,"Male","English"
NA,17,36,"Female","English"
6.34,14,21,"Female","English"
NA,7,51,"Female","English"
40.56,15,45,"Female","English"
NA,8,69,"Female","English"
13.7,20,39,"Female","French"
24,12,38,"Female","English"
18.24,14.5,63,"Male","English"
13.25,14,45,"Female","English"
9.7,11,60,"Female","English"
10.75,13.6,36,"Female","Other"
2.3,12,44,"Female","English"
NA,11,27,"Male","English"
NA,8,70,"Female","English"
24.36,12,45,"Male","English"
NA,11.5,66,"Female","French"
14.88,16,45,"Female","English"
17.14,14,28,"Male","English"
NA,10.5,20,"Female","Other"
NA,16.5,63,"Female","French"
NA,9,61,"Male","English"
NA,9,86,"Male","English"
NA,17,26,"Female","English"
17.1,12,49,"Female","English"
NA,9,79,"Female",NA
14.4,12,31,"Female","English"
NA,11,57,"Male","English"
7.56,14,40,"Female","English"
9.75,11,51,"Male","French"
18.46,19,50,"Male","English"
NA,13,68,"Male","English"
22.08,20,40,"Female","English"
8.33,13.3,22,"Male","English"
NA,15.5,50,"Male","English"
26.93,14,57,"Female","Other"
22.36,18.7,35,"Male","English"
NA,11,20,"Female","English"
19.2,19,30,"Female","English"
21.68,13,56,"Male","English"
NA,10,62,"Male","Other"
8.33,15,34,"Male","English"
22.27,20,38,"Female","English"
29.9,14,45,"Male","English"
NA,12,31,"Male","English"
23.81,17,35,"Female","English"
28.32,17,38,"Male","French"
7.2,17,25,"Male","Other"
10,12.3,21,"Male","English"
17.21,17,25,"Male","English"
7,NA,16,"Male",NA
12.48,12,36,"Female","French"
NA,12,18,"Male","English"
18.24,17,35,"Female","English"
23.04,16,31,"Female","English"
15.99,15.2,64,"Male","English"
19.2,10,47,"Male","English"
NA,12.5,42,"Female","French"
NA,NA,66,"Male","English"
11.88,12,33,"Female","English"
11.92,14.5,22,"Male","English"
NA,15,37,"Male","English"
NA,8,52,"Female","Other"
NA,7,76,"Female","English"
NA,5,53,"Female","Other"
18,12,33,"Male","English"
31.74,17,49,"Female","Other"
8.5,14.5,22,"Male","English"
24,15,38,"Female","English"
11,17.3,22,"Male","English"
24.05,14,31,"Male","English"
19.2,12,47,"Male","English"
NA,10,70,"Male","English"
NA,NA,77,"Female",NA
NA,8,82,"Female","French"
NA,14,65,"Male","English"
17.26,11.2,53,"Male","English"
NA,17,24,"Male","English"
44.78,11,39,"Male","English"
14.02,9,48,"Male","English"
NA,10,47,"Female","English"
8,15.6,54,"Female","English"
NA,8,87,"Female","English"
12.86,14,32,"Female","English"
NA,10,40,"Female","French"
13.8,11,42,"Female","English"
22.32,13.8,47,"Male","English"
NA,8,75,"Male","English"
8.75,10,40,"Female","English"
NA,6.5,68,"Female","Other"
NA,12,27,"Female","Other"
6.25,NA,17,"Male",NA
8.89,12.5,46,"Female","English"
15.5,14,24,"Female","English"
NA,14,30,"Female","English"
15.16,14.6,32,"Female","English"
NA,10,17,"Female","English"
NA,12,64,"Female","English"
6.13,12.6,33,"Female","English"
7,12,17,"Female","English"
6.7,10,22,"Female","English"
8.5,9,54,"Female","English"
3.84,12,20,"Male","English"
17,9,60,"Male","English"
24,11,60,"Male","English"
15.57,12,52,"Female","English"
NA,15,28,"Female","English"
13.48,9,39,"Female","English"
NA,0,58,"Male","Other"
NA,12,72,"Male","English"
12.5,13.5,60,"Female","French"
6.75,12.3,18,"Female","English"
NA,8,63,"Female","English"
21.6,13,42,"Male","English"
NA,8,65,"Male",NA
NA,10,48,"Female","English"
NA,8,41,"Male","English"
25.85,18,30,"Male","English"
NA,8,74,"Male","English"
5.75,12,51,"Male","Other"
NA,16.5,29,"Female","English"
6.63,12,19,"Male","English"
NA,10,92,"Female","English"
NA,11,17,"Female","English"
15,6,51,"Male","Other"
19.97,13,56,"Female","English"
