"vote88","pri82","pan82","novote82","deathok","forinvok","limimp","paydebt","keepind","polint","auth","natecon","futecok","persecon","futperok","school","age","female","prof","working","union","townsize","north","south","zmgm","religion","pristr","othcok","othsocok","ratemdm","traitmjc","traitccs","one"
1,1,0,0,3,3,3,3,1,3,3,2,2,3,4,8,38,0,1,0,1,1,0,1,0,4,1,1,1,9,0,1,1
3,0,0,0,1,3,1,3,3,4,2,2,2,3,4,7,22,1,0,0,1,1,0,1,0,6,2,3,1,7,0,4,1
3,1,0,0,3,3,3,3,3,1,3,3,2,2,4,8,34,0,0,0,0,1,0,1,0,5,3,3,1,8,0,1,1
3,0,0,0,3,1,3,2,3,1,4,3,1,3,4,3,27,1,0,1,1,1,0,1,0,5,1,3,1,5,1,1,1
1,1,0,0,3,1,1,3,3,4,4,4,3,3,5,7,43,0,0,1,0,1,0,1,0,4,3,1,2,10,0,0,1
3,1,0,0,1,2,3,3,1,1,3,1,2,3,2,2,52,1,0,0,0,1,0,1,0,5,2,3,2,5,0,0,1
2,0,1,0,3,3,3,3,3,3,2,2,3,2,2,7,35,0,0,0,0,1,0,1,0,5,1,2,2,6,0,4,1
3,0,0,0,3,3,1,1,3,1,2,4,1,1,3,6,18,0,0,0,0,1,0,1,0,5,3,3,1,7,1,0,1
1,1,0,0,3,3,3,3,1,3,2,3,2,3,4,9,28,0,1,0,1,1,0,1,0,5,2,1,2,8,0,0,1
3,0,0,0,3,1,3,3,1,2,3,1,2,2,2,8,20,1,0,0,0,1,0,1,0,4,2,2,2,8,0,2,1
1,1,0,0,3,3,3,3,3,2,4,2,3,3,4,9,38,0,1,0,1,1,0,1,0,3,3,3,1,6,0,1,1
2,0,1,0,3,3,1,1,3,3,3,2,1,2,2,4,32,0,0,0,1,1,0,1,0,5,3,3,1,6,1,1,1
3,0,0,0,1,1,3,3,3,4,3,1,3,2,4,6,20,0,0,0,0,1,0,1,0,2,1,3,1,8,0,4,1
3,0,0,0,1,2,3,3,3,4,3,2,1,3,2,9,21,1,0,0,0,1,0,1,0,5,2,1,1,9,0,0,1
1,1,0,0,3,1,1,3,1,4,2,2,1,3,3,3,31,1,0,0,1,1,0,1,0,1,3,1,1,10,1,0,1
1,1,0,0,1,1,1,3,1,4,3,3,2,3,4,7,60,1,0,0,1,1,0,1,0,6,1,3,1,9,0,1,1
2,1,0,0,1,3,3,3,1,1,3,2,3,3,5,7,26,0,0,1,0,1,0,1,0,1,1,2,2,8,0,0,1
3,0,0,0,1,1,3,3,3,2,2,3,1,3,4,9,26,1,1,0,0,1,0,1,0,5,2,2,1,6,0,1,1
1,0,0,1,1,3,3,3,3,2,3,2,3,3,2,2,55,1,0,0,1,1,0,1,0,5,3,1,1,10,0,0,1
1,1,0,0,1,1,2,1,3,3,3,1,3,2,1,7,25,1,1,0,1,1,0,1,0,5,3,1,2,7,0,0,1
3,0,0,0,1,1,3,3,3,4,4,3,2,3,4,5,19,0,0,0,0,1,0,1,0,2,1,3,1,6,0,0,1
3,0,0,0,1,1,1,1,3,4,3,3,1,3,4,4,23,1,0,0,0,1,0,1,0,5,1,3,1,8,0,0,1
1,1,0,0,3,3,1,1,3,1,2,2,1,2,4,3,34,1,0,0,0,1,0,1,0,6,2,1,1,5,0,0,1
3,0,0,0,3,1,1,3,1,1,3,2,1,2,2,7,21,0,0,1,0,1,0,1,0,6,3,3,2,8,0,0,1
2,0,1,0,1,3,1,3,3,2,3,3,2,1,4,2,44,1,0,0,0,1,0,1,0,5,1,3,1,8,0,0,1
3,1,0,0,3,1,1,1,1,3,3,1,1,1,1,2,47,0,0,1,0,1,0,1,0,6,1,3,1,8,0,4,1
1,1,0,0,2,2,1,3,1,2,3,3,3,3,4,3,25,0,0,1,0,1,0,1,0,5,3,1,1,8,0,0,1
1,1,0,0,1,1,3,1,3,2,1,2,2,2,1,3,52,1,0,0,0,1,0,1,0,5,1,1,2,5,0,1,1
3,1,0,0,1,3,1,3,1,3,3,3,2,3,4,3,32,0,0,1,0,1,0,1,0,5,1,3,2,8,0,0,1
3,1,0,0,1,3,3,3,1,2,1,3,1,2,2,2,50,0,0,1,0,1,0,1,0,5,1,3,1,5,0,0,1
1,1,0,0,3,2,2,3,2,1,4,2,1,3,1,5,28,1,0,0,0,1,0,1,0,6,3,3,1,10,0,0,1
1,1,0,0,2,2,1,3,3,4,2,3,3,3,4,6,27,0,0,0,0,1,0,1,0,3,1,2,2,8,0,0,1
1,1,0,0,3,1,3,3,1,2,2,2,1,2,1,3,50,0,0,0,0,1,0,1,0,5,3,1,1,8,0,1,1
2,0,1,0,1,3,1,1,1,1,3,1,2,1,5,2,47,1,0,0,0,4,0,1,0,5,2,3,1,8,4,0,1
2,0,1,0,1,3,1,1,1,3,4,1,2,3,2,4,46,0,0,0,0,4,0,1,0,6,1,2,2,5,4,0,1
1,0,0,0,1,2,1,3,2,1,3,2,1,3,4,3,22,1,0,0,0,4,0,1,0,3,3,1,1,10,0,0,1
1,1,0,0,1,1,1,3,3,2,3,1,2,3,2,3,27,1,0,0,0,4,0,1,0,5,3,2,1,7,1,0,1
2,0,0,0,3,3,1,3,1,3,2,2,2,3,4,8,22,0,0,0,0,4,0,1,0,5,1,2,1,5,3,0,1
1,0,0,0,1,3,1,3,1,4,2,3,2,3,4,7,22,0,0,1,0,4,0,1,0,5,2,2,1,8,1,1,1
2,1,0,0,1,3,1,3,1,3,4,2,1,2,4,4,26,1,0,0,1,4,0,1,0,2,3,3,1,7,4,0,1
1,1,0,0,3,3,1,1,1,4,2,1,2,3,4,5,33,0,0,1,1,4,0,1,0,5,2,3,1,5,0,0,1
1,1,0,0,1,2,1,1,1,3,3,2,1,2,2,2,47,0,0,1,1,4,0,1,0,5,1,3,2,6,2,0,1
2,0,1,0,3,1,3,3,1,2,3,1,2,2,2,2,28,1,0,0,1,4,0,1,0,5,3,2,1,10,0,0,1
2,0,0,0,2,3,3,3,3,3,3,2,2,3,3,9,39,1,0,0,0,4,0,1,0,3,1,3,1,7,3,0,1
1,1,0,0,1,3,1,3,1,3,2,3,3,3,4,9,47,0,1,0,0,4,0,1,0,4,3,1,2,7,0,0,1
1,0,0,1,3,1,1,3,3,1,2,2,3,2,3,5,30,1,0,0,0,4,0,1,0,4,2,1,2,9,0,0,1
2,0,0,0,3,2,1,3,3,3,4,3,3,3,3,8,21,0,0,0,0,4,0,1,0,1,3,3,2,7,3,0,1
1,0,0,0,1,3,2,3,3,1,1,1,1,3,2,7,22,1,0,0,0,4,0,1,0,5,3,2,1,9,0,0,1
1,0,0,0,1,3,1,3,1,4,4,1,1,3,4,8,23,0,0,0,0,4,0,1,0,6,3,2,2,10,0,0,1
1,1,0,0,3,1,1,1,3,1,3,1,3,3,4,3,47,1,0,0,1,4,0,1,0,5,1,2,1,6,1,0,1
2,1,0,0,1,2,3,3,1,3,2,1,2,2,3,3,50,1,0,0,0,4,0,1,0,5,1,2,2,5,2,0,1
1,0,0,0,3,3,1,3,1,3,3,2,3,3,4,8,20,0,0,0,1,4,0,1,0,4,3,1,1,8,0,0,1
1,1,0,0,1,3,3,3,1,4,2,3,2,3,4,9,31,0,1,0,0,4,0,1,0,2,3,2,2,9,0,1,1
1,1,0,0,1,3,1,1,3,2,2,2,3,3,5,3,24,1,0,0,0,4,0,1,0,4,2,2,1,9,0,0,1
1,1,0,0,1,3,1,1,3,3,4,4,2,1,2,3,52,1,0,0,1,4,0,1,0,5,3,1,1,9,0,0,1
1,1,0,0,1,3,1,3,1,2,3,3,3,3,3,3,35,0,0,0,0,4,0,1,0,5,3,1,2,9,0,0,1
2,1,0,0,1,3,3,1,1,2,2,3,1,3,4,7,34,0,1,0,1,2,0,1,0,2,1,3,1,8,1,1,1
1,1,0,0,1,2,1,3,3,2,2,2,2,3,4,7,24,0,0,1,1,2,0,1,0,4,3,2,2,8,0,0,1
1,1,0,0,1,3,1,1,3,3,2,3,1,3,4,4,24,0,0,1,1,2,0,1,0,4,3,2,1,8,0,0,1
2,1,0,0,3,2,1,1,1,2,4,1,2,3,2,2,39,0,0,1,0,2,0,1,0,5,1,2,1,7,3,0,1
1,1,0,0,1,3,3,3,1,2,2,2,2,3,4,3,24,1,0,0,0,2,0,1,0,5,2,2,1,10,0,0,1
1,1,0,0,3,3,1,3,3,2,4,3,3,3,4,2,40,1,0,0,1,2,0,1,0,6,3,3,1,8,2,0,1
1,1,0,0,3,1,1,1,2,2,2,2,3,2,4,5,27,1,0,0,0,2,0,1,0,5,2,1,1,5,0,0,1
1,0,0,0,1,3,1,3,1,2,3,3,2,3,4,5,21,1,0,0,0,2,0,1,0,5,3,2,1,8,0,0,1
1,0,0,0,1,3,1,3,3,2,3,3,3,3,4,5,19,1,0,0,1,2,0,1,0,5,3,3,1,9,0,0,1
1,0,0,0,1,1,1,1,1,2,3,1,2,3,3,6,18,0,0,0,0,2,0,1,0,5,3,2,1,7,2,0,1
1,1,0,0,1,1,3,3,1,1,3,1,1,2,1,2,49,1,0,0,0,2,0,1,0,5,2,3,2,6,0,0,1
1,1,0,0,1,1,1,3,1,2,3,3,3,3,2,3,60,0,0,0,0,2,0,1,0,5,2,1,1,10,0,0,1
1,1,0,0,1,3,3,1,1,1,3,2,3,3,4,2,41,0,0,0,0,2,0,1,0,3,1,3,1,8,0,0,1
1,1,0,0,1,3,1,3,1,4,3,2,1,2,4,3,45,0,0,1,1,2,0,1,0,1,1,3,2,7,3,0,1
1,1,0,0,3,3,1,3,1,2,3,2,1,3,4,3,39,1,0,0,1,2,0,1,0,5,3,1,2,7,0,0,1
1,1,0,0,3,3,1,3,1,4,3,3,2,3,4,3,30,1,0,0,0,2,0,1,0,2,3,3,2,10,0,0,1
1,1,0,0,3,1,1,3,3,2,2,3,2,3,4,3,27,1,0,0,0,2,0,1,0,5,3,2,2,8,0,0,1
2,0,0,0,3,3,1,1,1,2,4,2,2,2,3,8,22,0,0,0,0,2,0,1,0,3,1,3,2,3,4,0,1
1,1,0,0,1,3,1,3,3,2,3,3,2,3,3,9,38,0,1,0,0,2,0,1,0,5,3,1,1,8,1,0,1
1,1,0,0,1,3,1,3,2,3,1,1,1,2,2,3,44,1,0,0,0,2,0,1,0,5,3,2,1,8,0,0,1
1,1,0,0,1,2,2,3,2,1,1,2,1,3,4,3,60,0,0,1,1,2,0,1,0,6,2,1,1,7,0,0,1
2,1,0,0,3,3,3,3,1,1,3,2,3,3,3,9,25,1,1,0,1,2,0,1,0,1,1,3,2,8,4,0,1
1,1,0,0,3,1,3,1,3,2,3,2,2,2,2,9,34,1,1,0,0,2,0,1,0,5,2,3,1,7,1,0,1
1,0,0,0,3,1,1,3,3,1,3,3,2,3,1,8,19,1,0,0,0,2,0,1,0,5,2,3,1,8,0,0,1
1,0,0,0,1,3,1,3,3,2,3,2,2,3,4,6,18,1,0,0,0,2,0,1,0,1,3,3,1,7,0,2,1
1,1,0,0,1,1,3,3,1,2,3,3,3,3,5,3,49,0,1,0,1,2,0,1,0,6,1,2,2,10,0,0,1
2,1,0,0,1,3,3,3,1,4,3,3,2,3,3,2,40,0,0,0,0,2,0,1,0,5,1,2,1,5,1,1,1
3,0,0,0,1,3,1,3,1,2,3,2,1,2,4,2,49,0,0,1,0,2,0,1,0,1,1,2,1,5,0,1,1
1,0,0,1,3,3,3,1,1,1,3,2,1,2,3,3,34,1,0,0,1,2,0,1,0,5,1,2,2,1,1,0,1
1,1,0,0,3,3,3,3,1,4,2,1,1,2,2,9,55,0,0,0,1,2,0,1,0,2,1,1,1,9,0,0,1
1,1,0,0,1,3,3,3,3,4,2,2,3,3,3,9,44,0,1,0,1,2,0,1,0,1,3,2,2,8,0,0,1
1,0,0,0,1,3,3,3,3,2,2,3,3,3,4,5,22,0,0,1,0,2,0,1,0,5,1,3,1,8,3,0,1
1,1,0,0,1,3,1,1,3,1,3,3,3,3,3,2,35,1,0,0,0,1,0,1,0,5,3,2,2,5,0,0,1
1,1,0,0,3,3,3,3,3,1,3,3,2,3,4,5,27,0,0,1,0,1,0,1,0,1,3,3,1,7,3,0,1
1,1,0,0,3,3,3,3,3,4,3,2,3,3,4,9,52,1,1,0,1,1,0,1,0,6,3,1,1,9,0,0,1
2,0,1,0,1,3,3,3,3,2,3,2,1,4,2,5,24,0,0,0,0,1,0,1,0,5,1,3,1,2,3,0,1
1,1,0,0,1,3,3,3,3,1,3,3,2,3,4,7,25,1,0,0,1,1,0,1,0,6,3,2,1,10,0,0,1
1,0,0,0,1,3,1,3,1,2,2,3,2,3,4,9,19,1,0,0,0,1,0,1,0,5,1,2,1,8,0,0,1
1,1,0,0,3,3,1,3,1,2,3,3,3,3,4,3,47,0,0,0,0,1,0,1,0,6,1,1,1,10,0,0,1
1,0,0,0,1,3,1,3,3,2,3,2,1,3,2,8,20,0,0,0,1,1,0,1,0,5,1,2,1,10,1,0,1
1,1,0,0,1,3,3,3,1,3,3,2,1,2,2,9,27,0,1,0,1,1,0,1,0,5,1,3,1,6,3,0,1
1,1,0,0,3,1,3,2,2,3,3,2,2,3,3,5,34,1,0,0,0,1,0,1,0,6,3,2,2,8,1,0,1
1,1,0,0,3,3,1,3,1,2,3,3,2,3,3,7,27,0,0,1,1,1,0,1,0,5,2,2,2,7,0,0,1
1,1,0,0,3,3,1,3,1,2,3,2,1,2,3,5,38,1,0,0,0,1,0,1,0,5,1,3,1,7,1,0,1
1,1,0,0,1,3,1,3,3,3,1,3,3,3,4,9,48,0,1,0,0,1,0,1,0,5,3,1,1,8,0,0,1
1,1,0,0,1,3,1,3,3,2,1,3,2,3,3,2,43,0,0,0,0,1,0,1,0,3,2,2,2,8,0,0,1
1,1,0,0,3,1,3,3,3,1,1,1,2,4,4,9,24,1,1,0,1,1,0,1,0,1,1,2,2,5,1,0,1
1,1,0,0,1,1,3,3,2,4,3,3,1,3,2,2,35,0,0,1,0,1,0,1,0,2,3,3,2,8,0,0,1
2,0,0,0,1,3,1,3,3,1,3,2,2,3,3,8,21,1,0,0,0,1,0,1,0,5,1,3,1,5,3,0,1
2,0,1,0,1,1,1,3,3,1,3,2,1,2,2,3,36,1,0,0,0,1,0,1,0,5,2,3,1,5,4,0,1
2,0,1,0,1,3,1,1,3,1,3,3,3,1,5,7,31,0,1,0,1,1,0,1,0,1,2,3,2,3,4,0,1
1,1,0,0,1,3,1,3,1,2,2,2,2,3,2,5,34,0,0,0,1,1,0,1,0,2,2,2,2,7,0,0,1
1,1,0,0,1,3,1,3,3,2,3,2,3,3,5,3,49,1,0,0,0,1,0,1,0,5,3,2,1,10,0,0,1
1,1,0,0,3,1,1,3,1,2,3,2,3,2,3,2,62,0,0,1,0,5,0,0,1,1,2,2,1,6,1,3,1
3,0,1,0,3,1,3,1,3,1,4,1,2,1,4,4,26,0,0,0,0,5,0,0,1,3,1,1,1,8,0,1,1
1,1,0,0,1,1,1,3,1,2,3,1,2,3,4,2,32,0,0,0,0,5,0,0,1,3,3,1,1,8,0,4,1
2,0,1,0,1,2,3,1,1,2,3,2,2,2,3,8,35,0,0,1,0,5,0,0,1,3,1,1,2,3,2,1,1
3,0,0,1,3,2,3,1,1,3,3,1,3,1,4,7,19,0,0,0,0,5,0,0,1,5,1,2,1,7,0,3,1
1,0,0,1,3,3,1,3,3,2,2,3,3,3,5,3,25,1,0,0,0,5,0,0,1,5,3,2,1,8,0,0,1
3,0,0,1,3,1,3,1,1,3,2,3,1,2,4,8,19,0,0,0,0,5,0,0,1,5,1,3,2,2,0,4,1
3,0,0,0,3,3,3,3,3,1,4,1,1,3,4,3,36,1,0,0,0,5,0,0,1,5,3,3,2,1,0,3,1
2,0,1,0,3,3,1,3,1,1,3,1,2,1,4,5,36,0,0,0,0,5,0,0,1,6,2,2,1,4,3,0,1
3,0,1,0,1,3,1,3,1,1,4,1,2,3,3,5,36,0,0,0,0,5,0,0,1,2,1,3,1,6,0,0,1
3,0,1,0,3,1,3,1,3,1,3,2,1,3,3,6,38,0,0,1,0,5,0,0,1,2,2,3,1,5,0,2,1
3,0,1,0,1,3,3,3,3,1,3,2,1,3,4,2,51,0,0,0,0,5,0,0,1,3,3,3,2,8,0,3,1
3,0,0,0,1,3,1,1,1,2,3,2,1,2,5,9,35,0,1,0,1,5,0,0,1,1,1,3,2,5,3,0,1
1,1,0,0,1,1,3,3,3,1,3,3,2,3,3,2,59,0,0,0,1,5,0,0,1,5,3,1,2,10,0,0,1
1,1,0,0,3,1,3,1,3,4,3,2,3,1,4,5,57,0,0,0,1,5,0,0,1,1,3,1,1,8,1,0,1
3,0,0,0,3,3,3,1,1,2,1,3,2,3,2,5,37,1,0,0,0,5,0,0,1,2,1,2,1,5,1,0,1
1,1,0,0,1,1,3,3,1,1,2,4,1,3,4,2,70,1,0,0,0,5,0,0,1,5,1,2,2,9,0,0,1
1,1,0,0,3,1,2,3,1,1,3,2,1,2,5,2,47,1,0,0,0,5,0,0,1,3,1,1,2,9,1,0,1
1,1,0,0,3,3,3,3,3,1,1,2,2,2,2,5,25,1,0,0,0,5,0,0,1,5,3,2,1,8,2,0,1
2,0,0,0,3,3,1,3,1,4,3,3,3,3,5,8,22,1,0,0,0,5,0,0,1,2,1,1,1,7,2,0,1
2,0,1,0,1,1,1,3,3,3,2,1,1,2,4,4,24,1,0,0,0,5,0,0,1,5,2,3,2,10,0,0,1
1,1,0,0,1,3,1,1,2,2,2,1,1,2,1,3,37,1,0,0,0,5,0,0,1,2,1,1,1,6,0,0,1
1,1,0,0,1,1,1,3,1,3,2,2,3,2,5,1,43,1,0,0,0,5,0,0,1,1,1,3,1,5,0,0,1
1,1,0,0,3,3,1,3,1,2,2,3,2,3,4,5,30,1,0,0,1,5,0,0,1,3,3,1,2,8,0,0,1
1,1,0,0,1,3,3,1,3,1,3,3,2,3,2,1,40,1,0,0,0,5,0,0,1,2,1,1,1,10,0,0,1
3,1,0,0,1,3,3,1,3,2,3,2,3,2,4,3,40,1,0,0,0,5,0,0,1,5,2,3,2,6,0,2,1
2,1,0,0,3,3,1,3,1,2,3,2,2,2,2,3,38,1,0,0,0,5,0,0,1,5,3,3,2,5,2,0,1
1,1,0,0,1,3,1,1,3,3,3,2,2,2,1,5,56,1,0,0,0,5,0,0,1,5,1,3,2,5,0,2,1
2,0,1,0,3,1,1,3,3,1,3,1,1,3,3,9,30,1,1,0,1,5,0,0,1,3,1,3,2,8,2,0,1
1,1,0,0,1,1,1,1,1,2,2,2,3,2,5,3,57,0,0,0,0,5,0,0,1,5,3,3,2,8,0,0,1
3,1,0,0,1,3,3,1,1,4,2,3,3,3,4,6,24,0,0,1,0,5,0,0,1,5,3,3,1,8,0,0,1
3,0,0,0,1,1,3,1,1,2,4,2,2,2,2,7,21,0,0,0,0,5,0,0,1,2,3,3,1,8,4,0,1
1,1,0,0,3,1,3,3,3,3,3,3,2,2,2,9,53,0,1,0,0,5,0,0,1,5,3,2,1,8,1,2,1
1,0,0,0,3,1,3,1,1,2,3,4,2,3,3,7,20,0,0,0,0,5,0,0,1,3,1,1,2,5,0,0,1
1,1,0,0,3,1,3,1,1,2,3,2,3,2,3,6,30,0,0,0,0,5,0,0,1,3,3,2,1,6,0,0,1
1,0,0,0,3,3,3,2,1,4,2,2,3,3,5,8,21,0,0,0,0,5,0,0,1,5,3,1,1,8,1,0,1
2,0,0,0,3,3,1,3,1,3,3,2,2,3,1,8,19,0,0,0,0,5,0,0,1,1,1,2,2,6,1,1,1
3,0,0,0,3,1,3,1,3,3,3,2,2,3,3,9,29,0,0,0,0,5,0,0,1,1,1,3,1,2,1,0,1
1,1,0,0,3,3,3,3,1,3,2,2,3,3,4,4,60,0,1,0,0,5,0,0,1,5,2,1,1,6,0,0,1
1,1,0,0,3,3,1,3,3,1,3,2,1,3,5,5,44,0,0,1,0,5,0,0,1,1,3,3,1,5,1,0,1
1,1,0,0,1,3,3,3,1,2,2,2,3,2,4,3,58,0,0,0,0,5,0,0,1,6,2,3,2,10,0,0,1
1,1,0,0,1,3,3,3,1,1,4,2,3,3,4,5,50,0,0,0,0,5,0,0,1,3,2,3,2,9,0,0,1
1,1,0,0,3,3,1,3,1,3,2,1,3,2,4,9,37,0,1,0,0,5,0,0,1,3,2,1,1,7,0,0,1
3,0,0,1,1,3,3,1,3,1,3,2,1,3,4,5,28,0,1,0,0,5,0,0,1,1,1,3,2,1,0,4,1
1,0,0,0,1,3,1,3,1,2,3,1,1,2,1,5,59,0,0,0,0,5,0,0,1,2,1,3,1,1,0,0,1
2,0,0,0,3,3,1,2,1,1,3,2,1,3,2,7,23,0,0,0,0,5,0,0,1,2,1,3,1,5,2,0,1
3,0,0,0,1,2,3,1,3,4,2,1,1,3,3,8,26,0,0,0,0,5,0,0,1,1,2,3,1,1,0,3,1
1,1,0,0,3,3,1,3,3,2,3,3,2,3,3,4,74,0,0,0,1,5,0,0,1,5,2,2,2,5,0,0,1
3,1,0,0,3,2,1,3,3,2,1,1,1,3,2,5,32,0,0,0,1,5,0,0,1,2,3,3,2,8,0,1,1
2,0,1,0,3,2,3,3,1,1,2,2,2,3,4,7,60,0,0,0,0,5,0,0,1,1,2,3,2,5,0,1,1
3,0,0,0,1,3,3,2,1,1,3,1,2,3,2,9,55,0,1,0,0,5,0,0,1,5,1,3,2,1,0,0,1
1,0,0,1,1,3,1,3,3,2,2,3,2,3,5,7,30,0,0,0,0,5,0,0,1,5,2,2,2,7,0,0,1
3,0,0,0,1,2,1,1,3,2,2,2,2,3,2,7,22,0,0,0,0,5,0,0,1,5,2,3,1,7,0,1,1
2,0,1,0,3,3,1,3,1,4,2,2,2,3,4,9,41,0,1,0,0,5,0,0,1,2,1,3,2,2,3,0,1
3,1,0,0,3,3,1,3,1,4,3,3,2,3,4,5,39,0,0,0,1,5,0,0,1,4,3,3,2,8,0,0,1
3,1,0,0,3,1,3,1,3,4,3,1,3,2,5,7,40,0,0,1,1,5,0,0,1,1,1,3,2,1,0,4,1
2,0,1,0,3,3,1,3,1,4,4,1,1,2,4,9,54,0,1,0,0,5,0,0,1,3,2,3,1,1,3,0,1
1,0,0,0,3,3,3,3,3,3,3,1,3,3,4,9,22,0,1,0,0,5,0,0,1,4,3,2,2,8,0,0,1
3,0,1,0,1,3,3,3,3,1,2,2,2,2,3,5,54,0,0,0,0,5,0,0,1,4,2,2,2,5,1,1,1
1,1,0,0,3,3,1,1,1,1,3,3,2,2,3,3,40,0,0,0,0,5,0,0,1,4,3,2,1,8,0,0,1
3,0,0,0,1,3,1,1,3,4,2,1,2,1,4,9,30,0,0,0,1,5,0,0,1,1,2,3,1,5,0,4,1
2,0,0,0,3,1,1,3,3,3,3,2,1,3,3,7,19,0,0,0,0,5,0,0,1,4,1,3,2,8,1,1,1
3,0,0,1,3,1,3,3,3,4,2,1,2,2,3,5,55,0,0,0,0,5,0,0,1,1,2,3,2,4,1,2,1
1,0,0,0,3,3,3,3,3,4,4,2,2,3,5,9,23,0,0,0,0,5,0,0,1,2,1,1,2,5,1,1,1
3,0,0,0,3,2,3,1,3,4,4,2,1,2,5,9,28,0,1,0,0,5,0,0,1,1,1,3,1,1,0,2,1
2,0,1,0,3,1,3,3,3,1,2,1,1,2,4,2,34,1,0,1,0,5,0,0,1,2,2,2,2,1,3,0,1
2,1,0,0,3,3,1,3,1,2,3,2,3,3,5,7,30,1,0,0,0,5,0,0,1,5,1,3,1,9,0,4,1
3,1,0,0,3,3,3,3,1,4,3,1,3,2,5,7,33,1,0,0,0,5,0,0,1,5,2,3,2,7,0,1,1
1,1,0,0,3,3,3,3,1,2,3,1,2,2,5,7,28,1,0,0,0,5,0,0,1,3,2,1,1,2,1,0,1
2,1,0,0,3,3,3,1,1,1,3,2,2,3,2,2,53,1,0,0,0,5,0,0,1,4,2,3,1,8,0,0,1
3,1,0,0,3,2,3,1,1,2,3,3,1,2,2,9,36,1,1,0,0,5,0,0,1,3,2,2,1,7,0,1,1
2,0,1,0,3,1,3,1,1,4,2,3,1,2,4,7,27,1,0,0,0,5,0,0,1,2,1,2,2,6,3,1,1
1,0,0,0,1,3,3,1,1,2,2,4,2,2,3,3,30,1,0,0,0,5,0,0,1,4,3,2,2,9,2,0,1
1,0,0,0,1,2,3,1,2,1,3,3,2,2,3,6,22,1,1,0,0,5,0,0,1,5,1,1,2,7,4,0,1
2,0,1,0,3,3,1,1,3,4,3,1,3,3,3,5,54,1,0,0,1,5,0,0,1,5,1,3,1,5,4,0,1
2,0,1,0,3,3,1,3,1,4,2,2,1,3,1,7,65,1,0,0,0,5,0,0,1,5,3,1,1,7,0,0,1
3,0,0,0,1,1,3,3,2,2,3,2,1,3,4,7,20,1,1,0,0,5,0,0,1,4,1,2,2,7,0,3,1
2,1,0,0,3,3,1,3,1,2,2,3,2,3,3,5,77,1,0,0,0,5,0,0,1,5,2,2,2,8,0,1,1
3,1,0,0,1,3,1,3,1,3,2,2,3,2,5,8,53,1,0,0,1,5,0,0,1,5,1,3,2,8,0,1,1
3,0,0,0,1,3,3,3,3,3,3,1,1,2,2,7,21,1,0,0,0,5,0,0,1,1,2,2,2,1,0,1,1
3,0,0,1,3,3,3,3,1,2,4,2,2,3,4,8,24,1,0,0,1,5,0,0,1,1,2,3,2,4,0,2,1
2,0,1,0,3,3,1,3,1,2,3,1,1,2,2,3,27,1,0,0,0,5,0,0,1,1,3,3,1,1,3,0,1
3,0,0,0,3,3,3,1,1,4,2,2,2,2,2,9,40,1,1,0,1,5,0,0,1,3,2,2,2,5,0,0,1
3,0,1,0,1,3,1,3,1,1,2,1,1,1,1,3,60,1,0,0,1,5,0,0,1,5,2,2,2,1,0,4,1
3,0,0,1,3,2,3,3,3,2,2,1,3,3,5,8,24,1,0,0,0,5,0,0,1,5,1,3,1,2,0,0,1
3,1,0,0,3,2,3,3,3,4,2,2,2,2,2,8,41,1,0,0,0,5,0,0,1,5,1,3,2,6,0,1,1
1,0,1,0,1,1,3,1,1,2,4,3,3,3,5,7,33,1,0,0,1,5,0,0,1,3,1,3,2,7,0,1,1
2,0,0,1,3,3,3,3,1,1,3,1,1,2,4,7,45,1,0,0,0,5,0,0,1,5,2,3,1,1,0,0,1
1,1,0,0,3,3,1,3,1,2,4,2,2,3,4,8,24,1,0,0,0,5,0,0,1,5,2,1,1,9,0,0,1
1,0,1,0,1,2,1,3,1,2,3,1,1,3,3,9,33,1,0,0,0,5,0,0,1,2,2,3,1,5,2,1,1
1,1,0,0,1,1,1,3,3,3,2,1,2,2,4,3,38,0,0,1,0,5,0,0,1,5,3,1,1,10,0,1,1
2,0,1,0,1,3,1,3,3,1,4,1,1,3,4,2,30,1,0,0,0,5,0,0,1,6,1,3,1,8,4,0,1
1,1,0,0,3,3,3,3,3,4,3,2,3,3,4,9,43,0,1,0,1,5,0,0,1,5,3,2,1,10,0,0,1
1,1,0,0,1,2,3,3,2,1,4,1,1,2,1,6,36,1,0,0,0,5,0,0,1,1,2,3,2,7,0,0,1
1,1,0,0,1,3,1,3,1,1,1,1,1,1,1,3,70,1,0,0,0,5,0,0,1,5,3,2,1,1,1,2,1
1,1,0,0,1,1,3,3,1,4,2,2,1,2,3,9,60,1,1,0,1,5,0,0,1,3,1,2,1,6,2,0,1
1,1,0,0,3,1,3,3,1,3,3,2,3,3,5,9,25,1,0,0,0,5,0,0,1,3,1,3,2,8,0,0,1
1,1,0,0,3,3,3,3,1,2,3,1,2,3,5,7,27,1,1,0,0,5,0,0,1,3,3,1,1,8,0,0,1
1,1,0,0,1,3,1,3,1,2,2,2,1,3,1,5,28,1,0,0,0,5,0,0,1,4,2,2,1,7,1,2,1
1,1,0,0,3,3,3,2,1,2,3,2,1,2,2,8,24,1,0,0,1,5,0,0,1,5,1,1,1,7,0,0,1
2,0,0,0,1,3,3,3,3,3,3,2,2,2,4,8,21,1,0,0,0,5,0,0,1,5,2,2,1,8,2,1,1
