"intnum","persnum","age","educatn","earnings","hours","kids","married"
5704,175,30,12,12400,1185,0,"married"
5706,2,47,11,25049,2580,4,"divorced"
5706,3,45,16,25000,1816,3,"married"
5706,5,36,13,34000,2056,1,"divorced"
5706,6,35,14,110000,764,2,"married"
5706,8,31,12,0,0,1,"never married"
5706,188,41,15,5100,1640,1,"married"
5706,191,48,13,0,0,4,"separated"
5707,3,43,14,36000,1780,1,"married"
5707,5,32,15,200,289,1,"married"
5709,2,50,10,0,0,2,"married"
5711,3,37,15,0,0,1,"divorced"
5712,3,37,8,8000,2040,2,"married"
5712,5,33,12,0,0,1,"married"
5713,3,42,12,12000,1470,2,"divorced"
5713,4,39,7,0,0,3,"separated"
5714,1,50,11,24040,2402,2,"divorced"
5714,2,35,14,20000,2008,4,"married"
5715,3,36,14,0,0,3,"married"
5715,4,32,12,8000,1480,4,"never married"
5718,1,50,10,0,0,5,"never married"
5724,4,45,12,18500,1880,2,"married"
5724,9,33,12,12000,1410,1,"married"
5724,171,44,12,2500,468,3,"married"
5729,2,46,12,27000,1880,2,"divorced"
5730,2,35,14,4400,2060,3,"married"
5734,3,38,12,15028,1904,2,"married"
5735,4,39,13,33500,1928,2,"married"
5735,5,39,12,36000,1896,2,"married"
5735,6,34,12,0,0,2,"separated"
5739,2,48,13,13000,920,2,"married"
5743,3,45,8,0,0,4,"separated"
5743,4,43,6,120,108,1,"separated"
5743,5,40,6,1800,550,4,"divorced"
5743,6,36,10,1600,2340,1,"divorced"
5747,2,48,99,20200,1640,4,"married"
5748,6,30,12,0,0,7,"never married"
5748,170,46,12,19640,2056,2,"separated"
5748,173,40,12,1500,778,2,"separated"
5749,3,37,10,0,0,3,"divorced"
5749,4,34,9,0,0,2,"divorced"
5749,5,31,13,32000,2100,3,"divorced"
5749,6,33,12,25000,1976,3,"married"
5749,172,41,15,27000,2364,2,"married"
5751,3,39,13,10000,1368,2,"married"
5755,4,31,14,12500,1600,1,"never married"
5755,170,49,0,0,0,99,"no histories"
5756,3,43,12,50000,2383,1,"married"
5756,4,38,14,20000,2000,0,"married"
5756,5,43,12,22000,1530,2,"married"
5756,7,35,13,22000,1500,0,"never married"
5756,9,32,14,69000,2880,0,"married"
5756,174,35,12,28000,1964,2,"divorced"
5757,170,44,12,15000,800,5,"married"
5759,3,42,0,480,278,5,"never married"
5759,7,35,11,9600,1865,2,"divorced"
5761,1,46,17,70000,1659,3,"married"
5764,173,39,99,25364,1804,0,"married"
5764,175,41,12,0,0,2,"married"
5767,3,37,14,51000,1776,2,"separated"
5770,3,33,14,0,0,4,"separated"
5771,3,31,16,21000,2000,1,"never married"
5774,2,43,12,3437,320,2,"married"
5776,2,45,12,9000,3060,2,"married"
5777,3,36,12,32000,1731,0,"never married"
5777,6,31,13,26000,2080,0,"never married"
5777,172,31,12,12000,2600,2,"married"
5779,2,45,12,21500,1563,2,"married"
5780,3,36,16,42000,1540,0,"separated"
5780,4,33,13,23000,1650,1,"divorced"
5782,4,33,15,0,0,3,"separated"
5783,3,37,15,34000,1700,4,"never married"
5783,6,34,11,0,0,8,"never married"
5783,170,39,11,0,0,1,"married"
5783,175,37,99,19791,1783,0,"married"
5784,3,33,12,725,240,3,"never married"
5784,5,31,11,0,0,3,"never married"
5786,7,30,13,1000,1511,2,"married"
5788,3,40,12,6000,3640,2,"married"
5788,4,37,12,2010,1180,3,"married"
5788,5,34,12,12000,146,3,"married"
5789,171,41,12,7800,1500,2,"married"
5789,173,32,12,13000,2000,1,"married"
5796,4,39,12,22000,1733,3,"married"
5798,4,39,12,3500,496,3,"married"
5798,5,36,12,24000,1986,1,"married"
5798,172,40,16,11000,1524,2,"married"
5798,174,34,14,84800,3520,3,"married"
5801,4,33,11,650,52,3,"never married"
5801,6,30,12,8000,123,1,"never married"
5801,174,37,12,0,0,1,"never married"
5802,3,35,12,19000,4000,0,"divorced"
5803,3,41,11,16000,1968,1,"divorced"
5803,171,38,12,35000,1974,1,"married"
5805,173,38,16,25025,2328,2,"separated"
5806,2,45,0,0,0,99,"no histories"
5806,173,32,12,12273,1538,0,"never married"
5808,1,46,13,31100,1754,1,"married"
5809,2,46,99,12000,2940,3,"married"
5809,171,45,12,11850,1920,3,"married"
5810,3,38,17,24300,1474,0,"never married"
5812,4,42,14,18000,1961,3,"separated"
5812,7,37,12,16000,2200,1,"separated"
5812,8,35,11,11000,2496,5,"married"
5812,10,31,12,3000,35,2,"married"
5812,170,38,12,0,0,2,"married"
5812,171,39,12,14000,1743,3,"married"
5813,5,46,9,12000,240,2,"married"
5813,6,38,14,27300,2033,3,"divorced"
5814,2,47,11,15000,2040,5,"married"
5814,4,39,12,31000,2762,2,"married"
5814,181,42,14,27845,2080,2,"divorced"
5815,2,47,12,0,0,2,"married"
5817,3,44,16,42760,2040,2,"married"
5818,3,43,13,12000,1368,3,"married"
5818,4,42,14,19000,2020,3,"widowed"
5818,6,37,12,20000,1960,2,"married"
5818,7,32,0,0,0,0,"never married"
5819,4,33,11,16640,2080,2,"separated"
5819,5,32,12,189,17,2,"never married"
5819,170,36,11,0,0,1,"married"
5819,175,32,0,0,0,98,"divorced"
5820,4,42,12,31000,2400,2,"married"
5820,7,36,12,1200,480,98,"never married"
5821,170,31,12,5500,1518,1,"married"
5822,5,36,12,15000,2550,4,"married"
5822,6,35,12,0,0,3,"never married"
5823,2,47,99,6000,1453,3,"married"
5824,4,35,16,25000,1503,1,"married"
5825,175,32,12,32000,2000,3,"married"
5826,174,38,12,0,0,4,"never married"
5826,175,40,12,200,2032,3,"separated"
5828,170,41,15,18000,2940,2,"married"
5829,2,49,12,0,0,3,"married"
5830,2,46,12,36000,2140,0,"married"
5831,171,33,12,3000,253,1,"married"
5832,3,30,14,0,0,1,"divorced"
5833,2,44,17,22534,1329,3,"married"
5834,4,46,14,0,0,0,"NA/DF"
5834,8,36,17,36000,2259,1,"divorced"
5835,6,37,12,32400,4586,1,"widowed"
5835,7,35,17,20000,2056,0,"never married"
5835,10,32,99,10500,2056,0,"never married"
5835,175,40,14,50000,2080,1,"divorced"
5836,171,40,12,6900,1496,3,"divorced"
5839,2,40,12,26000,2020,2,"separated"
5839,4,38,17,44000,1204,0,"never married"
5841,5,34,13,120,10,2,"never married"
5841,7,30,14,13000,1840,0,"never married"
5841,170,44,12,51500,3000,3,"married"
5841,176,34,16,0,0,0,"married"
5849,3,46,8,600,96,8,"never married"
5849,5,32,12,3930,798,2,"never married"
5852,2,48,14,28472,1960,0,"never married"
5853,4,31,99,0,0,1,"never married"
5853,5,31,11,0,0,3,"never married"
5853,7,33,12,19392,1747,2,"married"
5853,8,34,10,0,0,2,"never married"
5853,9,37,8,0,0,2,"married"
5854,3,40,16,41516,2000,2,"married"
5856,3,43,12,7120,2704,98,"divorced"
5857,5,40,12,11532,2030,1,"married"
5857,21,45,12,23690,1920,1,"separated"
5857,176,35,11,0,0,3,"married"
5858,7,38,11,10000,1600,2,"married"
5858,8,33,12,0,0,3,"separated"
5858,9,32,11,0,0,1,"married"
5858,174,38,10,15300,2080,4,"married"
5860,4,32,14,28696,2041,0,"never married"
5860,21,45,17,50000,1824,4,"married"
5861,1,45,12,0,0,3,"married"
5863,3,43,12,0,0,2,"separated"
5863,4,41,12,11000,1872,4,"divorced"
5864,2,37,12,600,90,3,"married"
5864,4,31,10,1500,120,2,"separated"
5866,6,37,15,15000,1200,0,"married"
5866,8,37,12,9000,2080,0,"never married"
5866,171,38,14,26000,2000,1,"married"
5867,5,38,17,36000,2073,2,"divorced"
5867,7,36,16,0,0,3,"married"
5867,10,32,13,0,0,1,"married"
5867,11,31,14,0,0,0,"never married"
5867,171,40,16,58000,1888,0,"married"
5867,173,33,12,0,0,4,"married"
5867,178,45,17,20000,1980,2,"married"
5869,5,36,13,3000,312,2,"married"
5869,6,31,12,0,0,2,"married"
5869,170,38,13,1500,249,3,"married"
5869,173,45,14,28500,2075,0,"married"
5869,176,39,14,0,0,2,"married"
5870,7,35,12,18000,1801,1,"married"
5870,8,33,16,0,0,4,"married"
5872,3,37,12,0,0,2,"never married"
5872,4,35,14,27000,2000,2,"married"
5872,5,31,11,0,0,5,"never married"
5875,2,49,10,17554,1808,3,"never married"
5876,4,32,13,20000,1944,2,"married"
5876,170,36,12,25000,2688,2,"married"
5876,171,39,14,25000,1840,0,"married"
5878,4,33,12,15000,2080,3,"separated"
5878,174,34,12,0,0,2,"married"
5879,5,35,16,35000,2550,0,"married"
5879,6,31,15,42000,2450,0,"married"
5879,173,37,17,50000,3024,2,"married"
5879,175,36,12,0,0,2,"married"
5880,4,45,17,0,0,0,"married"
5880,5,44,12,8000,3120,2,"divorced"
5880,7,41,17,40200,1696,0,"married"
5880,174,41,12,9000,2196,1,"married"
5880,184,31,16,20000,2041,1,"married"
5880,191,47,13,6000,4940,99,"no histories"
5882,170,44,13,29000,2041,2,"divorced"
5883,3,39,12,14400,1320,0,"divorced"
5883,5,35,12,30000,1862,1,"married"
5883,174,30,16,7500,50,1,"married"
5884,3,48,10,0,0,0,"never married"
5884,4,47,10,0,0,1,"married"
5884,6,36,12,21312,1920,2,"separated"
5885,170,37,12,3000,416,3,"married"
5885,172,35,12,20000,2673,3,"divorced"
5885,174,35,12,10000,1936,2,"married"
5893,2,31,12,0,0,2,"divorced"
5897,3,39,17,27000,192,0,"never married"
5897,4,37,13,0,0,0,"never married"
5897,5,36,14,24000,200,3,"married"
5898,2,39,16,31000,1962,2,"married"
5898,3,36,16,35025,1401,3,"married"
5899,3,36,13,9000,1936,3,"married"
5900,5,33,12,18000,1559,3,"separated"
5900,6,31,12,4618,416,2,"never married"
5900,7,30,12,0,0,2,"never married"
5900,174,32,14,0,0,1,"married"
5901,3,37,11,75,300,4,"never married"
5901,4,34,12,0,0,1,"never married"
5901,7,30,13,15000,1077,5,"married"
5903,3,41,14,24000,1864,3,"divorced"
5904,3,43,13,18500,2440,3,"married"
5904,7,37,14,12000,1465,2,"divorced"
5904,176,35,12,0,0,7,"married"
5904,177,35,12,8000,2320,2,"married"
5904,182,32,14,26377,1876,1,"married"
5909,4,37,14,15000,1214,2,"divorced"
5912,2,47,13,22575,2233,1,"married"
5913,6,39,12,19500,1818,3,"married"
5913,171,38,10,0,0,2,"married"
5913,172,45,9,5000,1371,2,"married"
5913,176,38,14,3345,1032,3,"divorced"
5916,7,31,12,22000,2209,3,"never married"
5916,171,34,12,14700,1932,2,"married"
5919,1,47,11,0,0,4,"married"
5922,2,44,7,600,347,4,"never married"
5922,7,36,12,16000,2106,2,"never married"
5922,171,32,14,2500,4346,3,"never married"
5922,174,41,12,21000,1896,2,"married"
5922,177,41,12,25000,2230,4,"divorced"
5922,192,34,12,0,0,0,"never married"
5923,2,46,16,33000,2020,4,"married"
5923,171,42,13,46000,2184,4,"married"
5925,6,39,13,15500,2070,1,"never married"
5925,7,36,11,0,0,2,"separated"
5926,5,31,14,10000,2030,2,"married"
5927,178,32,10,500,141,98,"married"
5928,4,30,12,24000,1825,2,"married"
5929,3,41,14,0,0,1,"never married"
5935,4,31,13,40000,2080,0,"never married"
5938,3,38,13,1900,120,2,"separated"
5938,175,38,12,0,0,3,"separated"
5940,1,48,99,14000,1801,3,"divorced"
5942,3,43,12,28000,2040,2,"married"
5942,9,31,14,25000,1960,2,"NA/DF"
5953,2,37,12,0,0,3,"married"
5955,1,44,6,0,120,4,"married"
5955,190,47,12,22000,1717,3,"married"
5958,1,46,12,13000,2080,4,"divorced"
5958,2,30,12,19000,1693,3,"divorced"
5959,3,43,12,12000,1920,2,"never married"
5959,4,41,12,10000,1827,1,"never married"
5959,7,37,13,11000,2056,2,"divorced"
5959,171,46,99,19826,1846,0,"married"
5959,178,37,99,0,0,1,"married"
5960,2,46,12,0,0,2,"married"
5960,3,42,12,27000,1936,2,"married"
5960,5,39,12,0,0,5,"married"
5960,6,35,12,15000,2191,3,"widowed"
5960,183,32,99,4800,1040,4,"separated"
5962,3,45,17,39900,2068,2,"married"
5962,4,37,12,28000,2268,0,"never married"
5964,170,37,14,30000,1940,2,"married"
5965,3,49,12,21105,1960,1,"never married"
5965,7,41,15,42300,1886,2,"married"
5966,3,34,13,7500,1470,1,"divorced"
5966,171,49,12,0,0,3,"married"
5966,174,35,17,50000,2450,0,"married"
5968,3,33,12,0,0,0,"married"
5968,175,36,99,26000,2000,98,"divorced"
5969,4,40,13,19000,2120,0,"never married"
5969,5,38,12,13000,2080,0,"married"
5969,6,31,12,10520,1560,2,"married"
5971,170,39,12,29000,2784,3,"married"
5972,3,40,14,16400,2040,3,"separated"
5973,8,32,9,6500,1495,4,"married"
5973,172,34,12,0,0,3,"married"
5974,3,40,14,32000,3144,2,"divorced"
5977,174,30,99,17260,2058,0,"married"
5983,3,43,12,10800,2215,1,"never married"
5983,179,42,12,26000,1872,2,"married"
5984,4,43,15,3000,760,2,"divorced"
5984,5,35,99,28000,1517,3,"married"
5987,4,42,14,25355,1894,2,"married"
5987,5,37,12,11500,1733,2,"married"
5987,188,32,14,16000,1941,1,"married"
5990,4,33,13,0,0,2,"never married"
5990,172,34,13,0,0,5,"married"
5991,2,34,16,6000,1040,1,"married"
5991,3,33,13,400,80,3,"never married"
5993,173,40,11,7800,1520,3,"married"
5993,188,30,8,5000,1653,3,"divorced"
5994,6,34,12,23000,2960,2,"divorced"
5994,7,33,12,17000,2080,0,"never married"
5995,4,37,12,600,1300,2,"separated"
5995,170,33,13,0,0,3,"married"
5998,4,35,12,31000,2176,1,"married"
6002,2,46,12,1900,105,4,"married"
6004,3,39,12,3000,260,3,"married"
6004,7,31,12,5100,540,1,"separated"
6007,3,41,17,50000,1824,2,"married"
6007,4,38,15,23000,2382,2,"married"
6007,5,36,16,23000,1520,3,"married"
6007,173,33,14,400,56,2,"married"
6009,171,38,16,26000,2024,2,"married"
6014,3,41,9,1200,960,1,"married"
6014,5,38,12,400,16,3,"married"
6014,171,43,12,20000,1920,1,"married"
6019,2,41,15,8400,800,4,"married"
6020,170,46,17,10000,1025,1,"married"
6021,2,46,17,50000,2147,2,"married"
6023,2,38,13,40000,2216,2,"married"
6023,175,35,99,8000,1680,2,"married"
6024,2,38,99,0,0,2,"never married"
6024,3,37,12,19000,2040,3,"never married"
6028,3,39,10,2000,800,4,"divorced"
6028,5,34,0,0,0,3,"never married"
6028,7,31,10,0,0,2,"never married"
6030,3,42,12,9100,664,2,"married"
6030,4,39,11,13000,2400,1,"separated"
6035,2,42,11,0,0,4,"married"
6037,2,38,14,28700,1968,4,"married"
6037,3,36,12,0,0,2,"divorced"
6037,171,34,15,0,0,2,"married"
6037,180,36,12,10000,1210,2,"married"
6040,6,38,12,2537,585,1,"never married"
6040,7,37,13,14000,1648,2,"separated"
6040,8,31,15,0,0,2,"married"
6041,2,50,11,4000,1040,5,"married"
6041,3,31,13,3060,1895,3,"divorced"
6041,4,30,12,7000,1265,5,"never married"
6043,3,44,8,7000,2218,3,"married"
6046,4,34,11,0,0,0,"married"
6046,170,35,14,26433,1880,1,"married"
6046,171,32,12,10000,1953,1,"married"
6049,170,39,12,16300,2200,3,"married"
6049,171,42,11,20000,2236,1,"married"
6051,3,36,11,0,0,2,"never married"
6051,4,35,99,1500,541,0,"separated"
6051,5,34,11,1900,1240,0,"separated"
6051,6,33,11,0,0,5,"never married"
6051,179,30,0,0,0,0,"married"
6052,172,38,12,0,0,3,"never married"
6053,3,38,13,24000,2000,1,"married"
6053,4,37,12,0,0,1,"separated"
6054,5,47,12,30000,1800,1,"married"
6054,6,45,12,57000,1960,1,"married"
6054,8,35,12,16200,1530,0,"never married"
6055,171,42,17,63000,1718,0,"married"
6058,2,48,12,2642,246,4,"widowed"
6060,3,32,99,0,0,1,"never married"
6061,2,30,13,608,120,1,"separated"
6064,2,43,13,0,0,3,"married"
6064,170,43,11,18515,1907,7,"separated"
6066,5,30,16,4000,1200,1,"never married"
6066,170,42,17,44018,2100,0,"married"
6068,2,47,12,14980,1924,0,"never married"
6071,2,41,11,2500,1180,0,"divorced"
6071,170,41,9,600,168,6,"divorced"
6071,196,44,0,0,0,2,"widowed"
6073,2,45,10,0,0,5,"separated"
6076,2,43,12,19300,1960,1,"married"
6077,2,50,14,27845,2080,1,"married"
6078,2,41,99,17000,1880,0,"divorced"
6078,5,32,12,26964,2616,0,"never married"
6079,2,40,13,18000,1896,1,"married"
6080,3,31,16,30000,1998,0,"married"
6082,4,38,12,16000,2703,2,"married"
6088,2,40,12,30000,2080,1,"divorced"
6091,2,34,16,18500,1920,0,"divorced"
6093,6,33,11,2000,2000,2,"never married"
6093,7,32,11,35944,2032,3,"never married"
6095,2,43,6,30800,2110,4,"separated"
6099,3,31,12,0,0,3,"separated"
6100,3,46,14,17000,2034,0,"never married"
6100,4,42,16,0,0,0,"never married"
6100,5,40,16,25300,2356,0,"never married"
6103,3,40,14,17000,1590,4,"married"
6103,4,39,17,35000,1864,2,"married"
6103,6,34,14,14500,2040,2,"divorced"
6103,7,33,14,3200,673,3,"married"
6103,178,36,12,0,0,1,"married"
6106,2,48,12,8000,720,2,"married"
6107,2,40,12,14000,2080,4,"widowed"
6107,4,37,11,7500,1588,4,"married"
6107,8,32,10,4500,1149,3,"married"
6107,180,34,15,13000,2854,2,"married"
6108,171,37,16,6000,2080,1,"never married"
6108,172,40,12,16000,1813,2,"married"
6110,3,42,12,0,0,3,"separated"
6110,6,38,12,13000,2048,2,"never married"
6110,171,36,9,16417,2080,5,"separated"
6110,179,38,12,0,0,3,"married"
6110,185,34,10,12000,2080,3,"divorced"
6111,3,44,16,37900,1800,2,"never married"
6111,4,36,17,41516,2000,3,"married"
6112,5,49,16,31861,1520,2,"widowed"
6112,7,42,12,0,0,2,"separated"
6112,181,41,12,16000,2060,98,"married"
6113,170,47,10,6700,1300,2,"married"
6114,2,39,10,0,0,2,"divorced"
6114,5,32,14,10000,2000,4,"married"
6114,170,40,11,0,0,9,"married"
6115,3,43,12,10000,1387,2,"never married"
6115,4,39,10,25000,1907,4,"married"
6115,7,32,11,0,0,6,"never married"
6115,13,30,11,0,0,2,"never married"
6118,170,41,15,15420,1674,1,"separated"
6120,5,42,15,24632,1840,2,"married"
6120,189,44,12,0,0,98,"married"
6121,3,45,10,1200,405,6,"married"
6121,5,40,10,18000,2008,3,"divorced"
6121,7,36,9,0,0,3,"never married"
6121,176,33,9,14000,2080,2,"married"
6125,4,41,12,5000,2704,1,"married"
6125,170,36,99,0,0,2,"widowed"
6125,183,38,10,0,0,98,"married"
6126,172,31,12,10000,1430,3,"married"
6127,3,34,12,9000,1880,0,"separated"
6127,178,34,16,14500,2080,1,"married"
6129,170,43,12,21373,1990,4,"married"
6133,1,48,12,0,0,7,"married"
6133,2,32,14,28000,2842,2,"married"
6144,170,30,12,5200,956,2,"married"
6144,172,32,12,21500,1776,0,"married"
6145,4,36,12,10000,1300,2,"never married"
6145,7,34,13,38000,1923,3,"never married"
6150,2,49,16,17000,1393,5,"separated"
6150,4,30,12,893,520,5,"never married"
6150,175,49,10,0,0,98,"divorced"
6152,2,37,14,3400,320,1,"never married"
6152,3,33,14,24000,1560,0,"never married"
6154,3,39,12,21756,1960,3,"married"
6155,4,41,12,22000,1960,2,"married"
6156,3,42,12,20000,2024,3,"divorced"
6159,2,49,12,18000,2040,5,"married"
6159,3,32,12,0,0,3,"married"
6160,5,34,14,500,800,0,"never married"
6160,170,46,14,1250,2040,1,"married"
6161,3,43,12,24500,1900,1,"married"
6161,4,42,11,12000,1880,3,"married"
6162,171,50,7,6000,1716,1,"married"
6165,2,43,12,3500,1440,4,"widowed"
6165,3,41,10,11000,150,0,"separated"
6165,4,37,17,30000,2160,2,"married"
6165,5,35,12,0,0,3,"never married"
6165,6,33,12,11000,2460,0,"never married"
6166,2,48,10,2000,887,5,"never married"
6166,3,47,12,6000,1470,3,"married"
6166,4,44,12,0,0,3,"never married"
6166,5,44,12,1117,104,3,"never married"
6166,6,43,12,2400,1248,3,"never married"
6166,8,42,12,4000,738,4,"married"
6166,9,40,12,19980,1800,0,"married"
6166,11,38,12,0,0,4,"never married"
6167,3,32,12,21000,2080,0,"never married"
6167,176,35,8,0,0,4,"never married"
6170,2,44,12,5000,1202,4,"married"
6171,171,39,16,28000,2474,2,"separated"
6171,175,36,12,0,0,2,"never married"
6171,179,36,15,0,0,5,"never married"
6171,182,34,12,0,0,1,"divorced"
6171,185,40,12,17000,122,4,"separated"
6171,187,40,17,35000,2064,1,"married"
6172,3,42,12,12000,4056,4,"divorced"
6172,4,40,12,10000,1387,0,"separated"
6172,6,38,14,18000,2160,1,"separated"
6174,170,44,17,30000,1687,0,"married"
6178,4,37,12,14411,404,3,"separated"
6178,178,42,14,16000,1907,0,"separated"
6179,170,32,14,0,0,4,"married"
6180,5,48,12,13000,2064,6,"married"
6180,171,31,12,0,0,5,"married"
6181,3,33,12,33000,312,4,"married"
6181,4,31,17,32000,1760,1,"separated"
6186,2,45,13,15000,510,4,"married"
6187,3,46,16,28000,2191,1,"divorced"
6187,11,30,12,16573,1976,4,"married"
6187,12,30,12,21000,1967,4,"never married"
6187,170,40,16,21000,1813,2,"married"
6188,4,40,14,77000,2250,1,"never married"
6188,5,40,10,10000,1656,3,"married"
6189,2,48,11,0,0,5,"separated"
6189,178,33,99,0,0,0,"never married"
6191,170,33,13,22000,4160,0,"married"
6192,5,30,7,4050,1009,3,"never married"
6192,170,35,14,20160,2076,3,"married"
6194,2,40,12,11000,827,2,"married"
6194,3,39,13,16247,1280,98,"divorced"
6194,4,38,12,32000,2060,0,"divorced"
6196,6,35,12,4000,1365,4,"married"
6196,8,32,13,440,80,3,"married"
6196,21,44,12,29000,1974,3,"married"
6196,172,34,12,0,0,4,"married"
6196,174,37,12,12000,1150,2,"married"
6200,9,33,12,7100,1604,2,"married"
6200,10,31,12,0,0,2,"divorced"
6201,1,47,16,8143,419,0,"never married"
6202,170,49,11,0,0,2,"married"
6203,8,31,14,0,0,2,"married"
6204,3,33,15,22000,1992,1,"married"
6205,5,39,16,33288,2134,10,"married"
6205,6,37,15,32000,2860,1,"divorced"
6205,170,39,10,10500,1493,3,"never married"
6205,175,42,12,0,0,7,"married"
6208,2,46,14,28500,1880,2,"married"
6209,2,50,10,2000,87,4,"widowed"
6209,3,32,99,0,0,3,"married"
6210,3,40,11,1100,468,2,"never married"
6210,9,30,12,0,0,1,"never married"
6210,171,40,12,15000,1387,0,"married"
6210,179,32,99,37593,1811,1,"never married"
6210,183,33,16,33000,2430,0,"married"
6212,1,49,10,22000,1834,5,"never married"
6212,2,30,12,0,0,5,"separated"
6212,170,31,12,11000,1880,2,"never married"
6216,3,32,17,23400,3120,0,"never married"
6216,4,33,13,27000,1880,1,"married"
6216,5,34,12,20480,1845,1,"never married"
6217,3,42,16,31000,1920,2,"divorced"
6217,9,34,12,4600,200,0,"never married"
6217,170,35,1,0,0,0,"never married"
6217,172,38,9,79,10,4,"married"
6222,3,33,17,26400,2500,1,"married"
6224,2,48,12,18000,2639,4,"divorced"
6224,5,46,12,6000,1938,3,"married"
6226,3,37,12,32000,2800,2,"never married"
6227,2,49,10,14000,1984,3,"married"
6228,5,43,11,0,0,3,"separated"
6229,4,47,12,24000,1267,2,"divorced"
6229,5,31,12,0,0,3,"never married"
6231,7,41,13,4000,627,2,"never married"
6231,8,40,99,17743,2248,3,"never married"
6231,10,34,12,3830,300,1,"never married"
6231,172,30,12,1400,65,5,"never married"
6232,7,37,11,1000,571,4,"never married"
6232,8,36,10,8814,1235,1,"never married"
6232,9,34,12,15000,333,1,"never married"
6232,171,37,15,34000,1693,1,"divorced"
6232,184,36,12,5000,1270,3,"married"
6233,3,43,12,12000,1992,3,"divorced"
6233,5,33,12,3800,490,2,"widowed"
6242,2,43,14,31000,2356,4,"divorced"
6243,3,39,12,0,0,1,"married"
6255,4,41,12,0,0,1,"married"
6255,5,35,12,0,0,2,"married"
6256,4,32,13,14000,1520,0,"divorced"
6256,5,30,12,16383,2052,3,"married"
6256,183,34,12,14583,1667,1,"divorced"
6256,187,33,0,0,0,3,"divorced"
6256,191,47,99,0,0,99,"no histories"
6261,7,30,9,0,0,0,"never married"
6262,8,30,14,7500,1337,2,"married"
6262,172,38,12,20000,2000,4,"married"
6262,179,37,14,28120,2000,1,"separated"
6262,180,30,12,15000,2150,1,"married"
6262,182,37,99,0,0,0,"married"
6262,183,37,16,40686,1960,1,"married"
6268,171,33,12,0,0,2,"married"
6272,6,31,14,19000,1955,1,"separated"
6272,171,37,15,6000,880,0,"married"
6275,3,39,17,33000,1613,2,"married"
6275,4,37,17,54000,2020,0,"never married"
6275,7,31,12,4800,550,2,"separated"
6278,3,39,13,20000,1952,1,"married"
6278,5,37,12,22644,2040,0,"never married"
6278,7,33,12,1000,1040,3,"married"
6281,3,44,12,23885,2835,3,"never married"
6281,4,39,13,0,0,4,"divorced"
6281,176,30,12,0,0,2,"never married"
6281,185,43,0,0,0,98,"never married"
6281,195,38,14,40000,308,1,"married"
6284,4,42,12,6000,2080,1,"widowed"
6284,9,35,13,18000,1500,3,"married"
6287,3,38,12,31000,2040,2,"divorced"
6287,4,36,9,12376,2040,3,"married"
6287,6,34,12,9000,1920,4,"married"
6287,7,32,12,30000,1960,2,"married"
6288,1,48,12,20500,3928,1,"divorced"
6290,3,37,15,30000,1944,2,"divorced"
6291,5,38,11,31000,2125,3,"married"
6291,174,31,16,35000,1899,0,"married"
6291,175,31,15,24000,2080,1,"divorced"
6292,181,37,13,11000,1440,3,"married"
6293,5,32,15,0,0,6,"married"
6293,6,30,13,2200,1366,2,"married"
6293,180,35,14,0,0,0,"never married"
6293,190,46,6,10000,1300,99,"no histories"
6295,4,34,12,0,0,2,"married"
6299,3,32,16,39000,2448,1,"never married"
6299,173,31,13,20000,1892,1,"married"
6305,7,32,13,1100,1750,2,"married"
6312,172,36,13,26433,1880,2,"married"
6313,3,39,14,18000,2662,2,"divorced"
6313,6,30,10,2000,936,1,"married"
6316,4,33,14,14000,1715,1,"divorced"
6316,171,49,0,0,0,99,"no histories"
6323,3,37,14,33744,2400,0,"married"
6328,3,45,99,0,0,5,"married"
6332,5,32,14,20000,1944,1,"married"
6333,173,33,15,30000,2420,0,"never married"
6335,4,36,12,0,0,4,"never married"
6335,6,33,12,17000,2116,1,"never married"
6340,1,46,12,32000,1880,4,"divorced"
6344,5,44,10,0,0,3,"married"
6345,2,50,12,9000,932,2,"married"
6346,4,35,12,15000,2971,4,"separated"
6348,3,39,17,9000,1247,0,"married"
6348,4,37,17,42500,2717,1,"married"
6348,6,34,16,35000,2448,1,"divorced"
6348,7,32,13,33000,1896,1,"never married"
6348,172,36,99,12000,573,2,"married"
6348,175,34,12,22333,2012,0,"married"
6348,178,30,8,4667,391,1,"divorced"
6349,6,39,12,27202,1922,2,"never married"
6349,7,37,14,33888,1747,2,"never married"
6349,8,36,12,23910,1840,1,"never married"
6350,3,39,16,35000,1888,2,"married"
6350,5,37,12,1200,780,0,"never married"
6350,7,30,12,10000,2064,3,"never married"
6350,171,35,14,0,0,1,"married"
6351,4,41,12,3000,432,0,"married"
6352,6,33,12,0,0,1,"never married"
6354,172,36,14,36000,1850,2,"married"
6357,3,39,12,12000,720,5,"divorced"
6357,178,38,13,38000,2380,2,"married"
6358,3,43,14,15650,2002,4,"widowed"
6358,5,41,14,30000,1666,2,"divorced"
6358,6,36,12,24000,2000,3,"married"
6358,170,36,12,30000,3160,1,"married"
6358,172,31,14,32000,2115,2,"married"
6361,3,37,16,25000,2000,2,"married"
6361,5,35,16,34000,2205,0,"never married"
6361,6,31,16,18000,1976,1,"married"
6362,3,33,9,6000,630,2,"married"
6362,4,32,10,12000,2104,2,"married"
6362,5,31,12,15533,1968,2,"divorced"
6365,7,33,9,9000,2000,2,"never married"
6365,8,32,8,7050,1500,4,"never married"
