"spell","censor1","censor2","censor3","censor4","age","ui","reprate","disrate","logwage","tenure"
8,0,0,0,1,27,"yes",0.52,0.208,5.29832,1
5,0,1,0,0,29,"yes",0.52,0.208,4.90527,7
9,0,1,0,0,30,"yes",0.32,0.128,6.55108,3
3,1,0,0,0,26,"no",0.52,0.208,5.85793,5
13,0,0,0,1,59,"yes",0.52,0.208,5.29832,35
3,0,0,1,0,32,"no",0.52,0.208,5.99146,0
6,0,0,1,0,27,"no",0.52,0.208,4.82831,0
9,0,0,1,0,30,"no",0.52,0.208,4.98361,0
5,0,0,1,0,37,"yes",0.52,0.208,5.63479,0
10,0,0,0,1,32,"yes",0.52,0.208,5.16479,1
14,1,0,0,0,37,"no",0.52,0.208,4.89784,2
4,0,1,0,0,47,"yes",0.52,0.208,5.99146,14
4,0,0,0,1,22,"no",0.52,0.208,5.48064,2
9,0,0,0,1,50,"no",0.52,0.208,5.24702,0
2,0,1,0,0,22,"no",0.52,0.208,5.29832,0
1,1,0,0,0,30,"no",0.407,0.163,6.30992,4
9,0,0,0,1,37,"yes",0.498,0.199,6.10925,2
5,0,0,0,1,50,"yes",0.498,0.199,6.10925,15
3,0,0,0,1,26,"yes",0.52,0.208,5.56068,6
4,1,0,0,0,26,"yes",0.448,0.179,6.21461,5
9,0,0,0,1,26,"no",0.52,0.208,4.90527,4
2,0,0,1,0,35,"no",0.52,0.208,5.70378,2
8,0,0,0,1,23,"yes",0.52,0.208,5.82895,2
25,0,0,0,1,23,"yes",0.52,0.208,5.01064,5
27,0,0,0,1,38,"yes",0.48,0.24,5.01064,2
12,0,0,0,1,38,"yes",0.366,0.183,6.08677,15
10,0,0,1,0,32,"yes",0.48,0.24,5.70378,1
3,1,0,0,0,33,"no",0.48,0.24,5.01064,4
3,0,0,1,0,23,"no",0.48,0.24,5.01064,0
14,0,0,0,1,42,"yes",0.34,0.17,6.16121,5
5,0,0,0,1,41,"yes",0.293,0.146,6.30992,15
9,0,0,0,1,43,"yes",0.331,0.165,6.18826,22
3,0,0,0,1,49,"yes",0.403,0.201,5.99146,0
5,0,0,0,1,30,"yes",0.322,0.161,6.21461,7
1,0,1,0,0,29,"no",0.248,0.124,6.47697,0
2,1,0,0,0,35,"no",0.304,0.152,6.27099,2
2,0,0,1,0,23,"no",0.48,0.24,5.16479,1
7,0,0,0,1,57,"yes",0.403,0.201,5.99146,9
4,0,0,0,1,27,"no",0.48,0.24,5.63479,0
3,0,0,0,1,36,"no",0.48,0.24,5.2832,1
11,0,0,0,1,20,"yes",0.48,0.24,5.29832,1
3,1,0,0,0,22,"no",0.48,0.24,5.19296,2
1,1,0,0,0,35,"no",0.161,0.081,6.90776,16
13,0,0,1,0,38,"no",0.48,0.24,5.29832,0
2,0,0,1,0,33,"yes",0.195,0.098,6.71538,13
1,1,0,0,0,49,"no",0.48,0.24,5.76832,7
21,0,0,0,1,48,"yes",0.435,0.218,5.9135,12
4,1,0,0,0,31,"yes",0.48,0.24,5.78383,0
13,0,0,0,1,43,"yes",0.48,0.24,5.52146,6
12,0,0,0,1,58,"yes",0.48,0.24,5.70378,18
18,0,0,0,1,59,"yes",0.447,0.224,5.8861,5
15,0,0,0,1,43,"yes",0.401,0.201,5.99396,8
9,1,0,0,0,21,"yes",0.48,0.24,5.56068,2
12,0,0,1,0,25,"yes",0.332,0.166,6.18415,3
1,1,0,0,0,24,"no",0.381,0.19,6.04737,4
2,0,0,1,0,46,"yes",0.358,0.179,6.10925,0
2,1,0,0,0,53,"no",0.403,0.201,5.99146,18
1,1,0,0,0,27,"no",0.301,0.151,6.2804,4
1,0,0,1,0,34,"no",0.48,0.24,5.78383,2
9,0,0,0,1,43,"yes",0.293,0.146,6.30992,0
3,0,0,0,1,23,"yes",0.48,0.24,5.48064,5
5,1,0,0,0,23,"no",0.48,0.24,4.89784,1
14,1,0,0,0,27,"no",0.48,0.24,5.07517,0
1,1,0,0,0,28,"no",0.268,0.134,6.39693,5
27,0,0,0,1,26,"no",0.48,0.24,5.07517,1
3,0,0,0,1,23,"no",0.48,0.24,5.01064,1
2,1,0,0,0,33,"yes",0.48,0.24,5.48064,0
3,0,0,0,1,26,"yes",0.48,0.24,5.70044,1
18,0,0,0,1,61,"yes",0.245,0.123,6.48768,6
3,0,0,0,1,29,"yes",0.48,0.24,4.82831,0
8,0,0,0,1,30,"no",0.474,0.237,5.82895,0
1,0,0,1,0,30,"yes",0.48,0.24,5.63479,0
28,0,0,0,1,29,"yes",0.48,0.24,5.72031,7
6,1,0,0,0,25,"no",0.48,0.24,5.01064,0
2,1,0,0,0,25,"no",0.403,0.201,5.99146,8
2,1,0,0,0,48,"no",0.268,0.134,6.39693,5
13,0,0,0,1,24,"no",0.48,0.24,4.89784,0
22,0,0,0,1,35,"yes",0.48,0.24,5.77455,16
2,0,0,0,1,53,"no",0.46,0.23,5.85793,10
18,1,0,0,0,51,"no",0.268,0.134,6.39693,27
11,0,0,0,1,21,"yes",0.48,0.24,5.29832,6
6,0,0,0,1,48,"yes",0.322,0.161,6.21461,15
12,0,0,0,1,56,"yes",0.48,0.24,5.70378,32
6,1,0,0,0,50,"yes",0.48,0.24,5.07517,5
13,0,0,0,1,24,"no",2.04,1.02,3.21888,0
15,0,0,0,1,22,"no",0.48,0.24,5.01064,4
27,0,0,0,1,43,"no",0.48,0.24,5.29832,0
13,1,0,0,0,36,"yes",0.248,0.124,6.47697,4
5,1,0,0,0,33,"yes",0.48,0.24,5.48064,6
7,0,0,1,0,24,"yes",0.48,0.24,5.39816,2
14,0,0,0,1,27,"yes",0.393,0.196,6.01616,10
3,0,0,0,1,54,"no",0.48,0.24,5.48064,15
2,1,0,0,0,21,"no",0.48,0.24,5.01064,0
16,0,0,0,1,49,"no",0.46,0.23,5.85793,5
1,1,0,0,0,27,"no",0.403,0.201,5.99146,5
2,1,0,0,0,22,"yes",0.5,0.1,5.29832,0
2,1,0,0,0,29,"yes",0.283,0.057,6.25383,5
13,0,1,0,0,50,"no",0.368,0.074,5.99146,0
14,1,0,0,0,33,"no",0.255,0.051,6.35784,12
1,1,0,0,0,32,"no",0.294,0.059,6.21461,11
5,0,0,0,1,24,"yes",0.5,0.1,5.04986,0
18,1,0,0,0,30,"yes",0.5,0.1,5.43808,3
8,1,0,0,0,36,"yes",0.368,0.074,5.99146,17
10,0,0,1,0,35,"yes",0.49,0.098,5.70378,1
19,0,0,0,1,43,"yes",0.327,0.065,6.10925,18
1,0,1,0,0,34,"yes",0.5,0.1,5.40717,6
2,1,0,0,0,24,"yes",0.459,0.092,5.76832,4
7,0,0,0,1,52,"no",0.184,0.037,6.68461,23
4,0,0,0,1,24,"yes",0.5,0.1,5.66643,1
19,0,0,1,0,39,"yes",0.36,0.072,6.01127,19
12,0,0,1,0,51,"yes",0.49,0.098,5.70378,19
7,1,0,0,0,28,"yes",0.368,0.074,5.99146,0
3,0,0,0,1,42,"yes",0.193,0.039,6.63332,0
8,0,0,0,1,28,"no",0.5,0.1,4.78749,0
3,0,0,0,1,22,"yes",0.5,0.1,5.29832,3
11,0,0,0,1,26,"yes",0.459,0.092,5.76832,7
13,0,0,0,1,26,"yes",0.5,0.1,5.59842,7
13,0,0,0,1,29,"yes",0.49,0.098,5.70378,8
6,0,0,0,1,24,"yes",0.5,0.1,5.63479,1
14,0,1,0,0,21,"no",0.5,0.1,4.94164,1
5,1,0,0,0,41,"no",0.196,0.039,6.62007,10
5,0,0,0,1,31,"yes",0.42,0.084,5.85793,0
10,0,0,0,1,40,"yes",0.267,0.053,6.30992,15
6,0,0,1,0,29,"yes",0.5,0.1,5.34711,0
14,0,0,0,1,27,"yes",0.5,0.1,5.39363,8
12,1,0,0,0,23,"yes",0.5,0.1,5.29832,3
1,1,0,0,0,24,"no",0.3,0.06,6.19441,3
11,1,0,0,0,38,"yes",0.5,0.1,5.52146,1
6,0,0,1,0,24,"no",0.5,0.1,5.29832,0
3,0,0,1,0,32,"no",0.368,0.074,5.99146,3
6,1,0,0,0,31,"yes",0.42,0.084,5.85793,0
1,0,0,1,0,36,"no",0.5,0.1,4.94164,1
4,0,0,0,1,43,"no",0.245,0.049,6.39693,20
6,0,0,0,1,34,"no",0.5,0.1,4.82831,2
7,0,0,1,0,43,"yes",0.191,0.038,6.64639,5
8,0,0,0,1,24,"yes",0.5,0.1,5.5835,2
23,0,0,0,1,34,"yes",0.245,0.049,6.39693,12
6,1,0,0,0,32,"no",0.21,0.042,6.55108,8
7,0,0,0,1,33,"yes",0.408,0.082,5.8861,10
18,0,0,0,1,21,"no",0.5,0.1,5.01064,0
4,0,0,0,1,61,"yes",0.256,0.051,6.35437,29
18,0,0,1,0,38,"yes",0.49,0.098,5.70378,2
8,1,0,0,0,37,"yes",0.294,0.059,6.21461,18
1,1,0,0,0,56,"no",0.118,0.024,7.1309,5
1,1,0,0,0,29,"no",0.294,0.059,6.21461,0
1,0,1,0,0,38,"no",0.265,0.053,6.31897,4
1,0,1,0,0,26,"no",0.245,0.049,6.39693,4
12,0,0,0,1,31,"yes",0.368,0.074,5.99146,9
3,1,0,0,0,24,"yes",0.348,0.07,6.04501,2
9,0,0,1,0,44,"yes",0.306,0.061,6.17379,4
21,0,0,0,1,34,"yes",0.49,0.098,5.70378,5
14,0,0,0,1,36,"yes",0.5,0.1,5.29832,0
13,0,1,0,0,40,"yes",0.5,0.1,5.01064,2
28,0,0,0,1,48,"yes",0.294,0.059,6.21461,28
3,0,0,0,1,28,"yes",0.369,0.074,5.98645,7
27,0,0,1,0,31,"no",0.5,0.036,4.92725,2
2,0,0,0,1,46,"no",0.28,0.009,6.28413,11
9,0,0,0,1,29,"no",0.353,0.012,6.05209,11
12,1,0,0,0,31,"yes",0.417,0.014,5.8861,0
12,0,0,1,0,38,"yes",0.417,0.014,5.8861,12
1,0,0,1,0,33,"no",0.5,0.02,5.52146,0
7,1,0,0,0,21,"yes",0.5,0.017,5.70378,2
2,0,0,1,0,39,"no",0.5,0.025,5.29832,0
4,1,0,0,0,51,"yes",0.5,0.019,5.59842,0
2,1,0,0,0,46,"yes",0.441,0.015,5.82895,3
7,0,1,0,0,26,"no",0.5,0.025,5.29832,1
11,0,0,0,1,27,"yes",0.5,0.017,5.68017,1
3,1,0,0,0,48,"no",0.5,0.02,5.52146,3
4,0,0,0,1,42,"yes",0.5,0.021,5.48064,9
5,1,0,0,0,31,"yes",0.5,0.017,5.70378,0
2,1,0,0,0,29,"no",0.5,0.02,5.52146,11
2,0,0,0,1,20,"no",0.5,0.031,5.07517,0
2,0,0,1,0,23,"no",0.441,0.015,5.82895,0
10,1,0,0,0,22,"no",0.5,0.031,5.07517,0
14,0,0,1,0,27,"yes",0.5,0.02,5.52146,5
8,0,0,0,1,48,"yes",0.5,0.033,5.01064,0
8,0,0,0,1,55,"yes",0.5,0.033,5.01064,0
6,0,0,0,1,45,"yes",0.5,0.023,5.39363,6
1,1,0,0,0,26,"no",0.5,0.02,5.52146,3
2,1,0,0,0,30,"no",0.5,0.025,5.29832,2
1,1,0,0,0,20,"no",0.5,0.025,5.29832,1
1,1,0,0,0,31,"no",0.429,0.014,5.85793,1
3,0,0,1,0,28,"no",0.429,0.014,5.85793,0
1,0,0,1,0,24,"no",0.5,0.033,5.01064,2
2,0,0,1,0,32,"no",0.5,0.02,5.52146,3
2,0,0,0,1,30,"no",0.5,0.017,5.70378,0
8,0,1,0,0,34,"yes",0.5,0.023,5.39363,2
13,0,1,0,0,22,"no",0.5,0.039,4.84419,0
9,0,0,0,1,52,"no",0.5,0.025,5.29832,0
1,0,0,1,0,23,"no",0.5,0.017,5.70378,0
7,0,0,1,0,28,"no",0.5,0.031,5.07517,0
15,1,0,0,0,44,"yes",0.5,0.019,5.59842,2
5,0,0,0,1,22,"no",0.5,0.026,5.24702,0
7,0,0,1,0,27,"no",0.333,0.011,6.10925,0
7,0,0,0,1,59,"no",0.5,0.031,5.07517,0
1,0,0,1,0,36,"no",0.333,0.011,6.10925,2
1,0,0,1,0,37,"no",0.5,0.021,5.48064,0
5,0,0,1,0,24,"no",0.5,0.024,5.34711,3
17,1,0,0,0,53,"no",0.5,0.017,5.70378,0
3,0,0,0,1,23,"no",0.5,0.02,5.52146,2
1,1,0,0,0,22,"no",0.5,0.02,5.52146,2
2,0,0,1,0,44,"no",0.5,0.02,5.52146,1
3,0,0,0,1,57,"yes",0.6,0.12,5.64897,9
3,0,0,0,1,47,"yes",0.6,0.12,5.39363,4
11,0,0,0,1,52,"no",0.6,0.12,5.29832,0
11,0,0,1,0,28,"yes",0.226,0.045,6.80239,2
4,0,0,0,1,37,"yes",0.549,0.11,5.9135,16
1,0,1,0,0,43,"no",0.6,0.12,4.89784,0
9,0,0,0,1,49,"yes",0.521,0.104,5.96615,8
27,0,0,0,1,25,"no",0.6,0.12,5.10595,1
16,0,0,0,1,34,"yes",0.6,0.12,5.07517,1
3,0,0,0,1,21,"yes",0.508,0.102,5.99146,2
9,0,0,0,1,27,"yes",0.441,0.088,6.13123,7
3,1,0,0,0,22,"yes",0.6,0.12,5.29832,1
14,1,0,0,0,29,"yes",0.508,0.102,5.99146,8
1,1,0,0,0,29,"no",0.353,0.071,6.35437,1
9,0,0,0,1,22,"yes",0.6,0.12,5.48064,1
4,0,0,0,1,27,"no",0.127,0.025,7.37463,9
3,0,0,0,1,61,"yes",0.6,0.12,5.64545,8
5,0,0,0,1,29,"yes",0.549,0.11,5.9135,3
5,0,0,0,1,48,"yes",0.427,0.085,6.16331,2
14,0,0,0,1,49,"yes",0.58,0.116,5.85793,3
3,1,0,0,0,34,"yes",0.478,0.096,6.05209,10
7,1,0,0,0,38,"yes",0.6,0.12,5.70378,12
1,1,0,0,0,36,"no",0.278,0.056,6.59441,7
5,0,0,0,1,40,"no",0.6,0.12,5.19296,1
3,1,0,0,0,25,"no",0.6,0.12,5.76832,0
13,1,0,0,0,37,"yes",0.541,0.108,5.92693,5
2,1,0,0,0,53,"yes",0.6,0.12,5.55296,5
7,0,0,0,1,46,"yes",0.271,0.054,6.62007,1
2,0,0,0,1,34,"yes",0.6,0.12,5.29832,1
1,0,1,0,0,21,"no",0.6,0.12,5.15906,1
5,0,0,0,1,21,"no",0.6,0.12,4.7362,0
4,1,0,0,0,60,"yes",0.29,0.058,6.55108,10
1,0,0,1,0,20,"no",0.6,0.12,5.48064,0
5,0,0,0,1,33,"yes",0.508,0.102,5.99146,2
2,0,0,1,0,26,"yes",0.564,0.113,5.8861,2
14,1,0,0,0,32,"yes",0.6,0.12,5.1358,2
1,1,0,0,0,22,"no",0.6,0.12,5.56068,0
7,0,0,0,1,46,"yes",0.6,0.12,5.24702,0
5,0,0,0,1,54,"yes",0.6,0.12,5.2832,0
18,0,0,0,1,49,"yes",0.488,0.098,6.03069,7
11,1,0,0,0,48,"yes",0.378,0.076,6.286,14
21,0,0,1,0,27,"no",0.6,0.12,4.60517,0
9,0,0,0,1,57,"yes",0.597,0.119,5.82895,17
9,0,0,0,1,34,"yes",0.6,0.12,5.79909,4
2,0,1,0,0,37,"no",0.6,0.12,5.01064,0
2,0,1,0,0,40,"no",0.6,0.12,5.19296,0
9,0,0,0,1,23,"yes",0.58,0.116,5.85793,0
2,0,0,0,1,44,"yes",0.459,0.092,6.09131,1
13,1,0,0,0,42,"yes",0.418,0.063,5.99146,5
1,1,0,0,0,22,"no",0.5,0.125,5.29832,0
2,0,0,0,1,21,"no",0.5,0.183,4.91998,0
7,1,0,0,0,47,"yes",0.5,0.099,5.52943,0
1,0,0,0,1,22,"no",0.363,0.054,6.13123,0
12,1,0,0,0,45,"yes",0.483,0.072,5.84644,11
16,1,0,0,0,34,"no",0.5,0.167,5.01064,3
7,0,0,0,1,28,"yes",0.455,0.068,5.90536,9
1,1,0,0,0,49,"no",0.354,0.053,6.15698,3
2,0,0,0,1,28,"no",0.5,0.078,5.76832,5
16,0,0,1,0,36,"yes",0.5,0.093,5.59471,12
5,0,0,1,0,26,"yes",0.5,0.086,5.66988,1
3,0,0,1,0,34,"no",0.394,0.059,6.04973,0
3,0,0,1,0,29,"no",0.5,0.167,5.01064,4
9,1,0,0,0,23,"yes",0.5,0.104,5.48064,3
3,0,0,0,1,21,"no",0.5,0.167,5.01064,0
3,1,0,0,0,44,"no",0.5,0.125,5.29832,0
7,0,0,1,0,20,"yes",0.5,0.165,5.02388,1
2,0,0,1,0,23,"no",0.5,0.084,5.70378,1
3,0,0,0,1,39,"no",0.5,0.104,5.48064,12
10,0,0,0,1,32,"yes",0.5,0.104,5.48064,5
3,1,0,0,0,24,"no",0.5,0.089,5.63479,0
7,1,0,0,0,33,"yes",0.5,0.095,5.57973,1
1,0,1,0,0,28,"yes",0.5,0.107,5.45959,7
3,1,0,0,0,49,"no",0.5,0.082,5.72031,2
3,0,0,1,0,51,"yes",0.5,0.119,5.34711,4
11,0,0,0,1,29,"yes",0.29,0.044,6.35437,1
2,0,0,1,0,30,"yes",0.477,0.072,5.85793,0
6,0,0,0,1,27,"no",0.5,0.132,5.24702,0
7,0,0,0,1,25,"no",0.5,0.157,5.07517,0
2,1,0,0,0,25,"yes",0.5,0.096,5.56068,0
5,1,0,0,0,37,"no",0.334,0.05,6.21461,0
4,0,0,0,1,24,"no",0.5,0.1,5.52146,1
5,0,0,1,0,40,"yes",0.469,0.07,5.87493,6
5,0,0,0,1,26,"no",0.5,0.209,4.78749,0
7,0,1,0,0,37,"yes",0.5,0.132,5.24702,9
7,0,0,0,1,27,"yes",0.5,0.089,5.63479,0
8,0,0,1,0,22,"yes",0.283,0.042,6.38012,5
1,0,0,1,0,26,"no",0.477,0.072,5.85793,2
4,0,0,0,1,56,"yes",0.5,0.128,5.27811,3
4,0,0,0,1,51,"yes",0.477,0.072,5.85793,4
5,0,0,0,1,52,"no",0.499,0.075,5.81413,16
1,0,0,1,0,23,"no",0.5,0.1,5.52146,0
25,0,0,0,1,40,"no",0.5,0.139,5.19296,1
2,1,0,0,0,46,"no",0.5,0.167,5.01064,0
8,0,0,1,0,52,"no",0.204,0.031,6.70564,9
1,0,1,0,0,37,"no",0.5,0.091,5.61677,14
1,1,0,0,0,53,"no",0.167,0.025,6.90776,6
3,1,0,0,0,25,"no",0.5,0.1,5.52146,3
3,0,0,0,1,40,"no",0.477,0.072,5.85793,0
1,0,0,1,0,44,"yes",0.388,0.058,6.06379,11
9,0,0,0,1,20,"yes",0.5,0.139,5.19296,0
16,0,0,1,0,39,"yes",0.5,0.084,5.70378,5
5,0,0,0,1,47,"yes",0.5,0.133,5.24175,8
13,1,0,0,0,42,"no",0.5,0.084,5.70378,0
5,0,0,1,0,28,"yes",0.418,0.063,5.99146,0
12,1,0,0,0,55,"yes",0.5,0.1,5.52146,0
2,0,1,0,0,25,"no",0.5,0.084,5.70378,0
2,0,1,0,0,24,"no",0.5,0.1,5.52146,0
8,0,0,1,0,37,"yes",0.5,0.135,5.40268,9
6,1,0,0,0,34,"yes",0.5,0.097,5.73657,1
9,0,0,1,0,54,"yes",0.461,0.071,6.05209,6
1,1,0,0,0,38,"no",0.5,0.107,5.63479,0
11,0,0,0,1,60,"no",0.49,0.075,5.99146,13
2,0,0,0,1,31,"yes",0.37,0.057,6.27288,7
2,0,0,0,1,26,"no",0.5,0.079,5.94017,2
3,1,0,0,0,29,"no",0.354,0.054,6.31536,5
8,1,0,0,0,42,"yes",0.302,0.046,6.47697,2
20,0,0,0,1,53,"yes",0.28,0.043,6.55108,18
2,1,0,0,0,55,"yes",0.178,0.027,7.00307,14
14,0,0,0,1,21,"yes",0.5,0.15,5.29832,1
2,0,1,0,0,37,"no",0.5,0.1,5.70378,2
5,1,0,0,0,24,"no",0.5,0.15,5.29832,1
3,1,0,0,0,50,"yes",0.327,0.05,6.39693,3
5,0,0,0,1,47,"yes",0.436,0.067,6.10925,12
6,0,0,1,0,42,"yes",0.5,0.081,5.9135,5
27,0,0,0,1,58,"yes",0.329,0.05,6.39024,3
2,1,0,0,0,25,"no",0.28,0.043,6.55108,5
1,1,0,0,0,28,"no",0.5,0.086,5.85793,5
7,0,0,0,1,30,"yes",0.5,0.1,5.70378,8
2,0,1,0,0,37,"yes",0.392,0.06,6.21461,15
4,1,0,0,0,38,"no",0.5,0.15,5.29832,1
1,1,0,0,0,27,"no",0.5,0.158,5.24702,5
3,0,0,1,0,28,"yes",0.5,0.1,5.70378,2
2,0,1,0,0,48,"no",0.5,0.1,5.70378,10
2,1,0,0,0,23,"yes",0.5,0.2,5.01064,6
2,0,1,0,0,61,"yes",0.5,0.136,5.39363,4
5,0,1,0,0,61,"no",0.5,0.086,5.85793,23
11,0,0,0,1,25,"yes",0.5,0.12,5.52146,1
7,0,0,0,1,50,"yes",0.5,0.1,5.70378,8
15,1,0,0,0,24,"yes",0.467,0.093,5.19296,5
15,0,0,0,1,38,"no",0.373,0.075,5.4161,6
5,0,0,1,0,28,"yes",0.336,0.067,5.52146,5
3,1,0,0,0,20,"yes",0.559,0.112,4.70048,1
7,0,1,0,0,59,"yes",0.331,0.066,5.53733,4
6,0,1,0,0,24,"yes",0.311,0.062,5.59842,5
6,0,0,0,1,21,"no",0.42,0.084,5.29832,0
1,0,0,1,0,23,"no",0.525,0.105,5.07517,0
3,0,0,0,1,20,"no",0.454,0.091,5.22036,0
7,0,0,0,1,34,"no",0.187,0.037,6.10925,5
2,0,0,1,0,24,"no",0.525,0.105,5.07517,1
14,0,0,1,0,22,"no",0.503,0.101,5.11799,2
27,1,0,0,0,51,"yes",0.21,0.042,5.99146,0
4,0,0,0,1,32,"yes",0.503,0.101,5.11799,0
16,0,0,1,0,51,"no",0.462,0.092,5.20401,2
3,0,0,1,0,33,"yes",0.494,0.099,5.1358,0
12,0,0,0,1,36,"yes",0.24,0.048,5.85793,5
7,0,0,1,0,30,"no",0.512,0.102,5.09987,0
6,0,0,0,1,36,"yes",0.236,0.015,6.27288,12
7,1,0,0,0,31,"yes",0.278,0.018,6.10925,9
20,0,0,1,0,35,"no",0.52,0.04,5.29832,8
3,1,0,0,0,25,"yes",0.52,0.04,5.29832,1
1,0,0,1,0,40,"yes",0.5,0.032,5.52146,15
16,0,0,0,1,36,"yes",0.357,0.023,5.85793,2
16,0,0,0,1,26,"yes",0.385,0.025,5.78383,4
2,1,0,0,0,33,"no",0.391,0.025,5.76832,1
1,0,0,1,0,32,"no",0.223,0.014,6.32794,5
9,0,0,0,1,36,"no",0.52,0.05,5.07517,10
7,0,0,1,0,46,"yes",0.313,0.02,5.99146,0
2,0,1,0,0,25,"no",0.52,0.1,5.52146,0
5,0,0,1,0,29,"no",0.519,0.087,5.66643,0
9,1,0,0,0,50,"yes",0.5,0.083,5.70378,30
1,0,0,0,1,27,"no",0.5,0.083,5.70378,1
2,1,0,0,0,34,"yes",0.334,0.056,6.10702,5
5,0,0,0,1,29,"yes",0.462,0.077,5.78383,7
6,0,0,0,1,24,"yes",0.505,0.084,5.69373,3
14,0,0,1,0,39,"yes",0.52,0.187,4.89784,0
3,1,0,0,0,21,"no",0.429,0.071,5.85793,1
1,0,0,1,0,39,"no",0.5,0.083,5.70378,6
5,0,0,0,1,48,"yes",0.52,0.167,5.01064,12
2,1,0,0,0,26,"yes",0.52,0.185,4.90527,2
7,1,0,0,0,42,"yes",0.52,0.119,5.34711,8
1,1,0,0,0,35,"no",0.166,0.014,6.58064,3
4,0,0,1,0,25,"no",0.585,0.067,5.01064,0
5,1,0,0,0,26,"yes",0.48,0.04,5.52146,4
8,0,1,0,0,33,"no",0.585,0.063,5.07517,1
11,0,0,0,1,39,"yes",0.219,0.018,6.30628,0
5,0,0,1,0,28,"yes",0.585,0.063,5.07517,5
4,0,0,0,1,42,"yes",0.075,0.006,7.37212,9
10,0,0,1,0,23,"yes",0.522,0.043,5.43808,0
5,0,0,1,0,26,"yes",0.429,0.036,5.63479,2
11,0,0,0,1,43,"no",0.566,0.047,5.35659,0
5,0,0,1,0,44,"yes",0.3,0.025,5.99146,1
18,0,0,1,0,39,"yes",0.48,0.04,5.52146,0
14,0,0,1,0,36,"yes",0.469,0.039,5.54518,0
1,0,1,0,0,60,"no",0.585,0.067,5.01064,3
1,1,0,0,0,27,"no",0.531,0.044,5.42054,6
1,1,0,0,0,25,"no",0.3,0.025,5.99146,2
7,0,0,0,1,35,"yes",0.3,0.025,5.99146,3
1,0,1,0,0,25,"no",0.585,0.067,5.01064,0
2,0,0,1,0,23,"no",0.3,0.025,5.99146,1
6,1,0,0,0,56,"yes",0.419,0.12,5.52146,31
4,0,0,0,1,23,"yes",0.419,0.136,5.39363,5
4,0,0,0,1,22,"yes",0.419,0.12,5.52146,4
5,1,0,0,0,48,"yes",0.419,0.224,4.89784,0
6,0,0,0,1,20,"yes",0.419,0.21,4.96284,4
21,0,0,0,1,20,"yes",0.419,0.182,5.10595,1
3,0,0,0,1,43,"no",0.6,0.6,3.91202,3
3,0,0,0,1,31,"no",0.419,0.222,4.90527,1
3,0,0,0,1,49,"no",0.273,0.068,6.08677,7
2,0,0,1,0,21,"yes",0.419,0.109,5.61677,1
21,0,0,0,1,24,"yes",0.273,0.068,6.08677,3
20,0,0,0,1,20,"yes",0.267,0.067,6.10925,0
4,0,0,0,1,42,"yes",0.419,0.164,5.20949,2
3,0,0,1,0,29,"no",0.542,0.125,5.63479,0
5,1,0,0,0,23,"yes",0.542,0.175,5.29832,2
2,0,0,1,0,33,"no",0.28,0.056,6.43775,2
1,1,0,0,0,58,"no",0.5,0.1,5.85793,34
7,0,0,0,1,24,"no",0.542,0.122,5.66296,0
19,0,0,1,0,26,"yes",0.542,0.184,5.24702,1
2,0,0,1,0,29,"no",0.542,0.14,5.52146,4
1,1,0,0,0,46,"no",0.542,0.125,5.63479,13
2,1,0,0,0,23,"no",0.542,0.146,5.48064,0
2,1,0,0,0,26,"no",0.542,0.146,5.48064,0
6,0,0,0,1,49,"yes",0.52,0.182,5.61677,6
2,1,0,0,0,22,"yes",0.52,0.132,5.94017,1
5,1,0,0,0,49,"yes",0.52,0.25,5.29832,4
8,0,0,0,1,27,"yes",0.52,0.26,5.0876,3
3,0,0,1,0,55,"no",0.52,0.167,5.70378,3
1,0,0,0,1,25,"no",0.52,0.2,5.52146,0
6,0,0,0,1,22,"yes",0.52,0.26,5.07517,1
2,1,0,0,0,24,"no",0.52,0.167,5.70378,0
5,1,0,0,0,28,"yes",0.418,0.102,6.19441,10
8,0,0,0,1,54,"yes",0.52,0.167,5.70378,2
7,0,0,0,1,21,"yes",0.52,0.167,5.70378,1
7,1,0,0,0,34,"no",0.342,0.083,6.39693,1
2,1,0,0,0,25,"yes",0.52,0.139,5.8861,0
6,0,0,0,1,22,"no",0.52,0.26,4.49981,1
2,0,0,1,0,22,"no",0.52,0.256,5.273,1
5,0,0,0,1,49,"no",0.52,0.26,5.16479,0
4,0,0,0,1,23,"yes",0.52,0.147,5.82895,1
3,0,0,1,0,39,"yes",0.466,0.114,6.08677,0
13,0,0,1,0,27,"yes",0.52,0.26,5.18178,5
20,1,0,0,0,29,"yes",0.52,0.196,5.54126,3
3,0,0,1,0,56,"no",0.52,0.25,5.29832,5
5,0,0,0,1,23,"yes",0.52,0.143,5.85793,2
6,0,0,0,1,32,"yes",0.52,0.2,5.52146,10
1,0,0,1,0,33,"no",0.52,0.222,5.4161,2
6,1,0,0,0,50,"yes",0.256,0.063,6.68461,3
11,0,0,0,1,30,"yes",0.52,0.189,5.57973,10
5,0,0,0,1,39,"yes",0.513,0.125,5.99146,1
3,0,1,0,0,26,"no",0.52,0.147,5.82895,3
15,1,0,0,0,43,"yes",0.41,0.1,6.21461,18
15,0,0,0,1,37,"yes",0.52,0.26,5.16479,3
6,0,0,0,1,23,"yes",0.52,0.133,5.92693,1
3,0,0,0,1,28,"no",0.52,0.167,5.70378,0
