"HomeTeam","AwayTeam","HomeGoals","AwayGoals","Round","Year","Date"
"1. FC Koeln","TSV 1860 Muenchen",1,1,11,1964,1964-11-14 09:30:00
"VfB Stuttgart","Eintracht Braunschweig",3,1,11,1964,1964-11-14 09:30:00
"Borussia Neunkirchen","Karlsruher SC",1,0,11,1964,1964-11-14 09:30:00
"1. FC Nuernberg","Hamburger SV",2,3,11,1964,1964-11-14 09:30:00
"Hannover 96","Eintracht Frankfurt",3,2,11,1964,1964-11-14 09:30:00
"Borussia Dortmund","Meidericher SV",0,0,11,1964,1964-11-14 09:30:00
"Werder Bremen","Schalke 04",2,2,11,1964,1964-11-14 09:30:00
"Hamburger SV","Borussia Dortmund",1,4,12,1964,1964-11-21 09:30:00
"TSV 1860 Muenchen","Werder Bremen",3,1,12,1964,1964-11-21 09:30:00
"Eintracht Braunschweig","Hertha BSC Berlin",1,1,12,1964,1964-11-21 09:30:00
"1. FC Kaiserslautern","VfB Stuttgart",2,1,12,1964,1964-11-21 09:30:00
"Meidericher SV","1. FC Nuernberg",2,0,12,1964,1964-11-21 09:30:00
"Karlsruher SC","Hannover 96",2,3,12,1964,1964-11-21 09:30:00
"Schalke 04","1. FC Koeln",2,3,12,1964,1964-11-21 09:30:00
"Eintracht Frankfurt","Borussia Neunkirchen",1,0,12,1964,1964-11-21 09:30:00
"Hertha BSC Berlin","Karlsruher SC",2,1,13,1964,1964-11-28 09:30:00
"1. FC Koeln","Hamburger SV",3,0,13,1964,1964-11-28 09:30:00
"VfB Stuttgart","Eintracht Frankfurt",1,2,13,1964,1964-11-28 09:30:00
"Borussia Neunkirchen","Hannover 96",2,1,13,1964,1964-11-28 09:30:00
"1. FC Nuernberg","Borussia Dortmund",1,0,13,1964,1964-11-28 09:30:00
"Eintracht Braunschweig","1. FC Kaiserslautern",2,0,13,1964,1964-11-28 09:30:00
"Werder Bremen","Meidericher SV",1,0,13,1964,1964-11-28 09:30:00
"Schalke 04","TSV 1860 Muenchen",2,2,13,1964,1964-11-28 09:30:00
"Hamburger SV","TSV 1860 Muenchen",3,2,14,1964,1964-12-05 09:30:00
"Borussia Neunkirchen","Hertha BSC Berlin",2,2,14,1964,1964-12-05 09:30:00
"1. FC Nuernberg","1. FC Koeln",3,0,14,1964,1964-12-05 09:30:00
"Hannover 96","VfB Stuttgart",2,1,14,1964,1964-12-05 09:30:00
"Borussia Dortmund","Werder Bremen",1,2,14,1964,1964-12-05 09:30:00
"Meidericher SV","Schalke 04",2,1,14,1964,1964-12-05 09:30:00
"Karlsruher SC","1. FC Kaiserslautern",6,1,14,1964,1964-12-05 09:30:00
"Eintracht Frankfurt","Eintracht Braunschweig",2,2,14,1964,1964-12-05 09:30:00
"Hertha BSC Berlin","Hannover 96",1,1,15,1964,1964-12-12 09:30:00
"1. FC Koeln","Borussia Dortmund",3,3,15,1964,1964-12-12 09:30:00
"VfB Stuttgart","Borussia Neunkirchen",3,2,15,1964,1964-12-12 09:30:00
"TSV 1860 Muenchen","Meidericher SV",2,1,15,1964,1964-12-12 09:30:00
"Eintracht Braunschweig","Karlsruher SC",3,0,15,1964,1964-12-12 09:30:00
"Werder Bremen","1. FC Nuernberg",1,1,15,1964,1964-12-12 09:30:00
"1. FC Kaiserslautern","Eintracht Frankfurt",0,1,15,1964,1964-12-12 09:30:00
"Schalke 04","Hamburger SV",3,1,15,1964,1964-12-12 09:30:00
"Hertha BSC Berlin","1. FC Koeln",1,3,16,1964,1964-12-19 09:30:00
"VfB Stuttgart","Hamburger SV",2,4,16,1964,1964-12-19 09:30:00
"Borussia Neunkirchen","1. FC Nuernberg",1,1,16,1964,1964-12-19 09:30:00
"Hannover 96","Borussia Dortmund",2,0,16,1964,1964-12-19 09:30:00
"TSV 1860 Muenchen","Eintracht Braunschweig",2,0,16,1964,1964-12-19 09:30:00
"Werder Bremen","1. FC Kaiserslautern",1,1,16,1964,1964-12-19 09:30:00
"Meidericher SV","Karlsruher SC",1,1,16,1964,1964-12-19 09:30:00
"Schalke 04","Eintracht Frankfurt",1,1,16,1964,1964-12-19 09:30:00
"1. FC Nuernberg","VfB Stuttgart",1,1,17,1964,1964-12-31 09:30:00
"1. FC Koeln","Hannover 96",0,1,17,1964,1965-01-02 09:30:00
"Hamburger SV","Hertha BSC Berlin",4,1,17,1964,1965-01-02 09:30:00
"Borussia Dortmund","Borussia Neunkirchen",5,1,17,1964,1965-01-02 09:30:00
"Eintracht Braunschweig","Werder Bremen",1,1,17,1964,1965-01-02 09:30:00
"1. FC Kaiserslautern","Meidericher SV",2,0,17,1964,1965-01-02 09:30:00
"Karlsruher SC","Schalke 04",2,2,17,1964,1965-01-02 09:30:00
"Eintracht Frankfurt","TSV 1860 Muenchen",4,1,17,1964,1965-01-02 09:30:00
"Hertha BSC Berlin","1. FC Nuernberg",1,2,18,1964,1965-01-09 09:30:00
"VfB Stuttgart","Borussia Dortmund",3,2,18,1964,1965-01-09 09:30:00
"Borussia Neunkirchen","1. FC Koeln",1,1,18,1964,1965-01-09 09:30:00
"Hannover 96","Hamburger SV",1,2,18,1964,1965-01-09 09:30:00
"Werder Bremen","Eintracht Frankfurt",2,2,18,1964,1965-01-09 09:30:00
"Meidericher SV","Eintracht Braunschweig",2,0,18,1964,1965-01-09 09:30:00
"Schalke 04","1. FC Kaiserslautern",1,0,18,1964,1965-01-09 09:30:00
"TSV 1860 Muenchen","Karlsruher SC",9,0,18,1964,1965-02-27 09:30:00
"1. FC Koeln","VfB Stuttgart",2,1,19,1964,1965-01-23 09:30:00
"Hamburger SV","Borussia Neunkirchen",1,2,19,1964,1965-01-23 09:30:00
"1. FC Nuernberg","Hannover 96",1,0,19,1964,1965-01-23 09:30:00
"Borussia Dortmund","Hertha BSC Berlin",6,3,19,1964,1965-01-23 09:30:00
"Eintracht Braunschweig","Schalke 04",1,2,19,1964,1965-01-23 09:30:00
"1. FC Kaiserslautern","TSV 1860 Muenchen",1,2,19,1964,1965-01-23 09:30:00
"Karlsruher SC","Werder Bremen",0,2,19,1964,1965-01-23 09:30:00
"Eintracht Frankfurt","Meidericher SV",2,3,19,1964,1965-01-23 09:30:00
"Hertha BSC Berlin","VfB Stuttgart",0,0,20,1964,1965-01-30 09:30:00
"Borussia Neunkirchen","Eintracht Braunschweig",0,0,20,1964,1965-01-30 09:30:00
"TSV 1860 Muenchen","Borussia Dortmund",4,4,20,1964,1965-01-30 09:30:00
"Werder Bremen","1. FC Koeln",0,0,20,1964,1965-01-30 09:30:00
"Meidericher SV","Hamburger SV",3,2,20,1964,1965-01-30 09:30:00
"Karlsruher SC","Eintracht Frankfurt",3,1,20,1964,1965-01-30 09:30:00
"Schalke 04","1. FC Nuernberg",1,3,20,1964,1965-01-30 09:30:00
"Hannover 96","1. FC Kaiserslautern",4,0,20,1964,1965-04-14 14:00:00
"1. FC Koeln","Meidericher SV",1,2,21,1964,1965-02-13 09:30:00
"VfB Stuttgart","Karlsruher SC",1,2,21,1964,1965-02-13 09:30:00
"Hamburger SV","Werder Bremen",0,4,21,1964,1965-02-13 09:30:00
"1. FC Nuernberg","TSV 1860 Muenchen",2,2,21,1964,1965-02-13 09:30:00
"Borussia Dortmund","Schalke 04",4,0,21,1964,1965-02-13 09:30:00
"Eintracht Braunschweig","Hannover 96",2,2,21,1964,1965-02-13 09:30:00
"Eintracht Frankfurt","Hertha BSC Berlin",3,0,21,1964,1965-02-13 09:30:00
"1. FC Kaiserslautern","Borussia Neunkirchen",2,0,21,1964,1965-02-27 09:30:00
"TSV 1860 Muenchen","Hertha BSC Berlin",6,4,22,1964,1965-02-20 09:30:00
"Eintracht Braunschweig","1. FC Koeln",1,1,22,1964,1965-02-20 09:30:00
"Werder Bremen","Hannover 96",3,0,22,1964,1965-02-20 09:30:00
"1. FC Kaiserslautern","Borussia Dortmund",1,3,22,1964,1965-02-20 09:30:00
"Meidericher SV","Borussia Neunkirchen",1,1,22,1964,1965-02-20 09:30:00
"Karlsruher SC","1. FC Nuernberg",1,1,22,1964,1965-02-20 09:30:00
"Schalke 04","VfB Stuttgart",3,1,22,1964,1965-02-20 09:30:00
"Eintracht Frankfurt","Hamburger SV",2,1,22,1964,1965-02-20 09:30:00
"1. FC Koeln","Eintracht Frankfurt",3,4,23,1964,1965-03-06 09:30:00
"VfB Stuttgart","Meidericher SV",4,2,23,1964,1965-03-06 09:30:00
"Hamburger SV","Karlsruher SC",2,1,23,1964,1965-03-06 09:30:00
"Borussia Neunkirchen","Werder Bremen",1,1,23,1964,1965-03-06 09:30:00
"1. FC Nuernberg","1. FC Kaiserslautern",1,0,23,1964,1965-03-06 09:30:00
"Hannover 96","TSV 1860 Muenchen",0,2,23,1964,1965-03-06 09:30:00
"Borussia Dortmund","Eintracht Braunschweig",5,4,23,1964,1965-03-06 09:30:00
"Hertha BSC Berlin","Schalke 04",2,1,23,1964,1965-03-13 09:30:00
"TSV 1860 Muenchen","Borussia Neunkirchen",4,2,24,1964,1965-03-20 09:30:00
"Eintracht Braunschweig","1. FC Nuernberg",1,0,24,1964,1965-03-20 09:30:00
"Werder Bremen","VfB Stuttgart",1,0,24,1964,1965-03-20 09:30:00
"1. FC Kaiserslautern","Hamburger SV",2,1,24,1964,1965-03-20 09:30:00
"Meidericher SV","Hertha BSC Berlin",2,2,24,1964,1965-03-20 09:30:00
"Karlsruher SC","1. FC Koeln",2,4,24,1964,1965-03-20 09:30:00
"Schalke 04","Hannover 96",2,2,24,1964,1965-03-20 09:30:00
"Eintracht Frankfurt","Borussia Dortmund",0,2,24,1964,1965-03-20 09:30:00
"Hertha BSC Berlin","Werder Bremen",0,0,25,1964,1965-03-27 09:30:00
"1. FC Koeln","1. FC Kaiserslautern",3,0,25,1964,1965-03-27 09:30:00
"VfB Stuttgart","TSV 1860 Muenchen",3,0,25,1964,1965-03-27 09:30:00
"Hamburger SV","Eintracht Braunschweig",0,1,25,1964,1965-03-27 09:30:00
"Borussia Neunkirchen","Schalke 04",3,2,25,1964,1965-03-27 09:30:00
"1. FC Nuernberg","Eintracht Frankfurt",0,0,25,1964,1965-03-27 09:30:00
"Hannover 96","Meidericher SV",2,0,25,1964,1965-03-27 09:30:00
"Borussia Dortmund","Karlsruher SC",5,1,25,1964,1965-03-27 09:30:00
"Hamburger SV","1. FC Nuernberg",2,1,26,1964,1965-04-03 09:30:00
"TSV 1860 Muenchen","1. FC Koeln",2,3,26,1964,1965-04-03 09:30:00
"Eintracht Braunschweig","VfB Stuttgart",2,1,26,1964,1965-04-03 09:30:00
"1. FC Kaiserslautern","Hertha BSC Berlin",1,2,26,1964,1965-04-03 09:30:00
"Meidericher SV","Borussia Dortmund",3,2,26,1964,1965-04-03 09:30:00
"Karlsruher SC","Borussia Neunkirchen",2,1,26,1964,1965-04-03 09:30:00
"Schalke 04","Werder Bremen",1,0,26,1964,1965-04-03 09:30:00
"Eintracht Frankfurt","Hannover 96",3,3,26,1964,1965-04-03 09:30:00
"Hertha BSC Berlin","Eintracht Braunschweig",0,3,27,1964,1965-04-10 09:30:00
"1. FC Koeln","Schalke 04",2,1,27,1964,1965-04-10 09:30:00
"VfB Stuttgart","1. FC Kaiserslautern",1,0,27,1964,1965-04-10 09:30:00
"Borussia Neunkirchen","Eintracht Frankfurt",4,0,27,1964,1965-04-10 09:30:00
"1. FC Nuernberg","Meidericher SV",1,1,27,1964,1965-04-10 09:30:00
"Hannover 96","Karlsruher SC",4,2,27,1964,1965-04-10 09:30:00
"Borussia Dortmund","Hamburger SV",2,0,27,1964,1965-04-10 09:30:00
"Werder Bremen","TSV 1860 Muenchen",3,2,27,1964,1965-04-10 09:30:00
"Hamburger SV","1. FC Koeln",0,0,28,1964,1965-04-30 10:30:00
"Hannover 96","Borussia Neunkirchen",1,1,28,1964,1965-04-30 10:30:00
"Borussia Dortmund","1. FC Nuernberg",2,1,28,1964,1965-04-30 10:30:00
"TSV 1860 Muenchen","Schalke 04",3,1,28,1964,1965-04-30 10:30:00
"1. FC Kaiserslautern","Eintracht Braunschweig",2,1,28,1964,1965-04-30 10:30:00
"Meidericher SV","Werder Bremen",2,2,28,1964,1965-04-30 10:30:00
"Karlsruher SC","Hertha BSC Berlin",0,1,28,1964,1965-04-30 10:30:00
"Eintracht Frankfurt","VfB Stuttgart",2,3,28,1964,1965-04-30 10:30:00
"Hertha BSC Berlin","Borussia Neunkirchen",1,1,29,1964,1965-05-08 10:30:00
"1. FC Koeln","1. FC Nuernberg",0,0,29,1964,1965-05-08 10:30:00
"VfB Stuttgart","Hannover 96",0,3,29,1964,1965-05-08 10:30:00
"TSV 1860 Muenchen","Hamburger SV",4,1,29,1964,1965-05-08 10:30:00
"Eintracht Braunschweig","Eintracht Frankfurt",3,2,29,1964,1965-05-08 10:30:00
"Werder Bremen","Borussia Dortmund",3,0,29,1964,1965-05-08 10:30:00
"1. FC Kaiserslautern","Karlsruher SC",0,1,29,1964,1965-05-08 10:30:00
"Schalke 04","Meidericher SV",1,2,29,1964,1965-05-08 10:30:00
"Meidericher SV","TSV 1860 Muenchen",3,0,30,1964,1965-05-14 10:30:00
"Hamburger SV","Schalke 04",2,4,30,1964,1965-05-15 10:30:00
"Borussia Neunkirchen","VfB Stuttgart",3,1,30,1964,1965-05-15 10:30:00
"1. FC Nuernberg","Werder Bremen",2,3,30,1964,1965-05-15 10:30:00
"Hannover 96","Hertha BSC Berlin",3,1,30,1964,1965-05-15 10:30:00
"Borussia Dortmund","1. FC Koeln",2,2,30,1964,1965-05-15 10:30:00
"Karlsruher SC","Eintracht Braunschweig",3,0,30,1964,1965-05-15 10:30:00
"Eintracht Frankfurt","1. FC Kaiserslautern",1,2,30,1964,1965-05-15 10:30:00
"Tasmania Berlin","Karlsruher SC",2,0,1,1965,1965-08-14 10:30:00
"Borussia Neunkirchen","Borussia Moenchengladbach",1,1,1,1965,1965-08-14 10:30:00
"Eintracht Braunschweig","Borussia Dortmund",4,0,1,1965,1965-08-14 10:30:00
"Eintracht Frankfurt","Hamburger SV",2,0,1,1965,1965-08-14 10:30:00
"TSV 1860 Muenchen","Bayern Muenchen",1,0,1,1965,1965-08-14 10:30:00
"Werder Bremen","1. FC Nuernberg",1,0,1,1965,1965-08-14 10:30:00
"1. FC Koeln","Hannover 96",0,1,1,1965,1965-08-14 10:30:00
"Meidericher SV","1. FC Kaiserslautern",2,2,1,1965,1965-08-14 10:30:00
"VfB Stuttgart","Schalke 04",1,0,1,1965,1965-08-14 10:30:00
"1. FC Kaiserslautern","1. FC Koeln",3,2,2,1965,1965-08-21 10:30:00
"Hannover 96","Werder Bremen",2,1,2,1965,1965-08-21 10:30:00
"1. FC Nuernberg","TSV 1860 Muenchen",1,4,2,1965,1965-08-21 10:30:00
"Bayern Muenchen","Eintracht Frankfurt",2,0,2,1965,1965-08-21 10:30:00
"Hamburger SV","Eintracht Braunschweig",2,1,2,1965,1965-08-21 10:30:00
"Borussia Dortmund","Borussia Neunkirchen",1,0,2,1965,1965-08-21 10:30:00
"Borussia Moenchengladbach","Tasmania Berlin",5,0,2,1965,1965-08-21 10:30:00
"VfB Stuttgart","Meidericher SV",2,0,2,1965,1965-08-21 10:30:00
"Schalke 04","Karlsruher SC",0,0,2,1965,1965-08-21 10:30:00
"Meidericher SV","Schalke 04",5,1,3,1965,1965-08-27 10:30:00
"Karlsruher SC","Borussia Moenchengladbach",3,3,3,1965,1965-08-28 10:30:00
"Tasmania Berlin","Borussia Dortmund",0,2,3,1965,1965-08-28 10:30:00
"Borussia Neunkirchen","Hamburger SV",1,1,3,1965,1965-08-28 10:30:00
"Eintracht Braunschweig","Bayern Muenchen",2,4,3,1965,1965-08-28 10:30:00
"Eintracht Frankfurt","1. FC Nuernberg",1,2,3,1965,1965-08-28 10:30:00
"TSV 1860 Muenchen","Hannover 96",5,0,3,1965,1965-08-28 10:30:00
"Werder Bremen","1. FC Kaiserslautern",4,1,3,1965,1965-08-28 10:30:00
"1. FC Koeln","VfB Stuttgart",3,1,3,1965,1965-08-28 10:30:00
"1. FC Kaiserslautern","TSV 1860 Muenchen",3,0,4,1965,1965-09-04 10:30:00
"Hannover 96","Eintracht Frankfurt",4,1,4,1965,1965-09-04 10:30:00
"1. FC Nuernberg","Eintracht Braunschweig",1,1,4,1965,1965-09-04 10:30:00
"Bayern Muenchen","Borussia Neunkirchen",6,0,4,1965,1965-09-04 10:30:00
"Hamburger SV","Tasmania Berlin",5,1,4,1965,1965-09-04 10:30:00
"Borussia Dortmund","Karlsruher SC",4,1,4,1965,1965-09-04 10:30:00
"Meidericher SV","1. FC Koeln",2,3,4,1965,1965-09-04 10:30:00
"VfB Stuttgart","Werder Bremen",0,2,4,1965,1965-09-04 10:30:00
"Schalke 04","Borussia Moenchengladbach",0,0,4,1965,1965-09-04 10:30:00
"Borussia Moenchengladbach","Borussia Dortmund",4,5,5,1965,1965-09-11 10:30:00
"Karlsruher SC","Hamburger SV",1,4,5,1965,1965-09-11 10:30:00
"Tasmania Berlin","Bayern Muenchen",0,2,5,1965,1965-09-11 10:30:00
"Borussia Neunkirchen","1. FC Nuernberg",2,1,5,1965,1965-09-11 10:30:00
"Eintracht Braunschweig","Hannover 96",2,1,5,1965,1965-09-11 10:30:00
"Eintracht Frankfurt","1. FC Kaiserslautern",6,0,5,1965,1965-09-11 10:30:00
"TSV 1860 Muenchen","VfB Stuttgart",0,0,5,1965,1965-09-11 10:30:00
"Werder Bremen","Meidericher SV",2,0,5,1965,1965-09-11 10:30:00
"1. FC Koeln","Schalke 04",2,1,5,1965,1965-09-11 10:30:00
"1. FC Kaiserslautern","Eintracht Braunschweig",1,1,6,1965,1965-09-18 10:30:00
"Hannover 96","Borussia Neunkirchen",6,0,6,1965,1965-09-18 10:30:00
"1. FC Nuernberg","Tasmania Berlin",7,2,6,1965,1965-09-18 10:30:00
"Bayern Muenchen","Karlsruher SC",5,1,6,1965,1965-09-18 10:30:00
"Hamburger SV","Borussia Moenchengladbach",5,0,6,1965,1965-09-18 10:30:00
"1. FC Koeln","Werder Bremen",2,0,6,1965,1965-09-18 10:30:00
"Meidericher SV","TSV 1860 Muenchen",2,3,6,1965,1965-09-18 10:30:00
"VfB Stuttgart","Eintracht Frankfurt",0,0,6,1965,1965-09-18 10:30:00
"Schalke 04","Borussia Dortmund",2,3,6,1965,1965-09-18 10:30:00
"Borussia Dortmund","Hamburger SV",2,2,7,1965,1965-10-02 10:30:00
"Borussia Moenchengladbach","Bayern Muenchen",1,2,7,1965,1965-10-02 10:30:00
"Karlsruher SC","1. FC Nuernberg",1,2,7,1965,1965-10-02 10:30:00
"Tasmania Berlin","Hannover 96",1,5,7,1965,1965-10-02 10:30:00
"Borussia Neunkirchen","1. FC Kaiserslautern",1,4,7,1965,1965-10-02 10:30:00
"Eintracht Braunschweig","VfB Stuttgart",1,1,7,1965,1965-10-02 10:30:00
"Eintracht Frankfurt","Meidericher SV",2,0,7,1965,1965-10-02 10:30:00
"TSV 1860 Muenchen","1. FC Koeln",2,1,7,1965,1965-10-02 10:30:00
"Werder Bremen","Schalke 04",2,0,7,1965,1965-10-02 10:30:00
"1. FC Kaiserslautern","Tasmania Berlin",0,0,8,1965,1965-10-16 10:30:00
"Hannover 96","Karlsruher SC",5,2,8,1965,1965-10-16 10:30:00
"1. FC Nuernberg","Borussia Moenchengladbach",2,2,8,1965,1965-10-16 10:30:00
"Bayern Muenchen","Borussia Dortmund",0,2,8,1965,1965-10-16 10:30:00
"Werder Bremen","TSV 1860 Muenchen",0,2,8,1965,1965-10-16 10:30:00
"1. FC Koeln","Eintracht Frankfurt",1,0,8,1965,1965-10-16 10:30:00
"Meidericher SV","Eintracht Braunschweig",4,1,8,1965,1965-10-16 10:30:00
"VfB Stuttgart","Borussia Neunkirchen",2,0,8,1965,1965-10-16 10:30:00
"Schalke 04","Hamburger SV",2,1,8,1965,1965-10-16 10:30:00
"Hamburger SV","Bayern Muenchen",0,4,9,1965,1965-10-20 10:30:00
"Borussia Dortmund","1. FC Nuernberg",2,0,9,1965,1965-10-20 10:30:00
"Borussia Moenchengladbach","Hannover 96",2,0,9,1965,1965-10-20 10:30:00
"Karlsruher SC","1. FC Kaiserslautern",1,0,9,1965,1965-10-20 10:30:00
"Tasmania Berlin","VfB Stuttgart",0,2,9,1965,1965-10-20 10:30:00
"Borussia Neunkirchen","Meidericher SV",0,1,9,1965,1965-10-20 10:30:00
"Eintracht Braunschweig","1. FC Koeln",1,2,9,1965,1965-10-20 10:30:00
"Eintracht Frankfurt","Werder Bremen",1,0,9,1965,1965-10-20 10:30:00
"TSV 1860 Muenchen","Schalke 04",3,0,9,1965,1965-10-20 10:30:00
"1. FC Kaiserslautern","Borussia Moenchengladbach",1,2,10,1965,1965-10-23 10:30:00
"Hannover 96","Borussia Dortmund",1,1,10,1965,1965-10-23 10:30:00
"1. FC Nuernberg","Hamburger SV",5,0,10,1965,1965-10-23 10:30:00
"TSV 1860 Muenchen","Eintracht Frankfurt",4,2,10,1965,1965-10-23 10:30:00
"Werder Bremen","Eintracht Braunschweig",4,0,10,1965,1965-10-23 10:30:00
"1. FC Koeln","Borussia Neunkirchen",4,2,10,1965,1965-10-23 10:30:00
"Meidericher SV","Tasmania Berlin",3,0,10,1965,1965-10-23 10:30:00
"VfB Stuttgart","Karlsruher SC",1,0,10,1965,1965-10-23 10:30:00
"Schalke 04","Bayern Muenchen",1,1,10,1965,1965-10-23 10:30:00
"Bayern Muenchen","1. FC Nuernberg",0,0,11,1965,1965-10-30 10:30:00
"Hamburger SV","Hannover 96",2,1,11,1965,1965-10-30 10:30:00
"Borussia Dortmund","1. FC Kaiserslautern",4,0,11,1965,1965-10-30 10:30:00
"Borussia Moenchengladbach","VfB Stuttgart",1,0,11,1965,1965-10-30 10:30:00
"Karlsruher SC","Meidericher SV",0,4,11,1965,1965-10-30 10:30:00
"Tasmania Berlin","1. FC Koeln",0,6,11,1965,1965-10-30 10:30:00
"Borussia Neunkirchen","Werder Bremen",1,2,11,1965,1965-10-30 10:30:00
"Eintracht Braunschweig","TSV 1860 Muenchen",2,2,11,1965,1965-10-30 10:30:00
"Eintracht Frankfurt","Schalke 04",4,1,11,1965,1965-10-30 10:30:00
"1. FC Kaiserslautern","Hamburger SV",2,1,12,1965,1965-11-06 09:30:00
"Hannover 96","Bayern Muenchen",3,4,12,1965,1965-11-06 09:30:00
"Eintracht Frankfurt","Eintracht Braunschweig",4,1,12,1965,1965-11-06 09:30:00
"TSV 1860 Muenchen","Borussia Neunkirchen",4,1,12,1965,1965-11-06 09:30:00
"Werder Bremen","Tasmania Berlin",5,0,12,1965,1965-11-06 09:30:00
"1. FC Koeln","Karlsruher SC",2,0,12,1965,1965-11-06 09:30:00
"Meidericher SV","Borussia Moenchengladbach",3,2,12,1965,1965-11-06 09:30:00
"VfB Stuttgart","Borussia Dortmund",1,1,12,1965,1965-11-06 09:30:00
"Schalke 04","1. FC Nuernberg",1,0,12,1965,1965-11-06 09:30:00
"1. FC Nuernberg","Hannover 96",2,1,13,1965,1965-11-20 09:30:00
"Bayern Muenchen","1. FC Kaiserslautern",3,0,13,1965,1965-11-20 09:30:00
"Hamburger SV","VfB Stuttgart",4,1,13,1965,1965-11-20 09:30:00
"Borussia Dortmund","Meidericher SV",1,1,13,1965,1965-11-20 09:30:00
"Borussia Moenchengladbach","1. FC Koeln",2,3,13,1965,1965-11-20 09:30:00
"Karlsruher SC","Werder Bremen",3,2,13,1965,1965-11-20 09:30:00
"Tasmania Berlin","TSV 1860 Muenchen",0,5,13,1965,1965-11-20 09:30:00
"Borussia Neunkirchen","Eintracht Frankfurt",1,6,13,1965,1965-11-20 09:30:00
"Eintracht Braunschweig","Schalke 04",3,0,13,1965,1965-11-20 09:30:00
"1. FC Kaiserslautern","1. FC Nuernberg",0,0,14,1965,1965-11-27 09:30:00
"Eintracht Braunschweig","Borussia Neunkirchen",1,2,14,1965,1965-11-27 09:30:00
"Eintracht Frankfurt","Tasmania Berlin",4,0,14,1965,1965-11-27 09:30:00
"TSV 1860 Muenchen","Karlsruher SC",2,0,14,1965,1965-11-27 09:30:00
"Werder Bremen","Borussia Moenchengladbach",2,0,14,1965,1965-11-27 09:30:00
"1. FC Koeln","Borussia Dortmund",1,2,14,1965,1965-11-27 09:30:00
"Meidericher SV","Hamburger SV",3,1,14,1965,1965-11-27 09:30:00
"VfB Stuttgart","Bayern Muenchen",0,1,14,1965,1965-11-27 09:30:00
"Schalke 04","Hannover 96",1,0,14,1965,1965-11-27 09:30:00
"Hannover 96","1. FC Kaiserslautern",4,0,15,1965,1965-12-04 09:30:00
"1. FC Nuernberg","VfB Stuttgart",1,1,15,1965,1965-12-04 09:30:00
"Bayern Muenchen","Meidericher SV",3,0,15,1965,1965-12-04 09:30:00
"Hamburger SV","1. FC Koeln",2,2,15,1965,1965-12-04 09:30:00
"Borussia Dortmund","Werder Bremen",2,1,15,1965,1965-12-04 09:30:00
"Karlsruher SC","Eintracht Frankfurt",4,0,15,1965,1965-12-04 09:30:00
"Borussia Neunkirchen","Schalke 04",1,0,15,1965,1965-12-04 09:30:00
"Borussia Moenchengladbach","TSV 1860 Muenchen",1,1,15,1965,1965-12-29 14:00:00
"Tasmania Berlin","Eintracht Braunschweig",0,2,15,1965,1965-12-30 14:00:00
"Borussia Neunkirchen","Tasmania Berlin",3,1,16,1965,1965-12-11 09:30:00
"Eintracht Braunschweig","Karlsruher SC",2,0,16,1965,1965-12-11 09:30:00
"Eintracht Frankfurt","Borussia Moenchengladbach",3,1,16,1965,1965-12-11 09:30:00
"TSV 1860 Muenchen","Borussia Dortmund",2,1,16,1965,1965-12-11 09:30:00
"Werder Bremen","Hamburger SV",2,0,16,1965,1965-12-11 09:30:00
"1. FC Koeln","Bayern Muenchen",6,1,16,1965,1965-12-11 09:30:00
"VfB Stuttgart","Hannover 96",4,2,16,1965,1965-12-11 09:30:00
"Schalke 04","1. FC Kaiserslautern",2,1,16,1965,1965-12-11 09:30:00
"Meidericher SV","1. FC Nuernberg",1,2,16,1965,1965-12-29 14:00:00
"1. FC Kaiserslautern","VfB Stuttgart",1,2,17,1965,1965-12-18 09:30:00
"Hannover 96","Meidericher SV",0,3,17,1965,1965-12-18 09:30:00
"1. FC Nuernberg","1. FC Koeln",2,0,17,1965,1965-12-18 09:30:00
"Bayern Muenchen","Werder Bremen",3,1,17,1965,1965-12-18 09:30:00
"Hamburger SV","TSV 1860 Muenchen",1,2,17,1965,1965-12-18 09:30:00
"Borussia Moenchengladbach","Eintracht Braunschweig",1,0,17,1965,1965-12-18 09:30:00
"Karlsruher SC","Borussia Neunkirchen",1,1,17,1965,1965-12-18 09:30:00
"Tasmania Berlin","Schalke 04",1,2,17,1965,1965-12-18 09:30:00
"Borussia Dortmund","Eintracht Frankfurt",3,0,17,1965,1966-01-19 14:00:00
"1. FC Kaiserslautern","Meidericher SV",1,0,18,1965,1966-01-08 09:30:00
"Hannover 96","1. FC Koeln",1,1,18,1965,1966-01-08 09:30:00
"1. FC Nuernberg","Werder Bremen",2,1,18,1965,1966-01-08 09:30:00
"Bayern Muenchen","TSV 1860 Muenchen",3,0,18,1965,1966-01-08 09:30:00
"Hamburger SV","Eintracht Frankfurt",0,1,18,1965,1966-01-08 09:30:00
"Borussia Dortmund","Eintracht Braunschweig",1,1,18,1965,1966-01-08 09:30:00
"Borussia Moenchengladbach","Borussia Neunkirchen",4,1,18,1965,1966-01-08 09:30:00
"Karlsruher SC","Tasmania Berlin",3,0,18,1965,1966-01-08 09:30:00
"Schalke 04","VfB Stuttgart",2,0,18,1965,1966-01-08 09:30:00
"Karlsruher SC","Schalke 04",1,0,19,1965,1966-01-15 09:30:00
"Tasmania Berlin","Borussia Moenchengladbach",0,0,19,1965,1966-01-15 09:30:00
