"hours","income","age","education","child5","child13","child17","nonwhite","owned","mortgage","occupation","unemp"
0,399,48,12,0,1,1,0,1,0,"mp",6
0,360,45,12,0,0,0,1,1,1,"other",5
2080,222,27,13,0,0,0,0,1,1,"swcc",7
2970,381,37,17,0,0,0,0,1,1,"mp",5
1880,59,20,12,1,0,0,0,0,0,"swcc",6
2044,225,26,12,0,0,0,1,0,0,"swcc",3
1096,85,52,12,0,0,0,1,1,1,"other",9
1960,180,32,12,0,1,0,1,0,0,"swcc",9
1688,403,33,13,0,1,0,1,0,0,"swcc",8
2500,380,36,14,0,2,1,1,1,1,"swcc",5
0,524,49,12,0,0,0,0,0,0,"swcc",7
2040,300,22,11,1,0,0,0,1,1,"swcc",5
624,117,21,12,1,0,0,0,0,0,"swcc",7
1600,77,33,12,0,1,0,0,1,1,"other",7
1096,240,33,13,1,1,0,1,1,1,"swcc",7
0,226,21,14,2,0,0,1,0,0,"swcc",7
1032,253,28,12,1,1,0,1,0,0,"other",9
1875,152,21,12,1,0,0,0,0,0,"mp",7
1956,432,35,12,0,3,0,0,1,1,"swcc",7
0,308,59,15,0,0,1,0,1,0,"swcc",7
1920,232,44,12,0,1,1,1,0,0,"other",7
1100,42,35,12,0,0,1,0,1,1,"swcc",6
1341,143,37,13,0,1,1,0,0,0,"swcc",9
980,264,57,12,0,0,0,0,1,0,"other",9
0,168,28,12,0,1,0,0,0,0,"other",5
0,100,21,11,1,0,0,1,0,0,"other",6
775,340,32,12,0,2,0,1,1,1,"mp",5
2500,230,25,8,1,1,0,1,1,0,"other",4
2008,300,43,13,1,0,1,1,1,1,"other",8
1915,260,33,8,0,2,0,1,0,0,"other",3
1848,163,50,12,0,0,1,1,1,0,"swcc",4
1170,200,51,11,0,0,0,0,1,0,"fr",4
2000,430,31,16,0,0,0,0,1,1,"swcc",2
2178,295,27,16,1,0,0,0,1,1,"mp",4
2100,146,27,16,0,0,0,1,0,0,"mp",2
1688,328,30,16,0,1,0,1,1,1,"mp",4
1560,48,54,16,0,0,0,1,1,0,"other",4
1595,155,26,14,2,0,0,1,0,0,"swcc",5
605,64,23,12,0,0,0,0,1,1,"other",3
1040,199,21,12,1,0,0,0,1,1,"other",8
0,104,44,10,1,1,1,0,1,0,"swcc",8
934,53,35,12,1,0,3,0,0,0,"other",8
1608,52,40,12,0,1,0,0,1,0,"other",8
0,149,23,12,2,0,0,0,0,0,"mp",8
2005,170,33,13,0,2,0,0,1,1,"mp",14
0,67,57,7,0,0,0,0,1,0,"fr",8
1862,70,39,12,0,1,1,0,1,0,"other",8
0,72,21,9,1,0,0,0,1,0,"swcc",8
80,1,32,9,1,3,1,0,1,0,"other",8
1823,130,37,14,0,1,0,1,0,0,"other",6
664,72,35,12,0,2,0,0,1,1,"swcc",10
0,133,56,10,0,0,0,0,1,0,"other",10
0,209,26,12,1,1,0,0,1,1,"swcc",10
2286,281,29,15,0,0,0,0,1,1,"other",5
0,302,28,12,1,0,0,0,1,0,"swcc",10
1530,150,51,12,0,0,0,0,1,0,"swcc",10
0,31,41,6,0,1,0,1,1,1,"other",10
120,202,30,12,1,1,0,1,1,0,"other",10
1952,92,31,12,2,1,0,1,1,1,"other",10
1295,341,33,17,0,1,0,1,1,1,"other",9
0,110,25,9,1,1,0,1,1,0,"other",10
1920,107,32,12,0,1,1,1,1,1,"other",10
0,124,62,9,0,0,0,1,1,1,"other",10
0,230,31,12,2,1,0,0,1,1,"mp",9
78,650,34,14,0,0,0,0,1,1,"mp",6
1796,126,31,14,0,1,0,0,1,1,"mp",5
1900,123,59,12,0,0,0,0,1,1,"mp",5
2205,470,36,12,0,0,0,0,0,0,"mp",5
419,214,41,10,0,0,1,1,1,1,"other",4
908,120,23,12,1,0,0,1,0,0,"swcc",4
64,150,23,12,2,0,0,1,0,0,"swcc",5
1976,350,23,12,1,0,0,1,0,0,"mp",7
1042,48,35,12,0,3,0,0,0,0,"other",10
0,218,59,8,0,0,0,0,1,0,"other",10
1120,138,33,12,0,2,0,1,0,0,"other",8
0,140,24,11,2,0,0,0,0,0,"other",10
968,187,24,12,1,0,0,0,0,0,"swcc",2
1536,634,54,12,0,0,1,0,0,0,"mp",2
0,136,31,12,0,2,0,1,1,1,"other",8
1986,144,41,12,1,0,1,1,0,0,"swcc",6
1785,465,44,10,0,0,0,0,1,1,"swcc",5
2081,220,24,14,0,0,0,0,1,1,"mp",5
2300,8,28,14,0,0,0,1,0,0,"other",5
2176,184,35,11,1,0,0,1,1,1,"swcc",5
1720,132,31,16,1,1,0,1,1,1,"swcc",5
0,250,54,12,0,0,1,1,1,1,"other",5
1844,190,25,14,1,0,0,1,1,1,"mp",6
1750,238,30,14,0,2,0,1,1,1,"swcc",6
1685,320,33,16,1,1,0,0,1,1,"mp",5
1890,313,37,17,1,1,0,0,1,1,"mp",5
1016,604,30,15,0,0,0,0,1,1,"mp",5
1781,170,58,6,0,0,0,1,1,0,"swcc",6
0,240,30,12,1,0,0,0,1,1,"other",5
0,340,31,12,2,0,0,0,1,1,"other",5
0,180,31,12,1,0,0,0,1,1,"other",5
853,160,30,12,1,1,0,0,1,0,"other",5
1775,733,51,11,0,0,0,0,1,1,"other",8
1627,380,26,12,0,0,0,0,1,1,"swcc",5
2227,243,29,12,1,0,0,0,1,1,"other",8
0,264,58,11,0,0,0,0,1,1,"other",3
366,434,31,11,0,2,0,0,0,0,"swcc",3
2450,670,59,17,0,0,0,0,1,1,"mp",3
0,425,31,14,1,3,0,1,1,1,"swcc",2
344,5,22,12,2,0,0,1,0,0,"other",9
2200,495,38,12,0,2,1,1,1,1,"mp",9
2080,226,57,11,0,0,0,1,1,0,"swcc",9
2080,172,20,14,0,0,0,1,1,1,"swcc",9
872,133,22,16,0,0,0,1,0,0,"mp",9
2231,156,50,12,1,0,0,1,1,1,"mp",9
2000,375,48,14,0,0,0,1,1,1,"swcc",9
2040,423,43,11,2,1,0,1,1,1,"swcc",4
1976,105,22,10,1,0,0,0,0,0,"other",7
1440,270,31,17,1,1,0,1,1,1,"mp",9
1265,141,31,16,0,0,0,1,0,0,"mp",7
2536,408,37,17,2,1,0,1,1,1,"swcc",7
2784,163,30,17,0,0,0,0,1,1,"other",5
1485,570,44,11,0,0,0,0,1,1,"mp",3
1088,304,34,16,1,0,0,0,1,1,"mp",7
1657,70,28,12,1,1,0,1,1,1,"other",4
1840,50,21,12,1,0,0,1,1,1,"fr",4
1960,210,30,12,1,1,0,0,1,1,"other",4
0,298,40,12,0,1,0,1,1,1,"other",4
0,188,62,9,1,0,0,1,1,1,"other",4
600,17,46,9,1,0,0,1,0,0,"other",4
165,78,38,12,0,3,1,1,0,0,"fr",4
2086,190,26,17,0,0,0,1,1,1,"swcc",4
2000,100,34,10,1,0,0,1,0,0,"swcc",4
416,133,53,9,0,0,0,1,0,0,"swcc",4
1750,85,39,12,0,0,1,1,0,0,"swcc",4
763,0,31,11,1,0,0,1,0,0,"other",6
1736,180,25,13,1,2,0,1,0,0,"swcc",6
0,72,29,12,2,2,0,1,0,0,"other",6
0,62,54,10,0,0,0,1,1,0,"other",5
256,153,38,12,0,1,1,1,1,1,"other",6
1968,148,41,13,0,0,0,1,1,1,"other",6
264,74,23,12,1,0,0,1,0,0,"other",10
600,52,49,10,0,0,0,1,0,0,"other",7
0,119,25,9,2,1,0,0,0,0,"other",8
0,404,30,16,2,0,0,0,1,1,"mp",5
1976,194,24,12,1,0,0,1,1,1,"other",4
1443,180,48,9,0,0,0,1,1,1,"swcc",4
0,81,32,11,1,2,0,1,1,1,"other",4
1632,300,43,11,0,1,0,1,1,1,"other",4
2196,250,28,9,1,0,0,0,1,1,"other",5
0,233,52,7,0,0,0,0,1,0,"fr",5
0,84,49,11,0,0,0,1,0,0,"other",8
1120,380,39,17,0,2,0,1,1,1,"mp",2
0,352,48,12,0,0,0,1,1,1,"swcc",9
0,185,39,8,0,0,1,0,1,1,"other",6
1656,342,33,9,0,0,1,0,1,1,"other",8
0,117,22,13,1,0,0,0,0,0,"swcc",9
52,126,28,16,1,0,0,1,0,0,"mp",8
1920,674,49,12,0,0,0,1,1,1,"other",8
1856,774,43,17,0,0,0,0,1,1,"swcc",6
1358,260,36,16,2,0,0,1,1,1,"swcc",3
2024,220,31,12,1,2,0,1,0,0,"other",3
780,143,29,14,1,2,0,1,0,0,"other",3
1560,563,43,12,0,0,0,1,1,1,"swcc",6
1632,312,36,12,0,2,2,1,1,1,"swcc",3
2056,122,30,11,0,0,0,1,0,0,"other",8
902,313,25,12,1,0,0,0,1,1,"swcc",3
0,330,22,12,1,0,0,0,1,1,"mp",3
750,180,56,12,0,0,0,0,1,0,"swcc",3
0,281,32,12,1,1,0,0,0,0,"swcc",2
1708,530,33,14,1,1,0,1,1,1,"mp",2
2008,360,29,17,0,0,0,1,1,1,"mp",4
0,235,35,14,0,1,1,1,1,1,"mp",9
1330,871,57,12,1,1,1,1,1,1,"other",5
1823,202,54,16,0,0,0,0,0,0,"swcc",3
2000,171,24,12,0,0,0,1,0,0,"other",6
2060,110,32,10,1,0,1,1,0,0,"other",9
0,190,29,12,2,2,0,0,1,1,"swcc",3
0,87,59,12,0,0,0,0,0,0,"other",4
2314,27,39,16,0,0,0,0,1,1,"swcc",4
0,292,26,12,0,3,0,0,1,1,"swcc",4
1450,540,54,12,0,0,0,0,1,0,"other",4
2952,322,25,12,1,0,0,0,1,1,"swcc",4
592,200,32,10,1,2,0,1,0,0,"other",5
1976,220,52,9,0,0,0,1,1,1,"swcc",6
0,300,25,12,2,1,0,1,1,1,"other",6
2040,162,31,12,1,0,0,1,1,1,"other",4
1992,180,47,12,1,0,1,1,1,0,"other",4
2000,120,24,12,1,0,0,1,1,1,"other",4
1944,132,27,14,2,1,0,1,1,1,"swcc",4
2120,140,30,12,1,1,1,1,1,1,"mp",4
1760,175,31,12,0,2,1,1,1,1,"other",4
756,170,32,12,0,0,0,1,1,1,"mp",4
1897,309,28,11,0,2,0,1,1,1,"swcc",4
2040,240,32,12,0,2,0,1,1,1,"other",6
2100,390,31,12,0,1,0,1,1,1,"swcc",4
2288,188,36,14,0,3,1,1,0,0,"other",4
1295,108,38,12,0,1,1,0,0,0,"swcc",5
0,295,30,14,2,1,0,1,1,1,"mp",5
736,178,24,12,2,1,0,1,0,0,"other",5
1734,228,45,12,1,0,0,1,1,1,"other",6
2080,271,26,13,0,0,0,1,0,0,"swcc",6
0,276,26,12,2,0,0,0,1,1,"other",7
0,133,22,12,0,1,0,0,0,0,"swcc",3
2040,190,25,12,0,0,0,0,0,0,"mp",4
1440,127,23,10,0,0,0,0,0,0,"other",6
943,87,35,13,1,1,0,1,0,0,"other",7
1987,320,28,16,0,0,0,1,0,0,"mp",7
1792,250,31,12,0,1,0,1,0,0,"other",8
0,66,48,12,0,0,3,1,1,0,"fr",7
1384,30,25,13,2,0,0,1,0,0,"other",7
0,100,60,6,0,1,1,1,0,0,"swcc",6
1800,450,41,10,0,0,0,1,1,1,"other",6
1656,200,25,14,0,0,0,1,0,0,"swcc",5
151,47,27,11,0,0,0,1,0,0,"other",6
1113,306,31,14,2,0,0,0,0,0,"swcc",3
2102,175,26,15,0,0,0,1,0,0,"mp",2
3060,205,19,14,1,0,0,1,0,0,"swcc",4
1976,85,20,12,0,0,0,1,0,0,"swcc",5
0,161,22,12,2,0,0,1,0,0,"other",5
2024,70,32,10,0,0,0,1,0,0,"other",3
0,43,53,7,0,1,0,1,1,0,"other",5
1500,194,40,11,0,0,0,1,1,0,"swcc",5
522,240,35,12,2,1,1,1,1,1,"other",5
918,69,34,12,0,2,0,1,1,1,"other",5
0,125,63,8,0,0,0,1,1,0,"other",5
0,102,38,12,0,1,0,0,1,1,"other",5
2000,250,53,12,0,0,0,0,1,0,"other",5
0,321,32,12,0,1,0,0,1,0,"mp",5
1839,130,30,12,0,2,0,0,1,0,"swcc",9
2352,60,26,14,0,0,0,0,0,0,"other",9
2000,286,38,15,0,0,1,0,1,1,"mp",5
0,255,58,12,0,0,0,0,1,0,"other",7
275,182,26,12,2,0,0,0,0,0,"swcc",7
1208,134,28,11,1,1,0,0,0,0,"other",7
2000,130,22,12,0,0,0,0,0,0,"swcc",6
1960,82,34,12,0,1,0,0,1,1,"swcc",6
1944,132,31,12,1,0,0,0,0,0,"mp",7
0,487,55,12,0,0,0,0,1,1,"swcc",7
0,210,23,10,1,0,0,0,1,1,"other",7
2640,374,29,13,0,0,0,0,1,1,"swcc",5
2064,610,49,11,0,0,0,0,1,1,"other",4
0,140,32,11,0,1,0,0,1,1,"other",7
136,306,30,12,1,1,0,0,0,0,"other",5
554,470,27,12,1,0,0,0,1,1,"swcc",4
0,166,39,6,0,0,2,1,1,0,"swcc",4
2062,141,36,10,0,2,0,1,1,1,"other",6
0,225,46,8,0,0,0,1,1,1,"other",4
992,80,24,12,0,0,0,1,1,0,"other",4
0,110,25,10,4,1,0,1,1,1,"swcc",4
1850,230,37,17,0,0,0,1,1,1,"mp",4
1818,108,30,13,2,0,0,1,1,1,"swcc",4
2503,140,29,12,1,1,0,1,0,0,"other",4
2000,120,31,9,1,2,1,1,1,0,"other",3
1392,90,21,12,1,0,0,1,0,0,"swcc",4
1687,154,43,12,1,1,0,1,1,1,"swcc",4
1980,220,27,11,1,1,0,1,1,1,"swcc",4
1914,255,34,12,0,1,0,0,1,1,"swcc",4
1872,201,36,14,0,1,2,1,1,1,"other",6
1960,230,31,12,0,2,0,1,1,1,"other",6
176,507,38,10,0,0,0,1,1,1,"other",6
0,266,27,13,1,0,0,1,1,1,"other",5
0,232,25,11,3,1,0,1,1,0,"other",5
0,91,62,12,0,1,0,1,1,0,"other",5
0,106,55,10,0,0,0,1,1,1,"other",5
864,281,32,12,1,4,1,1,1,0,"other",5
1530,65,58,5,0,0,1,1,1,1,"other",10
868,145,35,11,1,0,2,1,1,1,"other",10
2056,0,30,16,1,1,0,1,0,0,"other",11
1920,0,39,17,0,0,0,1,0,0,"other",9
1992,250,28,16,1,1,0,1,0,0,"swcc",9
1936,290,46,14,0,0,0,1,1,1,"other",9
0,350,60,8,0,0,0,1,1,0,"mp",5
1984,157,54,12,0,0,0,1,1,1,"other",5
0,234,43,5,2,0,0,1,0,0,"swcc",7
2133,203,29,10,1,1,0,0,1,0,"swcc",8
2000,340,27,8,1,1,0,0,1,1,"swcc",8
804,40,26,12,1,1,0,1,0,0,"other",5
0,433,63,12,0,0,0,1,1,1,"other",8
1952,181,39,14,0,3,1,0,1,1,"other",6
1984,52,39,12,0,0,0,1,1,1,"other",4
2020,501,45,12,0,0,1,1,0,0,"swcc",3
2440,160,21,13,0,0,0,1,0,0,"other",3
0,320,28,12,1,1,0,1,1,1,"other",7
1383,329,24,13,1,0,0,1,0,0,"other",7
0,535,62,12,0,0,0,1,1,0,"other",7
1437,462,39,16,0,2,0,1,1,1,"mp",2
1798,291,34,17,1,1,0,1,0,0,"mp",7
0,71,24,10,3,0,0,1,0,0,"swcc",8
1840,312,38,14,0,0,2,1,1,1,"other",8
1950,120,27,12,0,1,0,1,1,1,"other",9
2000,205,33,13,0,1,0,1,1,1,"other",5
2120,270,31,15,0,0,0,1,0,0,"other",6
872,255,46,16,0,2,0,0,1,1,"fr",4
1665,309,31,16,1,0,0,0,1,1,"mp",4
0,156,38,12,0,2,0,0,1,1,"other",4
2151,177,32,16,0,1,1,0,1,1,"mp",6
0,286,61,13,0,0,0,0,1,0,"other",6
1724,510,40,14,1,1,0,0,1,1,"mp",6
1211,295,26,12,1,1,0,0,1,1,"mp",5
1792,302,49,9,0,0,0,1,1,1,"swcc",5
0,130,31,12,1,1,0,1,1,1,"other",5
2047,349,34,12,0,1,1,0,1,1,"mp",4
1908,352,40,16,0,2,0,0,1,1,"mp",4
126,63,63,12,0,0,0,0,0,0,"other",12
1510,180,33,12,0,2,0,1,0,0,"other",6
0,1070,55,14,0,0,0,0,1,1,"mp",3
2046,80,53,17,0,0,0,1,0,0,"mp",5
0,79,59,7,1,0,1,1,0,0,"swcc",9
2000,270,36,12,1,1,1,1,1,1,"mp",9
448,55,34,8,0,1,0,1,0,0,"other",9
0,143,34,12,1,1,0,0,1,1,"other",17
0,240,36,6,0,2,0,1,1,1,"other",4
1795,326,38,10,0,0,1,1,0,0,"other",4
688,136,33,12,0,2,0,1,0,0,"swcc",3
0,224,50,11,0,1,0,0,1,1,"other",6
772,110,28,10,0,3,0,1,0,0,"other",6
1416,29,61,5,0,0,0,1,1,1,"other",6
223,121,24,12,1,0,0,1,1,1,"swcc",5
0,80,28,12,1,1,0,1,0,0,"other",10
2145,48,30,12,0,0,0,1,0,0,"other",9
1968,230,33,12,1,0,0,1,0,0,"other",6
0,132,26,12,0,1,0,0,0,0,"other",10
0,371,32,12,0,2,0,0,1,1,"swcc",10
0,350,25,13,1,0,0,0,0,0,"other",10
1868,81,52,12,0,0,0,0,0,0,"other",5
52,201,29,13,1,0,0,0,1,1,"mp",5
1188,372,35,14,1,1,0,0,1,1,"other",4
820,541,37,13,0,2,0,0,1,1,"swcc",5
0,207,26,12,1,1,0,0,0,0,"swcc",5
3456,6,50,12,0,0,0,0,0,0,"mp",5
2160,310,32,10,0,0,0,0,1,1,"swcc",5
0,522,36,12,1,1,0,0,1,1,"mp",5
0,166,57,7,0,0,0,1,0,0,"other",7
0,59,24,10,3,1,0,1,0,0,"other",7
1016,172,26,12,1,0,0,1,0,0,"mp",7
1141,185,28,12,2,1,0,1,1,1,"other",7
2860,20,51,11,0,0,0,1,0,0,"mp",7
1976,11,31,16,1,1,0,1,0,0,"other",7
0,300,31,12,2,0,0,0,1,1,"swcc",8
2156,280,34,16,2,0,0,1,1,1,"swcc",6
0,192,52,12,0,0,0,0,1,1,"other",4
0,190,26,13,2,0,0,1,0,0,"swcc",6
0,70,24,12,2,0,0,1,0,0,"other",4
208,100,22,12,2,0,0,1,0,0,"other",4
0,161,39,12,0,1,2,1,1,1,"other",4
2040,320,33,17,0,0,0,1,1,1,"other",3
0,201,55,12,0,1,0,1,1,0,"other",4
1936,230,33,13,2,0,0,1,1,1,"other",3
2000,223,31,11,0,2,1,1,1,1,"other",4
0,109,61,8,0,0,0,1,1,0,"other",4
2068,300,35,14,0,1,1,1,0,0,"other",3
1996,193,34,14,0,1,1,1,1,1,"swcc",5
0,345,53,12,0,0,0,0,1,1,"other",4
2060,151,27,13,0,0,0,0,1,1,"mp",5
1984,151,33,10,0,1,0,1,1,1,"other",3
172,61,26,12,0,0,0,1,1,0,"other",4
0,129,29,11,1,2,0,1,0,0,"swcc",3
2030,93,24,12,0,0,0,1,0,0,"other",3
2538,134,26,12,1,1,0,1,1,1,"other",4
1800,328,33,12,2,0,0,1,1,1,"swcc",4
0,166,24,12,3,0,0,1,0,0,"other",4
1616,183,34,12,1,3,0,1,1,1,"swcc",4
1920,60,35,12,0,0,1,1,1,1,"other",4
1999,86,57,12,0,0,0,0,1,1,"other",4
0,97,63,6,0,0,0,1,1,0,"other",4
2000,130,36,12,0,1,2,1,1,1,"other",4
1840,180,28,15,1,0,0,1,0,0,"other",4
2032,236,26,12,1,0,0,0,1,0,"other",4
105,383,29,12,1,1,0,0,1,1,"other",4
1631,135,34,10,0,1,2,1,0,0,"swcc",4
960,69,33,10,0,0,0,1,1,0,"swcc",4
2040,200,30,12,0,0,0,0,1,1,"swcc",4
0,131,19,12,1,0,0,0,0,0,"swcc",5
2200,301,34,13,0,1,1,0,1,1,"swcc",4
2040,210,31,10,1,3,0,0,1,1,"swcc",4
2040,269,52,10,0,0,0,0,1,0,"other",4
0,332,28,12,1,1,0,0,1,1,"other",4
1664,185,20,9,1,0,0,0,0,0,"other",4
0,571,55,11,0,0,0,0,1,1,"swcc",3
0,78,25,12,0,0,0,1,0,0,"other",6
1920,255,40,10,1,0,0,1,1,1,"swcc",6
0,55,48,8,0,0,0,1,1,0,"other",7
0,88,20,11,0,0,0,0,0,0,"swcc",7
2245,237,41,12,0,0,1,0,1,1,"other",8
1296,280,31,12,0,1,0,0,1,1,"swcc",7
0,211,36,12,1,0,0,1,1,0,"swcc",4
1064,20,44,15,0,2,1,1,1,1,"other",4
0,328,63,10,0,0,0,1,1,0,"other",4
645,332,37,12,0,2,1,0,1,1,"mp",4
1836,387,33,12,0,3,0,1,1,1,"mp",4
1596,213,35,12,0,3,0,1,1,0,"swcc",4
1960,190,34,12,1,2,0,1,1,1,"swcc",4
1708,505,58,11,0,2,0,1,1,1,"other",4
0,160,30,12,0,1,0,1,1,1,"other",4
0,158,28,12,1,2,0,1,0,0,"other",4
216,120,20,14,1,0,0,1,0,0,"other",4
2050,220,26,14,2,0,0,1,1,1,"other",4
1236,187,19,11,2,1,0,1,0,0,"swcc",4
1348,126,42,11,0,1,0,1,0,0,"other",4
1935,80,39,12,0,0,0,1,1,1,"other",4
1928,165,64,10,0,1,0,1,1,1,"other",4
1016,110,34,15,2,1,0,1,0,0,"other",3
434,140,38,14,1,2,0,1,0,0,"other",4
2558,4,51,11,0,0,0,1,1,1,"other",6
1297,160,32,12,1,2,0,1,1,0,"swcc",5
2000,114,28,12,1,2,0,1,1,1,"swcc",6
1568,18,28,12,1,2,0,1,0,0,"other",6
1560,65,24,14,1,0,0,1,1,1,"swcc",6
2008,160,24,12,1,0,0,1,0,0,"other",6
1760,130,31,16,1,0,0,1,0,0,"mp",6
1720,108,29,16,1,1,0,1,1,0,"swcc",5
2318,132,45,14,0,0,1,1,1,1,"other",6
1960,130,29,16,1,0,0,1,1,1,"other",6
1766,90,32,10,1,1,1,1,1,1,"other",6
1896,178,28,12,0,0,0,1,1,1,"mp",6
0,55,28,10,0,0,0,1,0,0,"other",6
0,642,50,9,0,1,1,1,1,0,"swcc",8
0,166,21,12,2,0,0,0,0,0,"other",8
0,243,31,12,1,0,0,0,0,0,"mp",6
2344,263,23,12,0,0,0,0,1,1,"mp",4
2380,171,30,12,1,1,0,0,1,1,"swcc",4
352,292,48,9,0,0,0,0,1,1,"swcc",4
1920,250,57,12,0,0,0,1,1,1,"swcc",5
2064,150,38,12,0,0,0,1,0,0,"swcc",5
1170,350,35,9,0,0,2,1,0,0,"swcc",5
1912,367,34,16,0,2,0,1,0,0,"mp",8
528,201,29,16,1,0,0,1,0,0,"other",6
0,303,59,9,0,0,0,1,1,0,"other",6
1705,153,31,12,1,1,0,1,1,1,"other",4
1816,365,32,16,1,0,0,1,1,1,"mp",6
1214,158,37,9,1,1,2,1,1,0,"other",6
0,87,29,12,1,1,0,1,1,1,"other",6
0,171,23,7,2,0,0,1,1,0,"mp",5
1959,166,22,12,0,0,0,1,1,0,"swcc",5
1992,270,48,12,0,0,1,0,1,1,"other",5
2080,345,24,14,0,0,0,0,1,1,"mp",6
1938,280,26,13,0,0,0,0,1,1,"other",5
1560,126,28,15,2,1,0,1,0,0,"other",6
2080,110,30,12,2,1,0,1,1,1,"swcc",6
1896,160,34,13,0,0,0,1,0,0,"other",6
0,320,33,11,0,1,0,1,0,0,"swcc",9
0,240,32,12,0,3,0,1,1,1,"mp",6
0,278,50,9,0,0,0,1,0,0,"other",8
2076,100,26,14,1,0,0,1,0,0,"other",8
0,68,25,9,2,1,0,1,0,0,"other",8
0,329,42,10,1,0,1,1,1,0,"other",8
650,170,29,12,2,1,0,0,0,0,"other",6
0,200,46,12,0,0,2,0,0,0,"swcc",5
2400,266,36,14,1,1,0,1,0,0,"swcc",4
2000,113,23,12,0,0,0,1,0,0,"mp",9
1312,15,24,14,1,1,0,1,0,0,"other",9
0,148,26,9,2,3,0,1,0,0,"other",9
1500,263,38,14,0,0,1,1,1,1,"other",6
644,150,36,12,0,4,0,1,0,0,"other",6
624,233,39,12,0,1,2,1,1,1,"other",6
1568,215,28,12,1,2,0,1,0,0,"swcc",6
1828,302,30,13,0,4,0,1,1,1,"swcc",2
2467,219,29,13,0,2,0,0,0,0,"mp",5
1651,296,49,14,0,0,6,1,1,1,"other",7
0,189,26,14,1,1,0,1,0,0,"other",4
1717,270,36,12,0,2,1,1,1,1,"swcc",4
1388,542,40,17,0,0,0,0,1,1,"swcc",6
0,82,51,12,0,0,0,1,0,0,"other",7
1384,164,24,14,2,0,0,1,0,0,"swcc",7
1880,57,37,12,0,0,0,0,1,0,"mp",5
1992,160,36,12,1,1,0,1,1,1,"swcc",9
1664,75,25,10,0,0,0,1,0,0,"mp",9
1071,200,60,7,0,0,0,1,1,1,"other",3
1944,149,49,11,0,0,0,0,1,1,"other",6
2492,258,32,12,0,0,0,0,1,1,"swcc",6
2000,240,31,12,0,0,0,0,1,1,"swcc",7
0,295,35,15,0,1,0,1,1,1,"swcc",9
1937,170,23,14,1,0,0,1,0,0,"other",9
80,240,26,13,0,1,0,1,0,0,"swcc",9
2232,390,37,14,0,0,0,0,1,1,"mp",4
0,650,53,12,0,0,0,1,1,1,"mp",4
1785,78,44,10,0,1,0,0,0,0,"other",4
1780,239,50,12,0,0,0,0,1,1,"other",4
1512,92,22,12,1,0,0,0,1,0,"other",4
2352,242,47,8,0,0,0,0,0,0,"swcc",5
2006,127,19,12,1,0,0,0,0,0,"swcc",5
2295,210,31,8,0,2,0,0,1,1,"swcc",3
170,218,36,12,1,0,0,0,0,0,"swcc",5
1300,161,29,14,0,2,0,1,0,0,"swcc",7
1645,332,39,12,0,2,0,0,1,1,"other",4
408,370,38,12,0,2,1,0,1,1,"swcc",3
1944,335,34,12,0,1,0,0,1,1,"other",5
0,368,29,14,1,2,0,1,1,1,"mp",6
2000,181,32,10,0,2,0,0,1,1,"mp",6
2016,263,33,12,1,1,0,0,1,1,"swcc",4
1984,300,33,13,2,0,0,0,1,1,"mp",5
344,135,49,12,0,0,1,1,1,0,"other",9
2000,400,42,13,0,0,0,1,1,1,"swcc",9
2000,0,55,12,0,0,0,1,1,0,"other",6
0,119,62,6,0,0,0,0,1,1,"other",9
0,120,18,8,2,0,0,0,0,0,"other",9
2020,348,41,12,1,2,0,0,1,1,"other",4
325,358,27,10,1,1,0,1,1,1,"other",7
1904,250,49,11,0,0,0,1,0,0,"other",5
0,52,27,13,3,0,0,1,0,0,"other",5
0,310,23,12,1,1,0,1,1,1,"swcc",5
2430,140,32,14,0,0,0,0,1,1,"mp",3
2470,350,26,14,0,0,0,0,0,0,"mp",4
0,893,62,12,0,0,0,0,1,1,"other",3
2030,198,36,12,0,1,0,0,1,1,"swcc",9
1040,420,38,12,0,4,1,1,1,1,"swcc",5
1600,727,40,17,1,1,1,0,1,1,"mp",3
1470,120,27,12,2,0,0,1,0,0,"swcc",5
1896,342,29,12,0,0,0,1,0,0,"other",5
0,435,31,14,1,1,0,0,1,1,"mp",4
1960,267,37,12,0,1,0,1,0,0,"swcc",4
418,300,39,12,0,1,1,0,1,1,"mp",4
1885,470,56,10,0,0,0,0,1,0,"other",4
2108,280,29,12,0,0,0,0,1,1,"other",3
2000,190,44,12,0,0,0,1,0,0,"other",6
0,240,51,12,0,0,1,1,1,0,"other",6
1300,64,33,11,0,0,0,1,0,0,"other",9
1920,153,45,14,0,1,0,1,1,1,"other",9
355,300,24,13,2,0,0,1,0,0,"other",5
99,260,51,10,0,0,0,0,1,1,"other",6
0,200,22,12,2,0,0,0,0,0,"other",4
900,263,28,12,1,2,0,0,1,1,"swcc",5
1960,371,33,12,0,1,1,0,1,1,"mp",5
48,300,31,12,0,3,0,0,1,1,"other",4
0,821,34,12,1,1,0,0,1,1,"mp",3
274,285,26,12,1,0,0,0,1,1,"other",7
0,347,51,12,0,0,1,0,1,1,"other",4
0,102,59,10,0,0,0,0,0,0,"other",11
1164,90,33,11,0,2,0,0,0,0,"other",11
1002,505,34,16,2,0,0,0,1,1,"swcc",9
2116,160,30,12,0,1,0,0,0,0,"swcc",11
2358,98,28,14,1,0,0,0,0,0,"mp",11
0,91,48,10,2,0,0,1,1,1,"swcc",9
