"wage76","grade76","exp76","black","south76","smsa76","region","smsa66","momdad14","sinmom14","nodaded","nomomed","daded","momed","famed","age76","col4"
1.9199,12,16,0,0,1,1,1,0,1,1,0,9.9372,8,9,34,1
1.9021,10,16,0,0,1,1,1,0,1,1,1,9.9372,10.251,9,32,1
NA,NA,NA,0,NA,0,1,1,1,0,0,0,10,12,6,33,1
2.0794,11,16,0,0,1,1,1,1,0,0,0,8,8,8,33,1
NA,NA,NA,0,NA,0,1,1,1,0,0,0,12,12,3,33,1
1.6194,14,14,0,0,1,1,1,1,0,0,0,8,8,8,34,1
NA,NA,NA,0,NA,0,1,1,1,0,0,0,10,12,6,30,1
2.3283,18,6,0,0,1,1,1,1,0,0,0,12,16,2,30,1
2.0399,15,4,0,0,1,1,1,1,0,0,0,16,12,2,25,1
NA,NA,NA,0,NA,0,1,1,1,0,0,0,10,10,7,28,1
1.0647,10,16,0,1,1,1,1,1,0,0,0,10,14,6,32,1
1.6658,13,9,0,0,1,1,1,0,1,1,0,9.9372,8,9,28,1
2.4458,16,7,0,0,1,1,0,1,0,0,0,12,12,3,29,1
1.7029,10,13,0,0,1,1,1,0,0,0,1,12,10.251,5,29,1
1.5581,12,8,0,0,1,1,1,1,0,0,0,8,12,6,26,1
1.5041,12,8,0,0,1,1,1,1,0,0,0,12,12,3,26,1
2.1691,17,4,0,0,1,1,1,0,0,0,1,10,10.251,9,27,1
0.6931,15,4,0,0,1,1,1,0,0,0,1,10,10.251,9,25,1
1.0986,13,7,0,0,0,1,1,1,0,0,0,16,16,1,26,1
1.5304,16,3,0,0,0,1,1,1,0,0,1,16,10.251,5,25,1
1.3481,12,12,0,0,1,1,1,1,0,0,0,13,12,2,30,1
2.551,15,11,0,0,1,1,1,1,0,0,0,16,16,1,32,1
NA,NA,NA,0,NA,0,1,1,1,0,0,0,16,16,1,28,1
1.7716,16,3,0,0,1,1,1,1,0,0,0,12,12,3,25,1
1.7918,12,9,0,0,1,1,1,1,0,0,0,17,16,1,27,1
NA,NA,NA,0,NA,0,1,1,1,0,0,0,2,0,8,28,1
1.6094,16,8,0,0,1,1,0,0,0,0,1,6,10.251,9,30,1
NA,NA,NA,0,NA,0,1,1,1,0,1,0,9.9372,1,9,28,1
NA,NA,NA,0,NA,0,1,1,0,1,0,0,5,1,8,29,1
1.4816,12,15,1,0,1,1,1,1,0,0,0,8,8,8,33,1
1.5412,18,2,0,1,1,2,1,1,0,0,0,13,16,1,26,1
2.2289,17,6,0,0,1,2,1,1,0,0,0,14,12,2,29,1
1.7156,16,5,0,0,1,2,1,1,0,0,0,14,12,2,27,1
1.477,13,5,0,0,1,2,1,1,0,0,0,14,12,2,24,1
NA,NA,NA,1,NA,0,2,1,1,0,0,0,8,12,6,26,1
1.7918,12,11,1,0,1,2,1,0,0,0,0,9,10,7,29,1
1.7492,12,8,1,0,1,2,1,1,0,0,0,9,10,7,26,1
1.3584,12,8,1,0,1,2,1,1,0,0,0,9,10,7,26,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,14,16,1,24,1
NA,14,10,0,0,1,2,1,1,0,0,0,11,12,6,30,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,9,6,8,24,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,10,12,6,25,1
NA,14,4,0,0,1,2,1,1,0,0,0,9,10,7,24,1
2.0732,12,16,0,0,0,2,0,0,0,0,1,12,10.251,5,34,1
1.5497,18,3,0,0,1,2,1,1,0,0,0,18,16,1,27,1
0.7031,17,3,0,0,1,2,1,1,0,0,0,18,16,1,26,1
0.6931,17,1,0,0,1,2,1,1,0,0,0,18,16,1,24,1
NA,16,3,0,0,1,2,1,1,0,0,0,14,8,5,25,1
1.2528,17,1,0,0,1,2,1,0,0,0,0,15,17,1,24,1
1.3218,14,4,0,0,0,2,1,1,0,0,0,10,12,6,24,1
2.0399,15,6,0,0,1,2,0,1,0,0,0,12,9,5,27,1
1.7934,14,7,0,0,1,2,1,1,0,0,0,12,9,5,27,1
1.5707,16,3,0,0,1,2,1,1,0,0,0,12,9,5,25,1
2.2638,18,7,0,0,1,2,1,1,0,0,0,8,8,8,31,1
1.4422,15,6,0,0,1,2,1,0,0,0,0,12,12,3,27,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,11,12,6,29,1
1.6094,15,6,0,0,1,2,1,1,0,0,0,11,12,6,27,1
1.5041,9,15,0,0,1,2,1,1,0,1,0,9.9372,11,9,30,1
1.5602,8,14,0,0,1,2,1,1,0,0,0,8,9,8,28,1
0.3075,12,6,0,0,1,2,1,1,0,0,0,8,9,8,24,1
1.7492,12,14,0,0,1,2,0,1,0,0,0,10,9,7,32,1
1.7527,12,15,0,0,1,2,0,0,0,0,0,10,8,8,33,1
1.1314,12,13,0,0,1,2,1,1,0,0,0,8,9,8,31,1
1.9459,9,15,0,0,1,2,1,1,0,0,0,12,12,3,30,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,8,8,8,30,1
NA,15,4,0,0,1,2,1,1,0,0,0,9,10,7,25,1
2.5817,14,12,0,0,1,1,0,1,0,1,0,9.9372,12,4,32,1
1.7066,10,18,0,0,1,1,0,1,0,0,0,12,9,5,34,1
2.1759,17,7,0,0,1,1,1,1,0,0,0,8,8,8,30,1
NA,NA,NA,0,NA,0,1,1,1,0,0,0,12,8,5,27,1
2.267,12,11,0,0,1,1,1,1,0,0,0,12,12,3,29,1
NA,NA,NA,0,NA,0,1,1,1,0,0,0,7,12,6,27,1
2.0281,12,7,0,0,1,1,1,1,0,0,0,7,12,6,25,1
NA,NA,NA,0,NA,0,1,1,1,0,0,0,12,12,3,25,1
1.9573,12,14,0,0,1,1,1,1,0,0,0,8,11,8,32,1
1.4469,12,8,0,0,1,1,1,1,0,0,0,8,8,8,26,1
1.4516,12,8,0,0,1,1,1,0,1,1,0,9.9372,9,9,26,1
1.7509,16,2,0,0,1,1,1,0,1,1,0,9.9372,9,9,24,1
1.5892,NA,NA,0,0,1,1,1,0,1,1,0,9.9372,7,9,24,1
1.3863,9,17,0,0,1,1,1,1,0,1,0,9.9372,4,9,32,1
NA,8,20,0,0,0,1,1,0,0,1,1,9.9372,10.251,9,34,1
NA,NA,NA,0,NA,0,1,1,1,0,0,0,8,12,6,26,1
1.6094,12,13,0,0,0,1,1,1,0,0,0,8,5,8,31,1
1.6696,12,10,0,0,0,1,1,1,0,0,0,8,5,8,28,1
NA,NA,NA,0,NA,0,1,1,1,0,0,0,9,10,7,29,1
NA,NA,NA,0,NA,0,1,1,0,0,0,0,9,10,7,27,1
1.9066,16,6,0,0,1,1,0,1,0,0,0,12,12,3,28,1
1.7527,16,5,0,1,1,1,0,1,0,0,0,12,12,3,27,1
NA,NA,NA,0,NA,0,1,0,1,0,0,0,8,7,8,33,1
1.5433,NA,NA,0,0,1,1,1,1,0,0,0,12,10,5,25,1
NA,12,16,0,0,1,1,1,1,0,0,0,8,10,8,34,1
1.1787,16,2,0,0,1,1,1,1,0,0,0,16,12,2,24,1
NA,12,16,0,0,0,1,0,1,0,0,0,8,7,8,34,1
NA,NA,NA,0,NA,0,1,1,1,0,0,0,12,12,3,28,1
1.6094,11,12,0,0,0,1,0,1,0,0,0,7,11,8,29,1
2.0412,12,7,0,0,0,1,0,1,0,0,0,7,11,8,25,1
NA,NA,NA,0,NA,0,1,0,1,0,0,1,5,10.251,9,32,1
1.6094,12,8,0,0,1,1,0,1,0,0,0,7,12,6,26,1
NA,NA,NA,0,NA,0,1,1,1,0,0,1,13,10.251,5,25,1
NA,NA,NA,0,NA,0,4,0,1,0,0,1,16,10.251,5,31,1
1.3635,16,6,0,0,1,1,1,1,0,0,0,14,12,2,28,1
2.0919,12,16,0,0,1,1,1,1,0,0,0,12,10,5,34,1
1.6919,9,19,1,0,0,2,0,1,0,0,1,12,10.251,5,34,1
NA,NA,NA,1,NA,0,2,0,0,1,1,0,9.9372,8,9,25,1
NA,12,10,1,0,0,2,0,0,1,1,0,9.9372,7,9,28,1
NA,NA,NA,1,NA,0,2,0,0,1,1,0,9.9372,8,9,25,1
1.78,9,19,1,0,0,2,0,1,0,0,0,12,12,3,34,1
2.1564,17,2,0,0,1,2,0,1,0,0,0,12,12,3,25,1
1.9459,10,12,1,0,0,2,0,1,0,1,0,9.9372,8,9,28,1
NA,NA,NA,0,NA,0,2,0,1,0,0,0,12,12,3,26,1
1.6292,12,7,0,0,0,2,0,1,0,0,0,12,12,3,25,1
1.7011,12,8,0,0,0,2,0,1,0,0,0,12,12,3,26,1
1.8165,13,15,0,0,1,2,1,1,0,0,0,9,12,6,34,1
NA,NA,NA,0,NA,0,2,0,1,0,0,0,8,9,8,27,1
2.0295,14,9,0,0,1,2,0,1,0,0,0,9,8,8,29,1
NA,NA,NA,0,NA,0,2,0,1,0,0,0,7,12,6,28,1
NA,NA,NA,0,NA,0,2,0,1,0,0,1,12,10.251,5,34,1
1.5953,10,15,0,0,1,2,1,1,0,1,1,9.9372,10.251,9,31,1
1.4929,16,2,0,0,1,2,1,1,0,0,0,12,12,3,24,1
1.4469,12,7,0,0,1,2,1,1,0,0,0,8,9,8,25,1
2.0149,16,2,0,0,1,2,1,1,0,0,0,12,12,3,24,1
1.9459,16,2,0,0,1,2,1,1,0,0,0,12,12,3,24,1
1.477,12,6,0,0,1,2,1,1,0,0,0,9,9,7,24,1
1.805,12,11,0,0,1,2,1,1,0,0,0,12,12,3,29,1
1.5041,13,5,0,0,1,2,1,1,0,0,0,7,8,8,24,1
1.141,3,17,0,0,1,2,1,1,0,0,0,4,0,8,26,1
NA,NA,NA,0,NA,0,2,1,0,1,1,1,9.9372,10.251,9,31,1
0.9163,7,20,1,0,1,2,1,1,0,0,0,6,5,8,33,1
NA,18,10,0,0,1,2,1,1,0,0,0,12,12,3,34,1
1.6094,14,13,0,0,1,2,1,1,0,0,0,12,12,3,33,1
1.2947,12,8,0,0,1,2,0,1,0,0,0,11,12,6,26,0
NA,12,6,0,0,0,2,0,1,0,0,0,11,12,6,24,0
2.0956,12,8,0,0,1,2,0,1,0,0,0,10,12,6,26,0
1.1817,12,7,0,0,0,2,0,1,0,0,0,10,12,6,25,0
1.6563,12,11,0,0,0,2,0,0,1,1,0,9.9372,10,9,29,0
2.098,13,9,0,0,1,2,0,1,0,0,0,9,12,6,28,0
NA,NA,NA,0,NA,0,2,0,0,0,1,1,9.9372,10.251,9,32,0
2.0149,12,10,0,0,1,2,1,0,0,0,0,11,12,6,28,0
1.6582,17,1,0,0,1,2,1,1,0,0,0,9,10,7,24,0
2.4204,12,14,0,0,1,2,1,1,0,0,0,8,12,6,32,0
NA,NA,NA,0,NA,0,2,1,1,0,1,0,9.9372,12,4,30,0
1.8326,12,10,0,0,1,2,1,1,0,0,0,8,9,8,28,0
1.9671,14,5,0,0,1,2,1,1,0,0,0,12,12,3,25,0
1.7766,12,13,0,0,0,2,0,1,0,0,0,8,12,6,31,0
NA,14,5,0,0,0,2,0,1,0,0,0,12,14,2,25,0
1.3962,17,4,0,0,1,2,1,1,0,0,0,12,12,3,27,0
NA,NA,NA,0,NA,0,2,0,1,0,0,0,8,11,8,28,0
1.9095,12,10,0,0,1,1,1,1,0,0,0,10,12,6,28,1
1.4907,12,7,0,0,1,1,1,1,0,0,0,10,12,6,25,1
1.5851,12,6,0,0,1,1,1,1,0,0,0,10,12,6,24,1
1.9387,9,19,0,0,1,1,1,1,0,0,0,10,6,8,34,1
1.9459,12,7,0,1,1,1,1,1,0,0,0,10,12,6,25,1
1.1787,12,6,0,1,1,1,1,1,0,0,0,7,10,8,24,1
1.7156,9,10,0,0,1,1,1,1,0,0,0,12,11,5,25,1
NA,12,7,0,0,1,2,1,0,1,0,0,12,12,3,25,1
1.1787,12,8,0,0,1,2,1,1,0,0,0,8,12,6,26,1
1.8991,13,7,0,0,1,2,1,1,0,0,0,15,16,1,26,1
3.1797,18,7,0,0,1,2,0,1,0,0,0,18,16,1,31,1
2.0255,16,3,0,0,1,2,1,1,0,0,0,12,14,2,25,1
2.2885,16,12,0,0,1,2,1,1,0,0,0,12,12,3,34,1
1.7527,12,7,0,0,1,2,1,1,0,0,0,12,12,3,25,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,12,14,2,28,1
1.0508,17,6,0,0,0,2,1,1,0,0,0,12,12,3,29,1
NA,NA,NA,0,NA,0,2,0,1,0,0,1,14,10.251,5,28,1
0.8372,14,8,0,1,1,2,1,1,0,0,0,18,16,1,28,1
1.6351,12,7,0,0,1,2,1,1,0,0,0,7,10,8,25,1
1.8165,15,7,0,0,1,2,1,1,0,0,0,9,10,7,28,1
1.9459,15,4,0,0,1,2,1,1,0,0,0,9,10,7,25,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,5,7,8,31,1
NA,12,7,0,0,1,2,1,1,0,0,0,5,5,8,25,1
1.9657,18,9,0,0,1,2,1,1,0,0,0,12,7,5,33,1
2.2072,NA,NA,0,0,1,2,1,1,0,0,0,7,6,8,32,1
1.9473,9,15,0,0,1,2,1,1,0,0,0,8,8,8,30,1
1.5304,12,6,1,0,1,2,1,1,0,0,0,7,9,8,24,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,13,14,1,26,1
2.161,18,4,0,0,1,2,1,1,0,0,0,8,9,8,28,1
1.7156,NA,NA,0,0,1,2,1,1,0,0,0,12,7,5,31,1
2.2159,16,7,0,0,0,2,1,1,0,0,0,9,10,7,29,1
2.3656,12,9,0,0,1,2,1,1,0,0,0,12,12,3,27,1
1.3863,12,11,0,1,1,1,1,1,0,0,0,12,12,3,29,1
1.8563,12,9,0,0,1,1,1,1,0,0,0,12,12,3,27,1
1.0473,13,5,0,0,1,1,1,1,0,0,0,8,8,8,24,1
NA,NA,NA,0,NA,0,1,1,0,1,1,0,9.9372,10,9,28,1
NA,NA,NA,0,NA,0,1,1,1,0,0,0,6,8,8,32,1
1.8579,17,4,0,1,1,1,1,1,0,0,0,12,12,3,27,1
NA,16,5,0,0,1,1,1,1,0,0,0,9,8,8,27,1
NA,12,12,0,0,1,2,1,1,0,0,0,8,8,8,30,1
NA,NA,NA,1,NA,0,2,1,1,0,0,0,8,12,6,26,1
NA,NA,NA,1,NA,0,2,1,1,0,1,1,9.9372,10.251,9,31,1
NA,NA,NA,1,NA,0,2,1,1,0,1,0,9.9372,9,9,33,1
NA,NA,NA,1,NA,0,2,1,0,1,1,0,9.9372,10,9,24,1
NA,NA,NA,1,NA,0,2,1,0,1,1,0,9.9372,12,4,31,1
NA,NA,NA,1,NA,0,2,1,0,1,1,0,9.9372,5,9,27,1
NA,NA,NA,1,NA,0,2,1,0,1,1,0,9.9372,12,4,31,1
1.3584,13,13,0,0,1,2,1,1,0,1,0,9.9372,4,9,32,1
2.3125,12,7,0,0,1,2,1,1,0,0,0,12,10,5,25,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,12,12,3,25,1
2.1005,12,6,0,0,0,2,1,1,0,0,0,8,12,6,24,1
2.2773,17,4,0,0,1,2,1,1,0,0,0,10,9,7,27,1
NA,NA,NA,1,NA,0,2,1,0,0,1,1,9.9372,10.251,9,33,1
2.0149,12,11,1,0,1,2,1,1,0,0,0,6,7,8,29,1
NA,NA,NA,1,NA,0,2,1,1,0,0,0,11,12,6,27,1
NA,NA,NA,0,NA,0,2,1,0,1,1,1,9.9372,10.251,9,34,1
1.5326,15,3,0,0,0,2,1,1,0,0,0,7,8,8,24,1
2.6297,12,10,0,0,1,2,1,1,0,0,1,12,10.251,5,28,1
1.7527,12,7,0,0,1,2,1,1,0,0,1,12,10.251,5,25,1
NA,NA,NA,0,NA,0,2,1,1,0,1,0,9.9372,0,9,29,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,12,9,5,26,1
1.3888,12,9,0,0,1,2,1,1,0,0,0,11,9,7,27,1
1.1632,10,10,0,0,1,2,1,1,0,0,0,11,9,7,26,1
NA,11,10,1,0,1,2,1,0,0,0,0,8,9,8,27,1
NA,12,7,1,0,1,2,1,0,0,1,1,9.9372,10.251,9,25,1
NA,NA,NA,1,NA,0,2,1,0,1,1,0,9.9372,9,9,24,1
NA,NA,NA,1,NA,0,2,1,0,1,1,0,9.9372,6,9,28,1
1.6371,12,9,0,0,1,2,1,1,0,0,0,14,12,2,27,1
0.7324,11,8,0,0,1,2,1,1,0,0,0,14,12,2,25,1
2.4782,17,4,0,0,1,2,1,1,0,0,0,8,6,8,27,1
1.8326,14,6,0,0,1,2,1,1,0,0,0,7,6,8,26,1
1.5707,17,11,0,0,1,2,1,1,0,0,0,7,7,8,34,1
NA,12,8,0,0,1,2,1,1,0,0,0,7,7,8,26,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,8,8,8,33,1
1.9657,13,8,0,0,1,2,1,1,0,0,0,12,12,3,27,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,12,12,3,27,1
1.8326,11,10,0,0,1,2,1,1,0,0,0,1,4,8,27,1
1.7102,12,12,0,0,1,2,1,1,0,1,0,9.9372,7,9,30,1
1.7561,12,16,0,0,1,2,1,1,0,0,0,5,2,8,34,1
2.1294,18,4,0,0,1,2,1,1,0,0,0,12,16,2,28,1
2.9565,18,9,0,0,1,2,1,1,0,0,0,12,12,3,33,1
2.2127,18,6,0,0,1,2,1,1,0,0,0,4,7,8,30,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,6,8,8,28,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,6,8,8,27,1
2.0869,16,4,0,0,1,2,1,1,0,0,0,13,10,5,26,1
NA,NA,NA,1,NA,0,2,1,1,0,0,0,3,8,8,26,1
NA,NA,NA,1,NA,0,2,1,0,1,1,1,9.9372,10.251,9,33,1
1.2355,12,11,1,0,1,2,1,0,1,1,0,9.9372,6,9,29,1
NA,NA,NA,1,NA,0,2,1,0,1,1,0,9.9372,12,4,32,1
NA,NA,NA,1,NA,0,2,1,1,0,1,1,9.9372,10.251,9,34,1
NA,NA,NA,1,NA,0,2,1,0,0,1,1,9.9372,10.251,9,28,1
2.2638,12,14,0,0,1,2,1,1,0,0,0,11,14,6,32,1
NA,11,9,1,0,1,2,1,0,1,1,0,9.9372,9,9,26,1
NA,NA,NA,1,NA,0,2,1,1,0,0,1,12,10.251,5,24,1
NA,NA,NA,0,NA,0,2,1,1,0,1,1,9.9372,10.251,9,34,1
NA,11,14,0,0,1,2,1,1,0,1,1,9.9372,10.251,9,31,1
NA,NA,NA,0,NA,0,2,1,1,0,1,1,9.9372,10.251,9,32,1
NA,9,19,1,0,1,2,1,0,0,1,1,9.9372,10.251,9,34,1
1.7918,12,14,0,0,0,2,1,1,0,0,0,10,10,7,32,1
NA,12,12,0,0,0,2,1,1,0,0,0,7,12,6,30,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,12,12,3,30,1
2.1247,18,10,0,0,1,2,1,1,0,0,0,12,10,5,34,1
1.8326,16,2,0,0,1,2,1,0,0,1,1,9.9372,10.251,9,24,1
1.7281,16,6,0,0,1,2,1,1,0,1,1,9.9372,10.251,9,28,1
2.6462,16,6,0,0,1,2,1,1,0,0,0,10,10,7,28,1
1.5686,12,7,0,0,1,2,1,1,0,1,0,9.9372,12,4,25,1
NA,12,10,0,0,1,2,1,1,0,0,0,7,8,8,28,1
1.7918,12,6,0,0,1,2,1,1,0,0,0,7,8,8,24,1
NA,NA,NA,1,NA,0,2,1,1,0,0,0,7,7,8,34,1
1.0986,9,13,0,0,1,2,1,0,1,1,0,9.9372,0,9,28,1
1.6194,9,10,0,0,1,2,1,0,1,1,0,9.9372,0,9,25,1
NA,NA,NA,1,NA,0,2,1,0,1,1,0,9.9372,10,9,24,1
1.4279,14,5,1,0,1,2,1,1,0,0,0,7,12,6,25,1
1.0986,12,6,1,0,1,2,1,1,0,0,0,7,12,6,24,1
2.1576,18,3,0,0,1,2,1,1,0,0,0,14,14,1,27,1
1.0986,16,3,0,0,1,2,1,1,0,0,0,16,13,1,25,1
NA,18,5,0,0,1,2,1,0,0,0,0,12,13,2,29,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,12,14,2,24,1
1.6094,14,7,0,0,1,2,1,1,0,0,0,14,12,2,27,1
1.3218,16,2,0,0,0,2,1,1,0,0,0,14,12,2,24,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,5,5,8,34,1
1.9755,12,14,0,0,1,2,1,1,0,0,0,9,6,8,32,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,8,10,8,25,1
NA,16,6,0,0,1,2,1,1,0,0,0,13,11,5,28,1
NA,12,16,0,0,1,2,1,1,0,0,0,12,12,3,34,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,11,10,7,27,1
2.1471,12,16,0,0,1,2,1,1,0,0,1,8,10.251,9,34,1
1.9988,10,14,0,0,1,2,1,1,0,0,0,10,7,8,30,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,8,8,8,29,1
NA,NA,NA,1,NA,0,2,1,1,0,0,0,12,16,2,26,1
2.359,17,8,1,0,1,2,1,0,0,0,0,15,12,2,31,1
NA,NA,NA,1,NA,0,2,1,1,0,0,0,12,12,3,26,1
NA,NA,NA,0,NA,0,2,1,0,0,1,1,9.9372,10.251,9,33,1
1.6658,12,14,1,0,1,2,1,1,0,0,0,6,8,8,32,1
1.744,11,17,0,0,1,2,1,0,0,0,1,6,10.251,9,34,1
2.0857,12,14,0,0,0,2,1,1,0,1,0,9.9372,9,9,32,1
NA,NA,NA,0,NA,0,2,1,1,0,1,1,9.9372,10.251,9,34,1
1.3863,10,14,0,0,1,2,1,1,0,0,0,6,8,8,30,1
2.2638,18,5,0,0,1,2,1,1,0,0,0,12,16,2,29,1
2.1005,18,3,0,0,1,2,1,1,0,0,0,13,16,1,27,1
2.0015,13,9,0,0,1,2,1,1,0,0,0,14,12,2,28,1
1.9755,18,6,0,0,1,2,1,1,0,0,0,12,12,3,30,1
1.9344,18,3,0,0,1,2,1,1,0,0,0,18,13,1,27,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,9,12,6,24,1
2.2116,18,0,0,0,1,2,1,1,0,0,0,16,16,1,24,1
NA,NA,NA,0,NA,0,2,1,1,0,0,1,6,10.251,9,33,1
NA,15,5,0,0,1,2,1,1,0,0,0,12,12,3,26,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,6,9,8,32,1
1.3324,17,4,0,0,1,2,1,1,0,0,0,8,12,6,27,1
1.2528,14,6,0,0,1,2,1,0,0,0,0,8,12,6,26,1
NA,NA,NA,1,NA,0,2,1,1,0,1,0,9.9372,11,9,34,1
NA,NA,NA,0,NA,0,2,1,0,1,1,0,9.9372,11,9,28,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,7,12,6,25,1
1.9373,11,16,0,0,1,2,1,1,0,0,0,8,8,8,33,1
NA,12,15,0,0,1,2,1,1,0,0,0,8,8,8,33,1
2.3165,12,14,0,1,1,2,1,1,0,1,0,9.9372,12,4,32,1
NA,16,12,0,0,1,2,1,1,0,0,0,13,18,1,34,1
2.4301,18,10,0,0,1,2,1,1,0,0,0,16,16,1,34,1
NA,NA,NA,0,NA,0,2,1,0,0,0,0,16,16,1,31,1
2.8385,18,6,0,0,1,2,1,1,0,0,0,16,16,1,30,1
NA,NA,NA,1,NA,0,2,1,0,0,1,0,9.9372,9,9,28,1
1.6658,12,8,0,0,1,2,1,1,0,0,0,12,8,5,26,1
1.9066,17,9,1,0,1,2,1,1,0,0,0,12,16,2,32,1
2.3125,17,5,0,0,1,2,1,1,0,0,0,16,13,1,28,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,16,13,1,25,1
2.1353,18,4,0,0,1,2,0,1,0,0,0,17,12,2,28,1
1.9601,11,10,0,0,1,2,1,1,0,0,0,12,12,3,27,1
2.1041,16,4,0,0,0,2,1,1,0,0,0,12,13,2,26,1
1.4974,12,6,0,0,1,2,1,1,0,0,0,12,13,2,24,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,4,8,8,33,1
1.839,17,6,0,0,1,2,1,1,0,0,0,8,12,6,29,1
1.6094,15,4,0,0,1,2,1,1,0,0,0,9,10,7,25,1
2.3504,16,9,0,0,1,2,1,1,0,0,0,12,12,3,31,1
2.4866,18,5,0,0,1,2,1,1,0,0,0,16,12,2,29,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,12,10,5,31,1
1.9315,12,15,0,0,1,2,1,1,0,0,1,8,10.251,9,33,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,11,10,7,26,1
2.0554,18,5,0,0,1,2,1,1,0,0,0,8,10,8,29,1
1.8687,16,6,0,0,1,2,1,1,0,0,0,8,10,8,28,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,11,6,8,25,1
NA,11,7,0,0,1,2,1,1,0,0,0,9,10,7,24,1
2.1691,13,11,0,0,1,2,1,1,0,0,0,12,12,3,30,1
NA,NA,NA,1,NA,0,2,1,0,1,1,0,9.9372,12,4,27,1
NA,NA,NA,1,NA,0,2,1,0,1,1,0,9.9372,12,4,25,1
NA,NA,NA,1,NA,0,2,1,0,1,1,0,9.9372,12,4,29,1
NA,NA,NA,1,NA,0,2,1,0,1,1,1,9.9372,10.251,9,33,1
NA,NA,NA,0,NA,0,2,1,0,0,1,1,9.9372,10.251,9,28,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,12,12,3,32,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,12,10,5,29,1
1.7011,17,2,0,0,1,2,1,1,0,0,0,12,12,3,25,1
1.7918,7,15,0,0,1,2,1,1,0,0,0,8,9,8,28,1
3.1108,15,13,0,0,1,2,1,1,0,0,0,12,8,5,34,1
2.6686,12,13,0,0,1,2,1,1,0,0,0,12,8,5,31,1
NA,NA,NA,1,NA,0,2,1,1,0,0,0,9,8,8,31,1
1.1632,12,16,1,0,1,2,1,0,0,1,1,9.9372,10.251,9,34,1
2.5353,18,9,0,0,1,2,1,1,0,0,0,10,16,6,33,1
1.7918,12,6,0,0,1,2,1,0,0,0,0,11,9,7,24,1
1.0986,11,9,1,0,1,2,1,1,0,1,0,9.9372,10,9,26,1
1.2528,10,9,1,0,1,2,1,0,1,1,0,9.9372,10,9,25,1
NA,NA,NA,1,NA,0,2,1,1,0,0,0,7,7,8,26,1
1.6827,16,2,0,0,1,2,1,1,0,0,0,12,12,3,24,1
2.0069,12,15,0,0,0,2,1,1,0,0,1,11,10.251,9,33,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,7,7,8,33,1
2.1353,12,15,0,0,1,2,1,0,1,1,0,9.9372,12,4,33,1
NA,NA,NA,0,NA,0,2,0,1,0,0,0,12,12,3,30,1
2.0956,16,7,0,0,1,2,1,1,0,0,0,12,12,3,29,1
NA,NA,NA,0,NA,0,2,1,1,0,1,0,9.9372,8,9,32,1
2.3026,12,10,0,0,1,2,1,1,0,1,0,9.9372,8,9,28,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,12,12,3,34,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,12,16,2,34,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,9,9,7,32,1
2.1905,15,8,0,0,1,2,1,1,0,0,0,10,12,6,29,1
NA,NA,NA,0,NA,0,2,1,1,0,0,0,12,12,3,24,1
1.7246,16,4,0,0,1,2,1,1,0,0,0,12,15,2,26,1
NA,17,10,0,0,1,2,1,0,1,1,0,9.9372,18,4,33,1
1.0473,18,2,0,0,1,2,1,1,0,0,0,18,18,1,26,1
NA,17,1,0,0,1,2,1,1,0,0,0,18,18,1,24,1
NA,16,6,0,0,1,2,1,1,0,0,0,12,12,3,28,1
1.4748,16,5,0,0,1,2,1,1,0,0,0,16,12,2,27,1
1.1787,13,6,0,0,1,2,1,1,0,0,0,12,12,3,25,1
