"Tuna.hid","Tuna.id","Tuna.choice","price.skw","price.cosw","price.sko","price.coso","price.pw"
108,1,"pw",0.89,0.89,0.89,0.89,0.59
109,1,"sko",0.39,0.87,0.39,0.87,0.69
109,2,"sko",0.33,0.69,0.33,0.69,0.65
109,3,"coso",0.67,0.67,0.67,0.39,0.65
109,4,"coso",0.69,0.87,0.69,0.29,0.65
110,1,"cosw",0.69,0.59,0.69,0.39,0.67
111,1,"skw",0.49,0.39,0.89,0.39,0.67
111,2,"coso",0.69,0.87,0.69,0.29,0.65
112,1,"skw",0.67,0.67,0.67,0.67,0.69
113,1,"skw",0.49,0.79,0.89,0.79,0.67
113,2,"skw",0.49,0.39,0.89,0.39,0.67
114,1,"cosw",0.88,0.69,0.82,0.69,0.65
115,1,"cosw",0.89,0.79,0.89,0.79,0.67
115,2,"cosw",0.69,0.39,0.69,0.39,0.65
115,3,"cosw",0.69,0.69,0.69,0.69,0.65
116,1,"skw",0.59,0.79,0.49,0.89,0.67
116,2,"cosw",0.89,0.39,0.89,0.39,0.67
117,1,"skw",0.87,0.99,0.89,0.59,0.67
117,2,"skw",0.49,0.49,0.89,0.49,0.67
117,3,"sko",0.89,0.89,0.49,0.79,0.67
117,4,"coso",0.59,0.89,0.59,0.89,0.59
117,5,"coso",0.67,0.67,0.67,0.39,0.65
118,1,"sko",0.87,0.84,0.87,0.84,0.59
118,2,"sko",0.89,0.89,0.89,0.89,0.67
119,1,"sko",0.29,0.89,0.29,0.89,0.67
119,2,"sko",0.49,0.89,0.49,0.89,0.67
119,3,"sko",0.49,0.79,0.49,0.89,0.67
119,4,"sko",0.49,0.79,0.59,0.89,0.67
119,5,"coso",0.89,0.39,0.89,0.39,0.67
119,6,"coso",0.89,0.39,0.89,0.39,0.67
119,7,"coso",0.88,0.69,0.82,0.29,0.65
120,1,"skw",0.69,0.89,0.69,0.89,0.59
120,2,"skw",0.89,0.69,0.89,0.89,0.59
120,3,"skw",0.87,0.59,0.87,0.59,0.59
120,4,"skw",0.69,0.84,0.69,0.84,0.59
120,5,"cosw",0.69,0.59,0.59,0.59,0.59
120,6,"cosw",0.87,0.59,0.87,0.59,0.59
121,1,"pw",0.89,0.89,0.89,0.89,0.7
121,2,"pw",0.87,0.59,0.87,0.59,0.59
121,3,"pw",0.69,0.84,0.69,0.84,0.59
121,4,"pw",0.69,0.84,0.69,0.84,0.59
121,5,"pw",0.89,0.89,0.89,0.89,0.59
121,6,"pw",0.69,0.89,0.69,0.89,0.67
122,1,"cosw",0.89,0.39,0.89,0.39,0.67
122,2,"cosw",0.89,0.59,0.89,0.39,0.67
123,1,"cosw",0.69,0.5,0.69,0.69,0.65
124,1,"skw",0.59,0.89,0.89,0.89,0.59
124,2,"skw",0.29,0.89,0.29,0.89,0.67
124,3,"skw",0.33,0.69,0.33,0.69,0.65
124,4,"sko",0.39,0.87,0.39,0.87,0.67
125,1,"skw",0.49,0.39,0.89,0.39,0.67
125,2,"skw",0.87,0.99,0.89,0.59,0.67
126,1,"cosw",0.69,0.89,0.69,0.89,0.59
127,1,"cosw",0.87,0.59,0.87,0.59,0.59
128,1,"skw",0.49,0.79,0.89,0.79,0.67
129,1,"skw",0.69,0.89,0.69,0.89,0.59
129,2,"skw",0.69,0.84,0.69,0.84,0.59
129,3,"sko",0.89,0.89,0.59,0.89,0.59
129,4,"coso",0.87,0.59,0.87,0.59,0.59
130,1,"cosw",0.87,0.84,0.87,0.84,0.59
131,1,"coso",0.67,0.67,0.67,0.39,0.65
132,1,"sko",0.69,0.84,0.69,0.84,0.59
133,1,"skw",0.49,0.79,0.89,0.79,0.67
133,2,"pw",0.89,0.89,0.89,0.89,0.59
134,1,"coso",0.67,0.67,0.67,0.39,0.65
135,1,"skw",0.49,0.39,0.89,0.39,0.67
135,2,"skw",0.29,0.39,0.89,0.39,0.67
135,3,"sko",0.49,0.89,0.49,0.79,0.67
136,1,"skw",0.69,0.89,0.69,0.89,0.59
136,2,"skw",0.69,0.84,0.69,0.84,0.59
136,3,"cosw",0.69,0.59,0.59,0.59,0.59
136,4,"cosw",0.69,0.5,0.69,0.69,0.65
137,1,"skw",0.69,0.89,0.69,0.89,0.59
137,2,"skw",0.49,0.79,0.89,0.79,0.67
137,3,"skw",0.39,0.87,0.39,0.87,0.67
137,4,"pw",0.69,0.87,0.69,0.87,0.67
138,1,"skw",0.69,0.89,0.89,0.89,0.59
138,2,"cosw",0.87,0.69,0.87,0.89,0.59
138,3,"sko",0.69,0.89,0.49,0.89,0.67
138,4,"pw",0.69,0.84,0.69,0.84,0.59
139,1,"coso",0.89,0.39,0.89,0.89,0.67
139,2,"coso",0.67,0.67,0.67,0.39,0.65
140,1,"sko",0.89,0.89,0.69,0.89,0.59
141,1,"sko",0.69,0.84,0.69,0.84,0.59
141,2,"pw",0.69,0.89,0.69,0.89,0.59
142,1,"sko",0.69,0.84,0.69,0.84,0.59
143,1,"sko",0.89,0.89,0.69,0.89,0.59
144,1,"skw",0.69,0.89,0.69,0.89,0.7
144,2,"skw",0.69,0.84,0.69,0.84,0.59
144,3,"skw",0.69,0.84,0.69,0.84,0.59
144,4,"skw",0.69,0.84,0.69,0.89,0.59
144,5,"skw",0.69,0.89,0.89,0.89,0.59
144,6,"skw",0.59,0.89,0.89,0.89,0.59
144,7,"skw",0.89,0.79,0.89,0.89,0.67
144,8,"skw",0.49,0.49,0.89,0.49,0.67
144,9,"skw",0.87,0.69,0.69,0.69,0.67
144,10,"skw",0.87,0.87,0.69,0.87,0.67
144,11,"cosw",0.59,0.59,0.59,0.59,0.59
144,12,"cosw",0.87,0.59,0.87,0.59,0.59
144,13,"cosw",0.49,0.89,0.49,0.89,0.67
145,1,"sko",0.69,0.84,0.69,0.84,0.59
146,1,"skw",0.49,0.79,0.89,0.79,0.67
147,1,"pw",0.88,0.69,0.82,0.69,0.25
148,1,"skw",0.29,0.39,0.89,0.39,0.67
148,2,"pw",0.84,0.84,0.84,0.89,0.59
148,3,"pw",0.69,0.89,0.69,0.89,0.67
148,4,"pw",0.89,0.79,0.89,0.79,0.67
148,5,"pw",0.89,0.79,0.89,0.89,0.67
149,1,"skw",0.69,0.84,0.69,0.89,0.59
149,2,"skw",0.69,0.68,0.69,0.68,0.59
150,1,"skw",0.69,0.89,0.69,0.89,0.59
150,2,"skw",0.49,0.49,0.89,0.49,0.67
150,3,"skw",0.49,0.89,0.49,0.89,0.67
150,4,"sko",0.69,0.84,0.69,0.89,0.59
151,1,"skw",0.69,0.84,0.69,0.89,0.59
151,2,"skw",0.59,0.89,0.89,0.89,0.59
151,3,"skw",0.49,0.49,0.89,0.49,0.67
151,4,"cosw",0.87,0.59,0.87,0.89,0.59
151,5,"coso",0.69,0.69,0.69,0.39,0.65
152,1,"pw",0.84,0.84,0.84,0.89,0.59
153,1,"coso",0.69,0.69,0.69,0.39,0.65
154,1,"skw",0.69,0.89,0.69,0.89,0.7
155,1,"cosw",0.33,0.5,0.33,0.69,0.65
155,2,"coso",0.69,0.87,0.69,0.29,0.65
156,1,"skw",0.69,0.84,0.69,0.84,0.59
156,2,"sko",0.79,0.84,0.79,0.89,0.59
157,1,"skw",0.69,0.89,0.69,0.89,0.7
157,2,"skw",0.69,0.84,0.69,0.84,0.59
157,3,"skw",0.69,0.84,0.69,0.89,0.59
157,4,"skw",0.49,0.39,0.89,0.39,0.67
157,5,"skw",0.82,0.67,0.67,0.67,0.69
157,6,"skw",0.82,0.69,0.82,0.69,0.65
157,7,"skw",0.82,0.69,0.82,0.69,0.65
157,8,"cosw",0.87,0.59,0.87,0.59,0.59
157,9,"cosw",0.69,0.5,0.69,0.69,0.65
157,10,"cosw",0.69,0.87,0.69,0.69,0.65
157,11,"coso",0.69,0.69,0.69,0.39,0.65
157,12,"coso",0.69,0.87,0.69,0.29,0.65
158,1,"skw",0.69,0.89,0.89,0.89,0.59
159,1,"skw",0.69,0.89,0.69,0.89,0.59
159,2,"skw",0.69,0.59,0.59,0.59,0.59
159,3,"skw",0.49,0.89,0.89,0.45,0.67
159,4,"skw",0.49,0.89,0.89,0.45,0.67
159,5,"skw",0.49,0.89,0.89,0.45,0.67
159,6,"skw",0.29,0.39,0.89,0.39,0.67
159,7,"skw",0.69,0.89,0.69,0.89,0.67
159,8,"cosw",0.82,0.5,0.69,0.69,0.65
159,9,"sko",0.69,0.84,0.69,0.84,0.59
159,10,"coso",0.69,0.69,0.69,0.39,0.65
159,11,"coso",0.88,0.69,0.82,0.29,0.65
159,12,"pw",0.69,0.84,0.69,0.84,0.59
159,13,"pw",0.69,0.84,0.69,0.84,0.59
159,14,"pw",0.69,0.84,0.69,0.84,0.59
159,15,"pw",0.84,0.84,0.84,0.84,0.59
159,16,"pw",0.79,0.84,0.79,0.89,0.59
159,17,"pw",0.69,0.84,0.69,0.89,0.59
159,18,"pw",0.69,0.84,0.69,0.89,0.59
159,19,"pw",0.69,0.68,0.69,0.68,0.59
159,20,"pw",0.89,0.89,0.89,0.89,0.59
159,21,"pw",0.89,0.89,0.89,0.89,0.59
159,22,"pw",0.89,0.89,0.89,0.89,0.59
159,23,"pw",0.59,0.89,0.59,0.89,0.67
159,24,"pw",0.89,0.89,0.89,0.89,0.67
159,25,"pw",0.89,0.79,0.89,0.79,0.67
159,26,"pw",0.89,0.39,0.89,0.39,0.67
159,27,"pw",0.89,0.79,0.89,0.89,0.67
159,28,"pw",0.69,0.79,0.69,0.89,0.67
159,29,"pw",0.69,0.89,0.69,0.89,0.67
160,1,"skw",0.69,0.68,0.69,0.68,0.59
160,2,"skw",0.89,0.89,0.59,0.89,0.59
161,1,"skw",0.69,0.89,0.69,0.89,0.59
161,2,"skw",0.69,0.89,0.69,0.89,0.59
161,3,"skw",0.69,0.89,0.69,0.89,0.7
161,4,"skw",0.79,0.84,0.79,0.84,0.59
161,5,"skw",0.89,0.89,0.89,0.89,0.59
161,6,"skw",0.89,0.89,0.89,0.89,0.59
161,7,"skw",0.89,0.89,0.89,0.89,0.67
161,8,"skw",0.49,0.79,0.89,0.89,0.67
161,9,"cosw",0.89,0.79,0.89,0.89,0.67
161,10,"sko",0.87,0.84,0.69,0.84,0.59
161,11,"sko",0.49,0.89,0.89,0.79,0.67
162,1,"skw",0.69,0.84,0.69,0.84,0.59
162,2,"skw",0.69,0.84,0.69,0.84,0.59
162,3,"skw",0.69,0.84,0.69,0.84,0.59
162,4,"skw",0.69,0.84,0.69,0.84,0.59
162,5,"skw",0.69,0.84,0.69,0.84,0.59
162,6,"skw",0.79,0.84,0.79,0.84,0.59
162,7,"skw",0.84,0.84,0.84,0.84,0.59
162,8,"skw",0.84,0.84,0.84,0.84,0.59
162,9,"skw",0.69,0.84,0.69,0.89,0.59
162,10,"skw",0.85,0.89,0.85,0.89,0.59
162,11,"skw",0.89,0.89,0.89,0.89,0.59
162,12,"skw",0.89,0.89,0.29,0.89,0.67
162,13,"skw",0.49,0.89,0.89,0.45,0.67
162,14,"skw",0.89,0.79,0.89,0.79,0.67
162,15,"skw",0.29,0.39,0.89,0.39,0.67
162,16,"skw",0.87,0.99,0.89,0.59,0.67
162,17,"skw",0.49,0.49,0.89,0.49,0.67
162,18,"skw",0.82,0.87,0.69,0.87,0.69
162,19,"skw",0.82,0.87,0.69,0.87,0.69
162,20,"skw",0.82,0.69,0.82,0.69,0.65
162,21,"cosw",0.69,0.59,0.59,0.59,0.59
162,22,"cosw",0.81,0.87,0.82,0.69,0.65
162,23,"coso",0.67,0.67,0.67,0.39,0.65
162,24,"coso",0.67,0.67,0.67,0.39,0.65
162,25,"coso",0.67,0.67,0.67,0.39,0.65
162,26,"coso",0.69,0.87,0.69,0.29,0.65
163,1,"skw",0.84,0.84,0.84,0.84,0.59
163,2,"skw",0.29,0.39,0.89,0.39,0.67
163,3,"skw",0.49,0.49,0.89,0.49,0.67
164,1,"skw",0.69,0.89,0.69,0.89,0.7
164,2,"skw",0.69,0.84,0.69,0.84,0.59
164,3,"skw",0.59,0.89,0.89,0.89,0.59
164,4,"skw",0.49,0.89,0.89,0.45,0.67
164,5,"skw",0.29,0.39,0.89,0.39,0.67
164,6,"skw",0.49,0.49,0.89,0.49,0.67
164,7,"skw",0.8,0.79,0.69,0.89,0.67
164,8,"cosw",0.87,0.59,0.87,0.59,0.59
164,9,"sko",0.69,0.84,0.69,0.84,0.59
164,10,"sko",0.69,0.84,0.69,0.84,0.59
164,11,"coso",0.59,0.59,0.59,0.59,0.59
164,12,"coso",0.67,0.67,0.67,0.39,0.65
164,13,"coso",0.69,0.69,0.69,0.39,0.65
164,14,"coso",0.69,0.87,0.69,0.29,0.65
164,15,"coso",0.82,0.69,0.82,0.29,0.65
165,1,"skw",0.49,0.89,0.89,0.45,0.67
165,2,"sko",0.69,0.84,0.69,0.84,0.59
165,3,"sko",0.69,0.84,0.69,0.84,0.59
165,4,"sko",0.89,0.89,0.59,0.89,0.59
165,5,"sko",0.49,0.79,0.49,0.89,0.67
165,6,"coso",0.87,0.59,0.87,0.59,0.59
165,7,"coso",0.89,0.39,0.89,0.39,0.67
165,8,"coso",0.89,0.79,0.89,0.79,0.67
166,1,"skw",0.59,0.69,0.69,0.69,0.67
167,1,"coso",0.67,0.67,0.67,0.39,0.65
168,1,"cosw",0.89,0.79,0.89,0.79,0.67
168,2,"sko",0.69,0.84,0.69,0.84,0.59
168,3,"sko",0.69,0.87,0.69,0.87,0.69
169,1,"sko",0.89,0.79,0.49,0.79,0.67
170,1,"skw",0.69,0.89,0.69,0.89,0.7
170,2,"skw",0.69,0.84,0.69,0.84,0.59
170,3,"skw",0.69,0.84,0.69,0.84,0.59
170,4,"skw",0.69,0.84,0.69,0.89,0.59
170,5,"skw",0.69,0.89,0.89,0.89,0.59
170,6,"skw",0.59,0.89,0.89,0.89,0.59
170,7,"skw",0.89,0.79,0.89,0.79,0.67
170,8,"skw",0.8,0.79,0.89,0.89,0.67
170,9,"skw",0.8,0.79,0.49,0.89,0.67
170,10,"skw",0.87,0.87,0.69,0.87,0.67
170,11,"skw",0.39,0.87,0.39,0.87,0.69
170,12,"cosw",0.59,0.59,0.59,0.59,0.59
170,13,"cosw",0.87,0.59,0.87,0.59,0.59
170,14,"cosw",0.89,0.39,0.89,0.49,0.67
170,15,"cosw",0.82,0.5,0.69,0.69,0.65
170,16,"coso",0.67,0.67,0.67,0.39,0.65
170,17,"coso",0.67,0.67,0.67,0.39,0.65
170,18,"coso",0.69,0.69,0.69,0.39,0.65
170,19,"coso",0.69,0.87,0.69,0.29,0.65
171,1,"skw",0.59,0.89,0.59,0.89,0.59
171,2,"skw",0.89,0.89,0.89,0.79,0.67
171,3,"skw",0.89,0.99,0.89,0.59,0.67
171,4,"skw",0.49,0.89,0.49,0.89,0.67
171,5,"skw",0.69,0.39,0.69,0.39,0.67
171,6,"skw",0.39,0.87,0.39,0.87,0.67
171,7,"cosw",0.89,0.59,0.89,0.49,0.67
171,8,"cosw",0.81,0.69,0.82,0.69,0.65
171,9,"sko",0.89,0.99,0.89,0.59,0.67
171,10,"sko",0.33,0.79,0.33,0.79,0.67
172,1,"skw",0.69,0.84,0.69,0.89,0.59
172,2,"skw",0.29,0.39,0.89,0.39,0.67
172,3,"sko",0.89,0.89,0.89,0.89,0.59
172,4,"pw",0.89,0.99,0.89,0.59,0.67
173,1,"skw",0.69,0.84,0.69,0.84,0.59
173,2,"skw",0.49,0.39,0.89,0.39,0.67
173,3,"cosw",0.69,0.87,0.69,0.69,0.65
173,4,"cosw",0.69,0.87,0.69,0.69,0.65
174,1,"skw",0.69,0.84,0.69,0.84,0.59
174,2,"skw",0.49,0.79,0.89,0.79,0.67
174,3,"skw",0.49,0.89,0.89,0.45,0.67
174,4,"skw",0.49,0.49,0.89,0.49,0.67
174,5,"cosw",0.69,0.59,0.59,0.59,0.59
174,6,"sko",0.69,0.84,0.69,0.84,0.59
174,7,"sko",0.89,0.39,0.49,0.39,0.67
174,8,"sko",0.33,0.79,0.89,0.79,0.67
174,9,"coso",0.87,0.59,0.87,0.59,0.59
174,10,"coso",0.67,0.67,0.67,0.39,0.65
174,11,"coso",0.69,0.87,0.69,0.29,0.65
174,12,"pw",0.89,0.89,0.89,0.89,0.59
175,1,"cosw",0.69,0.68,0.69,0.68,0.59
176,1,"skw",0.49,0.89,0.89,0.45,0.67
176,2,"cosw",0.69,0.59,0.59,0.59,0.59
176,3,"cosw",0.87,0.59,0.87,0.59,0.59
176,4,"cosw",0.69,0.89,0.69,0.89,0.67
176,5,"cosw",0.89,0.39,0.89,0.39,0.67
176,6,"cosw",0.89,0.59,0.89,0.39,0.67
176,7,"cosw",0.69,0.87,0.69,0.87,0.69
176,8,"cosw",0.81,0.69,0.82,0.69,0.65
176,9,"coso",0.69,0.69,0.69,0.39,0.65
176,10,"coso",0.81,0.69,0.81,0.19,0.65
176,11,"coso",0.81,0.69,0.81,0.19,0.65
177,1,"skw",0.69,0.84,0.69,0.84,0.59
177,2,"skw",0.69,0.84,0.69,0.84,0.59
177,3,"skw",0.29,0.39,0.89,0.39,0.67
177,4,"skw",0.29,0.39,0.89,0.39,0.67
177,5,"coso",0.67,0.67,0.67,0.39,0.65
177,6,"pw",0.69,0.39,0.69,0.39,0.67
178,1,"skw",0.69,0.84,0.69,0.84,0.59
178,2,"skw",0.49,0.49,0.89,0.49,0.67
178,3,"sko",0.59,0.59,0.59,0.59,0.59
178,4,"sko",0.89,0.39,0.89,0.39,0.67
179,1,"skw",0.69,0.89,0.69,0.89,0.59
180,1,"skw",0.69,0.84,0.69,0.89,0.59
181,1,"skw",0.89,0.79,0.89,0.89,0.67
181,2,"skw",0.49,0.89,0.89,0.45,0.67
181,3,"skw",0.29,0.39,0.89,0.39,0.67
181,4,"skw",0.69,0.89,0.69,0.89,0.67
181,5,"cosw",0.49,0.89,0.49,0.89,0.67
181,6,"coso",0.67,0.67,0.67,0.39,0.65
182,1,"skw",0.49,0.49,0.89,0.49,0.67
182,2,"cosw",0.69,0.5,0.69,0.69,0.65
182,3,"coso",0.89,0.39,0.89,0.89,0.67
183,1,"sko",0.59,0.59,0.69,0.59,0.59
184,1,"skw",0.89,0.89,0.89,0.89,0.59
184,2,"skw",0.59,0.89,0.89,0.89,0.59
184,3,"cosw",0.89,0.89,0.89,0.59,0.67
185,1,"skw",0.49,0.89,0.89,0.45,0.67
185,2,"skw",0.49,0.49,0.89,0.49,0.67
185,3,"skw",0.89,0.89,0.49,0.89,0.67
185,4,"sko",0.69,0.89,0.69,0.89,0.59
185,5,"sko",0.89,0.89,0.89,0.89,0.59
185,6,"sko",0.87,0.69,0.89,0.89,0.59
185,7,"sko",0.87,0.84,0.87,0.84,0.59
185,8,"sko",0.69,0.84,0.69,0.89,0.59
185,9,"sko",0.69,0.84,0.69,0.89,0.59
185,10,"sko",0.89,0.89,0.89,0.89,0.59
185,11,"sko",0.59,0.89,0.89,0.89,0.59
185,12,"sko",0.89,0.79,0.89,0.79,0.67
185,13,"sko",0.29,0.89,0.89,0.89,0.67
185,14,"sko",0.49,0.89,0.69,0.79,0.67
185,15,"sko",0.89,0.79,0.89,0.79,0.67
185,16,"sko",0.89,0.79,0.89,0.59,0.67
185,17,"coso",0.59,0.59,0.59,0.59,0.59
186,1,"cosw",0.69,0.39,0.69,0.39,0.65
187,1,"skw",0.89,0.89,0.89,0.79,0.67
187,2,"skw",0.29,0.39,0.89,0.39,0.67
187,3,"skw",0.29,0.39,0.89,0.39,0.67
187,4,"skw",0.49,0.49,0.89,0.49,0.67
187,5,"sko",0.69,0.89,0.69,0.89,0.59
187,6,"sko",0.69,0.89,0.85,0.89,0.59
187,7,"coso",0.67,0.67,0.67,0.39,0.65
187,8,"coso",0.69,0.69,0.69,0.39,0.65
187,9,"coso",0.69,0.69,0.69,0.5,0.65
187,10,"coso",0.69,0.87,0.69,0.29,0.65
187,11,"coso",0.69,0.87,0.69,0.29,0.65
187,12,"pw",0.69,0.89,0.69,0.89,0.59
187,13,"pw",0.87,0.59,0.87,0.89,0.59
187,14,"pw",0.69,0.84,0.69,0.84,0.59
187,15,"pw",0.89,0.89,0.89,0.89,0.59
187,16,"pw",0.89,0.89,0.89,0.89,0.59
187,17,"pw",0.89,0.89,0.89,0.89,0.59
187,18,"pw",0.89,0.89,0.89,0.89,0.59
187,19,"pw",0.89,0.89,0.89,0.89,0.59
187,20,"pw",0.89,0.79,0.89,0.79,0.67
187,21,"pw",0.69,0.89,0.69,0.89,0.67
187,22,"pw",0.89,0.99,0.89,0.59,0.67
187,23,"pw",0.33,0.79,0.33,0.79,0.67
187,24,"pw",0.69,0.79,0.69,0.89,0.67
187,25,"pw",0.89,0.79,0.89,0.89,0.67
187,26,"pw",0.49,0.79,0.49,0.89,0.67
187,27,"pw",0.89,0.79,0.89,0.89,0.67
187,28,"pw",0.37,0.87,0.37,0.87,0.67
187,29,"pw",0.69,0.87,0.69,0.87,0.69
187,30,"pw",0.67,0.67,0.67,0.69,0.65
187,31,"pw",0.81,0.69,0.82,0.69,0.65
187,32,"pw",0.81,0.69,0.81,0.69,0.65
188,1,"cosw",0.87,0.59,0.87,0.59,0.59
189,1,"skw",0.49,0.39,0.89,0.39,0.67
189,2,"cosw",0.87,0.59,0.87,0.59,0.59
189,3,"sko",0.69,0.89,0.69,0.89,0.59
189,4,"sko",0.89,0.39,0.49,0.39,0.67
190,1,"skw",0.69,0.84,0.69,0.84,0.59
190,2,"skw",0.84,0.84,0.84,0.89,0.59
190,3,"cosw",0.59,0.59,0.59,0.59,0.59
190,4,"pw",0.89,0.89,0.89,0.89,0.59
190,5,"pw",0.79,0.84,0.79,0.84,0.59
191,1,"skw",0.89,0.89,0.89,0.45,0.67
191,2,"skw",0.89,0.89,0.49,0.79,0.67
192,1,"skw",0.69,0.84,0.69,0.84,0.59
192,2,"skw",0.69,0.84,0.69,0.84,0.59
192,3,"pw",0.89,0.89,0.89,0.79,0.67
192,4,"pw",0.89,0.79,0.89,0.79,0.67
193,1,"cosw",0.87,0.59,0.87,0.59,0.59
194,1,"skw",0.69,0.89,0.69,0.89,0.7
194,2,"skw",0.89,0.89,0.89,0.89,0.59
194,3,"skw",0.87,0.59,0.87,0.59,0.59
194,4,"skw",0.87,0.84,0.87,0.84,0.59
194,5,"skw",0.69,0.84,0.69,0.84,0.59
194,6,"skw",0.69,0.84,0.69,0.84,0.59
194,7,"skw",0.79,0.84,0.79,0.84,0.59
194,8,"skw",0.84,0.84,0.84,0.89,0.59
194,9,"skw",0.69,0.84,0.69,0.89,0.59
194,10,"skw",0.69,0.89,0.69,0.89,0.59
194,11,"skw",0.69,0.89,0.69,0.89,0.67
194,12,"skw",0.87,0.99,0.89,0.59,0.67
194,13,"skw",0.89,0.79,0.69,0.79,0.67
194,14,"skw",0.87,0.87,0.39,0.87,0.67
194,15,"skw",0.82,0.87,0.69,0.87,0.69
194,16,"skw",0.82,0.67,0.39,0.87,0.69
194,17,"skw",0.82,0.67,0.67,0.67,0.69
194,18,"skw",0.82,0.67,0.67,0.69,0.65
194,19,"skw",0.82,0.67,0.67,0.69,0.65
194,20,"skw",0.89,0.39,0.69,0.39,0.65
194,21,"skw",0.82,0.57,0.82,0.57,0.65
194,22,"skw",0.87,0.59,0.82,0.59,0.65
194,23,"skw",0.87,0.87,0.29,0.87,0.65
194,24,"cosw",0.69,0.59,0.69,0.39,0.67
194,25,"cosw",0.69,0.69,0.69,0.69,0.67
194,26,"cosw",0.69,0.87,0.69,0.39,0.65
194,27,"cosw",0.69,0.5,0.69,0.69,0.65
194,28,"cosw",0.81,0.87,0.81,0.19,0.65
194,29,"sko",0.69,0.84,0.69,0.84,0.59
194,30,"sko",0.79,0.84,0.79,0.89,0.59
194,31,"sko",0.59,0.89,0.89,0.89,0.59
194,32,"coso",0.89,0.89,0.89,0.89,0.67
194,33,"coso",0.69,0.39,0.69,0.59,0.67
194,34,"coso",0.69,0.69,0.69,0.69,0.67
194,35,"coso",0.39,0.87,0.39,0.87,0.67
194,36,"coso",0.69,0.69,0.69,0.39,0.65
195,1,"skw",0.69,0.84,0.69,0.89,0.59
195,2,"sko",0.69,0.84,0.69,0.84,0.59
195,3,"sko",0.89,0.79,0.49,0.89,0.67
195,4,"coso",0.87,0.59,0.87,0.59,0.59
195,5,"coso",0.89,0.39,0.89,0.39,0.67
195,6,"coso",0.89,0.39,0.89,0.59,0.67
195,7,"coso",0.67,0.67,0.67,0.39,0.65
195,8,"coso",0.69,0.69,0.69,0.5,0.65
195,9,"coso",0.69,0.87,0.69,0.29,0.65
196,1,"skw",0.69,0.89,0.69,0.89,0.59
196,2,"pw",0.89,0.79,0.89,0.89,0.67
196,3,"pw",0.69,0.69,0.69,0.69,0.67
196,4,"pw",0.69,0.87,0.69,0.87,0.67
196,5,"pw",0.69,0.87,0.69,0.87,0.67
196,6,"pw",0.69,0.87,0.69,0.87,0.69
196,7,"pw",0.81,0.69,0.82,0.69,0.65
197,1,"skw",0.69,0.84,0.69,0.84,0.59
197,2,"skw",0.69,0.84,0.69,0.84,0.59
197,3,"skw",0.49,0.49,0.89,0.49,0.67
197,4,"cosw",0.89,0.89,0.89,0.89,0.59
197,5,"cosw",0.87,0.84,0.87,0.84,0.59
197,6,"cosw",0.69,0.84,0.69,0.84,0.59
197,7,"cosw",0.89,0.79,0.89,0.79,0.67
197,8,"cosw",0.89,0.79,0.89,0.79,0.67
197,9,"cosw",0.49,0.89,0.49,0.89,0.67
197,10,"cosw",0.69,0.87,0.69,0.69,0.67
197,11,"cosw",0.89,0.87,0.69,0.69,0.67
197,12,"cosw",0.67,0.67,0.67,0.67,0.65
197,13,"cosw",0.29,0.87,0.29,0.87,0.65
197,14,"cosw",0.69,0.69,0.69,0.69,0.65
198,1,"skw",0.49,0.89,0.89,0.45,0.67
198,2,"cosw",0.69,0.5,0.69,0.69,0.65
198,3,"sko",0.69,0.84,0.69,0.89,0.59
198,4,"sko",0.89,0.89,0.59,0.89,0.59
198,5,"coso",0.67,0.67,0.67,0.39,0.65
198,6,"coso",0.69,0.69,0.69,0.39,0.65
198,7,"pw",0.69,0.89,0.69,0.89,0.59
199,1,"skw",0.69,0.89,0.69,0.89,0.7
199,2,"skw",0.69,0.84,0.69,0.84,0.59
199,3,"skw",0.49,0.49,0.89,0.49,0.67
199,4,"cosw",0.69,0.5,0.69,0.69,0.65
199,5,"sko",0.69,0.84,0.69,0.84,0.59
199,6,"sko",0.69,0.84,0.69,0.84,0.59
199,7,"coso",0.87,0.59,0.87,0.59,0.59
199,8,"coso",0.67,0.67,0.67,0.39,0.65
200,1,"skw",0.89,0.79,0.89,0.79,0.67
200,2,"skw",0.89,0.79,0.89,0.79,0.67
200,3,"skw",0.82,0.65,0.69,0.65,0.65
201,1,"cosw",0.87,0.59,0.87,0.59,0.59
202,1,"sko",0.69,0.84,0.69,0.84,0.59
203,1,"skw",0.69,0.84,0.69,0.89,0.59
203,2,"skw",0.59,0.89,0.59,0.89,0.59
203,3,"skw",0.29,0.89,0.29,0.89,0.67
203,4,"skw",0.49,0.89,0.49,0.79,0.67
203,5,"skw",0.59,0.89,0.49,0.79,0.67
203,6,"cosw",0.87,0.59,0.87,0.59,0.59
203,7,"cosw",0.89,0.59,0.89,0.39,0.67
203,8,"coso",0.87,0.59,0.87,0.59,0.59
203,9,"coso",0.67,0.67,0.67,0.39,0.65
203,10,"pw",0.69,0.84,0.69,0.84,0.59
203,11,"pw",0.89,0.79,0.89,0.59,0.67
203,12,"pw",0.89,0.99,0.89,0.59,0.67
204,1,"skw",0.49,0.79,0.89,0.79,0.67
204,2,"skw",0.59,0.39,0.69,0.39,0.65
204,3,"cosw",0.87,0.59,0.87,0.59,0.59
204,4,"cosw",0.69,0.5,0.69,0.69,0.65
204,5,"coso",0.69,0.69,0.69,0.39,0.65
