"tmathssk","treadssk","classk","totexpk","sex","freelunk","race","schidkn"
576,485,"regular.with.aide",17,"boy","no","white",58
405,391,"regular",18,"boy","no","black",25
473,434,"regular",6,"girl","yes","black",24
463,430,"regular",9,"boy","yes","black",28
459,411,"regular.with.aide",2,"girl","no","white",71
423,382,"regular",13,"boy","no","white",56
513,532,"regular.with.aide",20,"girl","no","white",3
513,443,"regular",0,"boy","no","white",17
506,450,"regular.with.aide",14,"girl","no","white",36
528,468,"small.class",2,"boy","yes","black",30
459,410,"small.class",8,"boy","yes","white",76
463,421,"regular.with.aide",17,"boy","no","white",43
429,408,"regular.with.aide",5,"boy","yes","black",28
489,428,"small.class",13,"girl","no","black",24
576,460,"regular.with.aide",10,"girl","yes","black",27
478,410,"regular.with.aide",3,"girl","yes","white",66
489,410,"regular.with.aide",3,"boy","yes","white",7
429,416,"regular.with.aide",14,"girl","no","white",9
449,408,"regular.with.aide",15,"girl","no","white",47
489,419,"regular.with.aide",20,"boy","yes","white",3
454,434,"small.class",11,"boy","no","white",61
528,465,"small.class",8,"girl","no","white",8
484,422,"regular",8,"boy","no","white",78
602,472,"small.class",4,"boy","no","white",7
513,450,"regular",4,"girl","no","white",48
439,395,"regular.with.aide",10,"boy","yes","white",72
513,474,"small.class",11,"girl","no","white",59
473,430,"small.class",15,"girl","no","white",66
494,442,"regular.with.aide",14,"girl","no","white",73
528,430,"regular",5,"boy","yes","white",47
418,393,"small.class",5,"boy","yes","black",17
468,416,"regular.with.aide",7,"boy","no","white",4
528,448,"regular.with.aide",11,"boy","no","white",18
384,382,"regular",13,"boy","no","white",56
449,430,"regular",11,"girl","yes","white",64
454,422,"small.class",8,"boy","no","white",38
439,424,"regular",5,"boy","yes","white",47
489,425,"regular",20,"girl","no","white",64
520,487,"small.class",3,"boy","yes","black",44
434,419,"regular.with.aide",1,"girl","yes","black",14
405,405,"small.class",6,"boy","yes","white",7
468,434,"regular",15,"girl","no","black",26
506,433,"regular",5,"girl","yes","black",29
576,460,"small.class",4,"girl","no","white",40
484,443,"small.class",1,"boy","yes","black",16
494,458,"regular.with.aide",1,"boy","yes","black",14
489,445,"small.class",13,"boy","no","white",9
454,448,"regular.with.aide",9,"boy","no","white",65
576,472,"regular",7,"girl","yes","black",28
484,445,"small.class",7,"girl","no","white",61
559,483,"regular",3,"boy","no","white",10
463,419,"regular.with.aide",5,"boy","yes","black",33
449,422,"regular",11,"girl","yes","white",51
528,453,"regular",10,"girl","yes","white",63
520,487,"regular",0,"girl","yes","black",27
500,448,"small.class",10,"boy","yes","white",18
478,450,"small.class",17,"boy","no","white",36
434,419,"small.class",10,"girl","yes","white",42
478,433,"small.class",15,"boy","yes","white",55
626,483,"regular.with.aide",5,"girl","no","black",21
484,443,"regular.with.aide",17,"boy","yes","black",29
459,410,"small.class",1,"girl","yes","black",33
576,492,"regular",16,"boy","yes","white",68
536,465,"regular.with.aide",17,"girl","no","white",58
449,414,"regular",6,"boy","yes","white",71
536,461,"regular.with.aide",3,"girl","yes","white",7
449,413,"regular.with.aide",17,"boy","yes","black",16
484,424,"regular",13,"girl","no","white",60
513,448,"small.class",12,"girl","no","white",10
494,408,"regular",4,"girl","no","white",35
528,416,"regular.with.aide",5,"girl","yes","white",60
439,403,"regular",4,"girl","yes","black",35
536,467,"small.class",11,"boy","no","white",61
478,437,"regular.with.aide",8,"girl","no","white",61
439,405,"small.class",8,"girl","no","white",8
468,419,"regular.with.aide",12,"boy","yes","white",79
576,467,"regular",0,"girl","no","white",7
536,492,"regular",16,"girl","yes","white",68
547,455,"small.class",10,"girl","no","white",3
423,378,"small.class",6,"boy","yes","white",7
528,451,"regular.with.aide",15,"girl","yes","black",21
484,419,"regular",3,"boy","no","white",56
449,434,"regular.with.aide",13,"girl","no","white",48
547,442,"regular.with.aide",5,"boy","yes","black",21
429,424,"regular.with.aide",5,"girl","yes","black",33
405,395,"regular.with.aide",11,"girl","yes","black",45
454,413,"small.class",5,"girl","no","white",35
513,413,"regular",11,"girl","no","white",51
484,424,"small.class",22,"boy","yes","white",76
536,455,"small.class",9,"boy","no","white",3
463,428,"regular.with.aide",12,"boy","yes","white",63
547,424,"regular.with.aide",8,"girl","no","white",74
449,388,"regular.with.aide",5,"girl","yes","white",39
489,443,"regular",3,"girl","no","white",10
547,468,"small.class",15,"girl","no","black",51
418,378,"regular",13,"boy","yes","white",60
547,458,"regular",13,"girl","no","white",79
463,407,"regular",13,"boy","yes","white",60
513,433,"small.class",6,"boy","yes","black",19
463,421,"small.class",13,"girl","yes","black",14
536,461,"regular",8,"girl","no","white",72
520,405,"regular",0,"boy","yes","black",31
576,538,"regular.with.aide",11,"girl","yes","white",75
494,470,"small.class",8,"girl","no","white",5
500,465,"small.class",4,"boy","no","white",46
626,474,"regular",15,"girl","no","white",7
494,455,"regular.with.aide",20,"girl","no","white",3
405,398,"small.class",2,"boy","yes","black",16
520,433,"small.class",9,"boy","yes","black",22
559,430,"regular.with.aide",8,"girl","no","white",74
423,400,"regular.with.aide",16,"girl","yes","black",22
489,440,"small.class",3,"boy","yes","black",28
439,407,"regular.with.aide",9,"girl","yes","white",53
547,427,"small.class",1,"boy","yes","black",16
478,443,"regular.with.aide",9,"boy","no","white",3
489,500,"regular.with.aide",0,"boy","no","black",19
500,442,"regular",2,"girl","no","white",57
449,425,"regular",13,"boy","yes","white",50
494,434,"regular.with.aide",15,"girl","yes","white",21
412,393,"small.class",12,"boy","no","white",34
468,410,"regular",6,"boy","yes","white",2
423,408,"regular.with.aide",10,"girl","yes","black",24
506,418,"regular.with.aide",12,"boy","no","white",35
489,478,"small.class",7,"girl","no","white",9
536,443,"regular",13,"boy","yes","white",55
449,439,"regular",13,"boy","no","white",55
500,443,"regular",0,"boy","no","white",7
576,476,"regular",11,"girl","no","white",75
392,397,"regular.with.aide",10,"boy","yes","black",28
576,470,"small.class",3,"girl","yes","black",22
626,538,"small.class",13,"girl","yes","black",14
528,447,"regular.with.aide",11,"boy","no","white",75
423,388,"regular",1,"boy","yes","white",6
473,421,"regular",12,"girl","no","white",8
434,410,"regular",8,"boy","yes","black",16
489,443,"regular.with.aide",3,"boy","no","white",58
547,472,"regular.with.aide",11,"girl","no","white",6
468,445,"small.class",2,"girl","yes","white",39
528,439,"small.class",8,"girl","yes","white",76
454,398,"regular.with.aide",0,"boy","yes","black",19
434,407,"regular",11,"boy","yes","white",64
399,403,"regular",12,"boy","yes","black",45
429,400,"small.class",19,"boy","yes","white",64
392,398,"small.class",7,"boy","yes","white",9
399,407,"small.class",6,"boy","no","black",28
513,411,"regular.with.aide",17,"boy","yes","black",2
463,425,"regular.with.aide",17,"girl","no","white",43
392,391,"regular",0,"boy","yes","black",17
536,458,"small.class",11,"girl","yes","black",27
468,411,"regular",8,"boy","no","white",78
528,448,"small.class",11,"boy","no","white",23
489,456,"regular",5,"girl","no","white",9
478,439,"regular.with.aide",11,"boy","no","white",75
478,419,"regular",13,"girl","no","white",8
513,433,"regular.with.aide",10,"boy","no","black",24
463,465,"regular",11,"boy","yes","white",11
602,425,"small.class",9,"boy","yes","black",22
454,430,"regular",10,"girl","yes","black",18
513,456,"regular",6,"girl","yes","black",27
434,422,"regular",2,"boy","yes","black",32
449,422,"regular",15,"boy","no","white",36
478,422,"regular",11,"girl","no","white",75
384,384,"small.class",10,"boy","no","other",42
506,442,"small.class",14,"boy","yes","black",32
449,410,"regular.with.aide",2,"girl","yes","white",71
506,451,"regular.with.aide",20,"girl","yes","black",27
494,425,"regular.with.aide",17,"girl","no","white",43
576,456,"small.class",6,"boy","yes","black",31
418,419,"regular",6,"girl","yes","white",63
418,391,"small.class",6,"boy","yes","white",50
513,433,"small.class",5,"boy","yes","white",67
500,430,"small.class",3,"girl","yes","white",75
439,393,"regular",8,"boy","yes","white",5
473,439,"regular.with.aide",5,"boy","no","white",64
547,439,"small.class",14,"girl","yes","white",1
484,460,"small.class",8,"girl","no","white",58
384,400,"regular.with.aide",3,"boy","yes","black",15
459,402,"small.class",3,"boy","yes","black",45
434,419,"regular.with.aide",7,"girl","yes","white",63
384,402,"small.class",1,"girl","no","black",26
500,436,"regular",4,"girl","no","white",35
473,418,"regular",4,"boy","yes","white",39
500,419,"regular",13,"boy","no","white",55
494,427,"small.class",21,"boy","yes","black",56
429,400,"regular.with.aide",5,"boy","yes","black",28
489,433,"regular",2,"boy","no","white",76
444,422,"regular",17,"boy","no","white",34
463,410,"regular",6,"girl","yes","black",24
463,413,"regular.with.aide",0,"boy","yes","black",44
463,448,"regular",1,"girl","no","white",76
536,443,"regular.with.aide",11,"girl","no","white",75
500,453,"small.class",12,"boy","no","white",54
468,393,"small.class",5,"boy","yes","black",35
434,411,"regular.with.aide",11,"girl","yes","white",6
528,500,"regular.with.aide",11,"girl","yes","black",31
434,414,"regular.with.aide",5,"boy","no","white",51
418,402,"regular",13,"boy","no","white",56
473,418,"small.class",20,"boy","no","black",17
576,463,"regular.with.aide",9,"girl","no","white",7
444,410,"small.class",8,"boy","yes","white",70
468,410,"regular.with.aide",0,"boy","yes","black",44
454,402,"regular.with.aide",13,"girl","yes","white",48
520,476,"regular.with.aide",20,"girl","yes","black",27
468,442,"regular",13,"boy","no","white",54
463,427,"regular.with.aide",3,"girl","no","other",78
375,405,"small.class",21,"girl","yes","black",56
399,393,"regular.with.aide",3,"girl","yes","black",15
500,433,"regular.with.aide",13,"girl","yes","white",55
500,445,"small.class",13,"boy","no","black",24
494,448,"regular",11,"girl","yes","black",22
500,428,"small.class",8,"boy","no","white",49
468,411,"small.class",13,"boy","no","white",8
500,437,"regular",13,"girl","no","white",60
602,470,"small.class",10,"boy","no","white",3
528,433,"regular",4,"girl","yes","white",39
494,461,"small.class",5,"boy","no","other",67
463,413,"regular.with.aide",21,"girl","yes","white",40
559,478,"regular",12,"girl","yes","black",27
494,416,"small.class",20,"boy","no","white",17
468,450,"regular",13,"boy","no","white",74
528,463,"small.class",18,"boy","no","white",41
484,433,"regular.with.aide",6,"girl","no","white",69
494,410,"regular.with.aide",1,"boy","yes","black",19
500,448,"regular",3,"girl","no","white",58
439,448,"regular",7,"girl","yes","black",28
463,439,"regular.with.aide",5,"boy","no","black",28
459,440,"regular",8,"girl","yes","white",3
468,445,"small.class",8,"girl","yes","black",28
547,437,"regular",10,"boy","no","white",70
468,430,"small.class",6,"girl","yes","white",68
484,405,"small.class",6,"girl","yes","white",39
513,439,"regular",5,"boy","no","white",1
500,430,"regular.with.aide",13,"boy","yes","white",48
449,400,"regular",1,"boy","yes","white",76
478,416,"regular.with.aide",5,"girl","no","white",34
520,443,"regular",0,"boy","yes","black",31
449,405,"regular",9,"girl","yes","black",28
418,410,"regular.with.aide",5,"girl","no","black",51
484,436,"regular",13,"girl","no","white",55
513,437,"small.class",2,"girl","yes","white",73
405,400,"small.class",2,"girl","yes","black",28
454,402,"regular",11,"girl","yes","white",64
494,433,"small.class",19,"girl","no","white",64
520,424,"regular.with.aide",12,"girl","no","white",51
439,408,"regular.with.aide",12,"boy","yes","black",20
489,416,"regular",8,"boy","yes","white",78
494,422,"small.class",12,"boy","no","white",79
528,424,"regular.with.aide",1,"girl","yes","black",19
500,580,"small.class",8,"girl","no","white",5
429,397,"regular",8,"boy","yes","white",72
576,460,"small.class",6,"boy","no","white",72
463,398,"regular",13,"girl","yes","white",55
463,416,"regular",8,"boy","yes","black",16
489,487,"regular",13,"boy","no","white",51
434,419,"regular",5,"girl","no","white",37
500,447,"regular.with.aide",11,"girl","no","white",37
459,424,"regular.with.aide",5,"boy","yes","black",28
484,414,"regular",6,"boy","yes","white",2
520,465,"small.class",14,"girl","no","white",59
484,418,"small.class",11,"girl","yes","white",60
468,440,"small.class",11,"girl","no","white",59
459,434,"regular",15,"girl","yes","black",26
528,433,"regular.with.aide",15,"boy","yes","white",47
576,467,"small.class",8,"boy","no","white",41
459,430,"regular.with.aide",7,"girl","no","white",54
468,418,"regular.with.aide",11,"boy","no","white",75
489,418,"regular",11,"boy","no","white",51
459,411,"small.class",9,"girl","no","black",53
429,408,"regular",6,"boy","yes","black",19
423,408,"small.class",10,"boy","no","white",42
454,411,"regular.with.aide",2,"boy","yes","black",32
478,430,"regular",12,"girl","no","white",8
489,565,"small.class",19,"girl","no","white",64
463,416,"regular.with.aide",3,"boy","no","white",78
439,413,"regular",8,"boy","yes","black",16
473,448,"small.class",10,"boy","no","white",42
412,400,"regular.with.aide",0,"boy","yes","black",46
463,428,"regular",13,"girl","no","white",8
444,433,"regular",12,"boy","yes","white",46
520,440,"small.class",8,"boy","no","white",57
484,414,"regular.with.aide",22,"girl","yes","black",33
399,413,"regular",8,"boy","no","white",4
489,453,"regular.with.aide",13,"boy","no","white",80
520,408,"regular",5,"boy","no","white",47
434,403,"regular",0,"boy","no","white",7
576,545,"small.class",19,"boy","no","white",64
423,408,"small.class",10,"boy","yes","black",18
489,428,"small.class",21,"girl","yes","black",15
500,453,"regular",6,"girl","no","black",24
484,424,"regular.with.aide",3,"girl","no","white",66
506,460,"regular.with.aide",18,"girl","no","white",52
449,407,"regular.with.aide",17,"boy","yes","white",2
473,414,"small.class",0,"boy","no","white",4
520,483,"small.class",11,"girl","no","white",11
434,382,"regular.with.aide",27,"boy","no","white",70
434,397,"small.class",2,"boy","yes","black",28
489,425,"small.class",3,"boy","no","white",44
536,492,"small.class",11,"boy","yes","white",11
536,447,"regular",4,"girl","no","white",48
500,418,"small.class",12,"boy","yes","white",2
484,514,"regular.with.aide",13,"boy","yes","white",66
429,410,"regular.with.aide",7,"girl","yes","black",22
478,433,"regular.with.aide",8,"girl","no","white",5
429,408,"regular",4,"boy","no","white",80
528,463,"regular.with.aide",3,"girl","no","white",7
418,427,"regular.with.aide",8,"boy","no","white",61
434,397,"regular",12,"boy","yes","white",8
463,428,"regular.with.aide",13,"girl","yes","white",55
454,439,"regular.with.aide",3,"girl","no","white",42
423,397,"regular.with.aide",11,"girl","yes","white",9
602,538,"small.class",3,"girl","yes","black",22
434,405,"regular",11,"girl","yes","black",22
439,411,"regular.with.aide",17,"boy","no","white",43
500,413,"small.class",2,"girl","yes","black",28
463,518,"regular.with.aide",10,"boy","no","white",72
536,424,"regular.with.aide",12,"girl","yes","white",35
506,514,"regular",14,"boy","no","white",42
434,421,"regular.with.aide",5,"girl","yes","black",33
