"whrswk","hhi","whi","hhi2","education","race","hispanic","experience","kidslt6","kids618","husby","region","wght"
0,"yes","no","yes","12years","white","no",34,0,0,40,"other",168487
0,"yes","no","yes","12years","white","no",16,3,0,0,"other",181472
0,"no","no","no","12years","white","no",44,0,0,8.5,"other",188578
20,"no","no","no","13-15years","white","no",24,1,0,22,"other",92886
0,"no","no","no","<9years","white","no",27,1,3,30,"other",177364
40,"no","yes","no","16years","white","no",35,0,0,0,"other",174523
40,"no","no","no","12years","white","no",4,1,0,2,"other",188710
0,"no","no","no","16years","white","yes",18,1,0,35,"other",100733
0,"yes","no","yes","16years","white","no",31,0,1,35,"other",168487
40,"no","yes","no","12years","black","no",27,0,0,15,"other",160201
38,"no","yes","no","12years","black","no",20,1,0,17,"other",160154
40,"no","no","no","12years","white","no",17,1,0,67.6,"other",136320
40,"yes","no","yes","13-15years","black","no",8,1,0,11,"other",199057
40,"yes","yes","yes","12years","black","yes",14,0,2,24,"other",123833
50,"no","no","no","12years","black","no",41,2,3,0,"other",163227
0,"yes","no","yes","9-11years","white","yes",25.5,0,0,0,"other",76156
0,"yes","no","yes","<9years","black","yes",35,0,0,23,"other",88905
0,"yes","no","yes","9-11years","white","yes",15.5,1,2,30,"other",101379
40,"yes","yes","yes","12years","white","no",9,0,0,21,"other",181378
40,"yes","no","yes","12years","white","no",28,0,0,38,"other",175700
40,"yes","no","yes","12years","white","yes",25,0,1,40,"other",78200
0,"yes","no","yes","12years","white","no",21,0,2,53,"other",149055
40,"yes","yes","yes","12years","white","no",36,0,0,35,"other",139278
40,"yes","yes","yes","12years","white","yes",18,2,1,28.6,"other",82510
40,"yes","no","yes","12years","white","yes",10,0,0,11,"other",63156
40,"no","yes","no","<9years","white","no",34,0,0,0,"other",153853
38,"no","yes","yes","12years","white","yes",9,1,0,19,"other",66033
40,"no","yes","no","12years","white","no",16,1,0,0,"other",77845
38,"yes","yes","yes","12years","white","yes",27,0,1,35,"other",94600
35,"yes","no","yes","12years","white","no",8,0,0,18.624,"other",181378
0,"no","no","no","9-11years","white","no",36.5,0,0,0,"other",168487
0,"yes","no","yes","13-15years","white","no",23,2,0,22,"other",177364
0,"yes","no","yes","13-15years","white","yes",15,3,0,60,"other",96791
40,"no","no","no","13-15years","white","yes",3,2,0,16,"other",80080
0,"yes","no","yes","<9years","white","yes",15,1,0,15.365,"other",77105
30,"no","yes","no","12years","white","yes",7,2,0,0,"other",83876
40,"yes","no","yes","13-15years","black","no",11,0,0,35,"other",232172
0,"no","no","no","12years","white","no",14,1,0,0,"other",136320
0,"yes","no","yes","12years","white","no",41,0,0,4,"other",174523
40,"no","yes","no","13-15years","white","yes",24,0,1,30,"other",94600
0,"no","no","no","9-11years","white","yes",38.5,0,0,0,"other",86796
0,"yes","no","yes","12years","white","no",23,0,2,0,"other",177364
0,"yes","no","yes","16years","white","no",4,2,0,50,"other",181378
10,"no","no","no","12years","white","yes",15,1,1,6,"other",96791
40,"no","yes","no","13-15years","white","no",35,0,0,9,"other",168487
0,"no","no","no","9-11years","white","yes",8.5,0,0,12,"other",83876
40,"no","yes","no","13-15years","white","yes",3,2,0,20,"other",80080
0,"no","no","no","9-11years","white","no",19.5,0,2,0,"other",180315
40,"no","yes","yes","16years","white","no",13,0,0,40,"other",181472
0,"no","no","no","13-15years","white","yes",4,0,0,15.6,"other",83876
40,"no","yes","no","12years","white","no",12,1,1,22,"other",136320
40,"no","yes","no","12years","white","yes",14,1,0,0,"other",101379
0,"no","no","no","<9years","white","yes",35,0,0,0,"other",93712
40,"yes","no","yes","<9years","black","yes",34,0,0,29,"other",88905
0,"yes","no","yes","12years","white","yes",41,0,0,18.2,"other",89905
40,"yes","no","yes","13-15years","white","yes",7,0,0,50,"other",76968
25,"yes","no","yes","12years","white","yes",29,0,0,26.624,"other",93712
35,"yes","yes","yes","9-11years","white","yes",36.5,0,0,22,"other",86796
0,"no","no","no","12years","white","yes",17,0,3,13,"other",101379
40,"yes","no","yes","<9years","white","no",35,0,2,22.5,"other",161806
35,"yes","no","yes","16years","white","no",18,0,0,30,"other",136320
40,"no","no","no","9-11years","white","yes",38.5,0,0,13.2,"other",90910
0,"no","no","no","12years","white","yes",21,2,2,0,"other",96174
42,"yes","yes","yes","16years","white","no",9,0,0,33,"other",150011
0,"yes","no","yes","12years","white","no",28,0,2,51,"other",145240
0,"yes","no","yes","12years","white","no",26,2,1,70,"other",155310
40,"yes","no","yes","9-11years","white","yes",3.5,0,0,35,"other",91050
0,"yes","no","yes","12years","white","no",15,3,1,62.5,"other",150011
40,"yes","yes","yes","13-15years","white","no",36,0,0,44,"other",144268
25,"no","yes","no","13-15years","white","no",12,1,2,48,"other",150011
0,"yes","no","yes","12years","white","no",37,0,0,40,"other",139278
0,"yes","no","yes","12years","white","no",46,0,0,55,"other",149200
3,"no","yes","no","16years","white","no",27,0,0,99.999,"other",145240
40,"yes","yes","yes","16years","white","no",14,0,1,52,"other",149055
0,"yes","no","yes","12years","white","no",43,0,0,70,"other",155886
8,"yes","no","yes","13-15years","white","no",15,3,0,25,"other",150011
40,"yes","yes","yes",">16years","white","no",24,0,0,50,"other",145240
55,"yes","yes","yes","16years","white","no",25,0,2,40,"other",133755
40,"yes","no","yes","16years","black","no",42,0,0,37,"other",219449
40,"no","yes","no","12years","black","no",27,0,0,26,"other",132428
45,"yes","no","yes",">16years","black","no",27,0,0,29,"other",151444
40,"yes","no","yes","13-15years","black","no",24,0,1,40,"other",132428
0,"yes","no","yes","16years","white","no",13,3,1,46,"other",112688
12,"yes","no","yes","13-15years","white","no",16,0,2,99.999,"other",149055
40,"yes","no","yes","16years","white","no",7,0,0,63,"other",143403
40,"yes","no","yes","12years","white","yes",10,2,0,30,"other",61462
35,"yes","no","yes","12years","black","no",32,0,0,40,"other",137790
0,"yes","no","yes","12years","white","no",21,2,1,19,"other",149055
0,"no","no","no","16years","white","no",9,2,0,9,"other",150011
30,"no","yes","yes","16years","white","no",19,0,2,52,"other",146616
0,"yes","no","yes","12years","white","yes",17,0,3,32,"other",80812
0,"yes","no","yes","12years","white","no",45,0,0,68,"other",165130
0,"yes","no","yes","12years","white","no",23,0,2,38,"other",58476
40,"no","yes","no","12years","black","no",8,0,0,4,"other",164548
40,"yes","no","yes","13-15years","black","no",27,0,0,68.7,"other",137790
40,"yes","no","yes","12years","black","no",29,0,0,0,"other",137790
40,"no","no","no","12years","black","no",26,0,1,0,"other",132428
32,"yes","no","yes","13-15years","white","no",23,0,1,35,"other",92641
12,"yes","no","yes","12years","white","no",29,0,0,45,"other",91772
40,"yes","yes","yes","9-11years","white","no",30.5,0,1,65,"other",84514
30,"yes","no","yes","<9years","white","no",20,0,2,10,"other",73720
0,"no","no","no","12years","white","no",41,0,0,16.8,"other",175559
35,"yes","no","yes","12years","white","no",15,1,2,43,"other",182549
50,"no","yes","yes","16years","white","no",25,0,0,13.7,"other",94652
40,"no","no","no","12years","white","no",30,0,1,0,"other",94652
40,"yes","yes","yes","12years","white","no",33,0,0,22,"other",90767
40,"no","yes","no","12years","white","no",32,0,0,23.8,"other",94652
60,"no","yes","no","12years","white","no",29,0,0,20,"other",175589
3,"no","no","no","9-11years","white","no",38.5,0,1,0,"other",168381
15,"yes","no","yes","12years","white","no",29,0,1,50,"other",175589
40,"yes","no","yes","13-15years","white","no",25,0,1,47,"other",91410
40,"no","yes","no","13-15years","white","no",25,0,1,0,"other",91410
30,"yes","no","yes","16years","white","no",7,1,0,29.99,"other",89407
20,"yes","no","yes","12years","white","no",14,0,2,26,"other",94786
32,"yes","no","yes","13-15years","white","no",3,1,0,11.648,"other",98567
40,"yes","no","yes","12years","white","no",21,0,2,25,"other",50860
20,"yes","no","yes","13-15years","white","no",15,0,2,45,"other",51187
40,"yes","no","yes","12years","white","no",6,1,0,20,"other",53228
40,"no","yes","yes","12years","white","no",25,0,2,0,"other",50028
40,"no","yes","no","13-15years","white","no",34,0,0,0,"other",47524
28,"no","yes","no","16years","white","no",9,3,0,20,"other",51187
43,"yes","yes","yes","12years","white","no",33,0,0,30,"other",173240
10,"yes","no","yes","13-15years","white","no",20,0,3,99.999,"other",190237
60,"yes","no","yes","16years","white","no",30,0,0,99.999,"other",177758
4,"yes","no","yes","16years","white","no",32,0,0,99.999,"other",177758
28,"no","yes","no","16years","white","no",15,1,1,35,"other",93815
43,"yes","no","yes","13-15years","white","no",30,0,0,15,"other",91414
0,"no","no","no","12years","white","no",32,0,0,0,"other",95016
20,"no","no","yes","16years","white","no",6,0,0,11.746,"other",93814
42,"yes","no","yes","12years","white","no",18,1,1,65,"other",74528
35,"yes","yes","yes","12years","white","no",33,0,4,30,"other",139278
20,"yes","no","yes","12years","white","no",26,0,2,30,"other",112688
0,"yes","no","yes","12years","white","no",21,1,2,83,"other",149055
0,"yes","no","yes","13-15years","white","no",22,2,1,42,"other",146616
0,"no","no","no","12years","white","yes",38,0,0,0,"other",75063
40,"no","yes","no","12years","white","no",12,1,0,25,"other",179668
25,"yes","yes","yes","13-15years","white","no",19,0,1,66,"other",186750
40,"yes","no","yes","13-15years","white","no",2,0,0,27,"other",195445
30,"yes","no","yes","12years","white","no",18,0,1,44,"other",186750
40,"yes","no","yes","12years","white","no",24,0,0,33,"other",183694
55,"no","yes","yes",">16years","white","no",15,0,0,174.999,"other",184994
65,"no","yes","no",">16years","white","no",32,0,0,99.999,"other",179052
0,"yes","no","yes","16years","white","no",20,0,2,90,"other",181966
40,"yes","yes","yes","16years","white","no",8,0,0,47,"other",187745
0,"yes","no","yes","13-15years","white","no",23,0,0,90,"other",191951
20,"no","yes","no",">16years","white","no",14,2,0,90,"other",195145
0,"no","no","no","<9years","white","no",33,0,1,0,"other",180259
25,"no","no","no","12years","white","yes",10,0,0,12,"other",75526
3,"no","no","no","12years","white","yes",22,0,2,3,"other",98669
30,"yes","no","yes","12years","white","no",25,0,3,45.82,"other",95336
20,"yes","no","yes","12years","white","no",29,0,1,43.677,"other",180259
0,"yes","no","yes","13-15years","white","no",10,2,0,50,"other",177979
40,"no","yes","no","16years","white","no",13,0,0,30,"other",108122
40,"no","yes","no","12years","white","no",4,1,0,6,"other",118011
12,"no","no","no","13-15years","white","no",4,0,0,12,"other",98567
0,"no","no","no","12years","white","no",3,0,0,14,"other",98567
40,"yes","yes","yes","13-15years","white","no",32,0,0,38,"other",86835
24,"yes","yes","yes","13-15years","white","no",28,0,0,24.5,"other",90553
25,"yes","no","yes","13-15years","white","no",19,1,1,32.5,"other",92931
40,"yes","yes","yes","16years","white","no",19,1,1,28.2,"other",92641
12,"yes","no","yes",">16years","white","no",7,1,0,50,"other",186591
60,"no","yes","yes",">16years","white","no",12,0,0,78,"other",183906
40,"no","yes","yes",">16years","white","no",12,0,0,43,"other",183906
24,"yes","no","yes","13-15years","white","no",28,0,0,40,"other",179200
36,"yes","yes","yes","16years","white","no",2,0,0,48,"other",192470
0,"yes","no","yes","13-15years","white","no",22,0,5,0,"other",180897
40,"yes","no","yes","13-15years","white","no",19,0,2,90,"other",183906
5,"no","no","no","13-15years","white","no",33,0,0,15,"other",171843
0,"yes","no","yes","16years","white","no",11,2,0,0,"other",185087
40,"yes","no","yes","12years","black","no",27,0,1,45,"other",162124
25,"yes","no","yes","12years","white","no",19,0,3,48,"other",146012
40,"no","yes","no","16years","white","no",21,0,1,28.6,"other",182367
20,"yes","no","yes","13-15years","white","no",5,2,0,48,"other",194034
0,"yes","no","yes","12years","white","no",37,0,0,16,"other",173240
0,"no","no","no","9-11years","white","no",37.5,0,0,21,"other",173240
35,"yes","no","yes",">16years","black","no",11,1,1,34,"other",145190
0,"no","no","no","12years","white","no",22,0,2,0,"other",112761
50,"no","yes","no",">16years","white","no",6,0,0,77,"other",112688
35,"no","yes","yes","16years","white","no",22,0,2,33,"other",146616
30,"no","yes","yes","13-15years","white","no",16,0,3,45,"other",149055
30,"no","yes","yes","<9years","white","no",41,0,1,22,"other",139278
15,"yes","no","yes","12years","white","no",45,0,0,0.21,"other",155886
40,"yes","yes","yes","13-15years","white","no",10,0,0,50,"other",143403
40,"no","no","no","16years","white","no",14,1,1,0,"other",74528
40,"no","yes","yes","12years","white","no",33,0,0,40,"other",139278
40,"no","no","no",">16years","white","yes",22,0,0,99.999,"other",78241
35,"yes","no","yes","16years","white","no",10,0,2,58,"other",150011
30,"yes","yes","yes","16years","white","no",24,0,2,85,"other",145240
35,"no","yes","yes","12years","white","yes",28,0,0,60,"other",77466
35,"yes","yes","yes","12years","white","no",22,0,2,40,"other",149055
40,"no","yes","yes","16years","white","no",16,0,0,80,"other",149055
15,"yes","no","yes","13-15years","white","no",7,1,0,30.15,"other",51124
24,"no","yes","no",">16years","white","no",18,2,0,38,"other",49992
31,"no","yes","yes","16years","white","no",19,3,0,12,"other",49992
0,"yes","no","yes","16years","white","no",20,1,2,55,"other",49992
40,"no","yes","no","16years","white","no",19,0,4,7.8,"other",181966
40,"no","yes","no","12years","white","no",41,0,0,5,"other",179052
0,"yes","no","yes","12years","white","no",29,0,2,19.5,"other",90129
35,"no","no","no","13-15years","white","no",20,0,2,2,"other",97209
36,"no","yes","yes","16years","white","no",21,0,0,35,"other",95618
40,"no","yes","no","12years","white","no",20,1,2,23.288,"other",97209
45,"no","yes","no","12years","white","no",15,2,0,36,"other",97833
40,"no","yes","no","13-15years","white","no",27,0,2,40.775,"other",94721
0,"no","no","no","<9years","white","no",46,0,0,0,"other",93741
40,"no","yes","no","12years","white","no",18,0,1,0,"other",73222
44,"yes","yes","yes","12years","white","no",27,0,0,33,"other",177252
30,"yes","yes","yes","12years","white","no",27,0,2,23,"other",177252
24,"yes","yes","yes","12years","white","no",27,0,2,25,"other",177252
40,"no","yes","no","12years","white","no",39,0,0,28,"other",174414
40,"no","yes","no","13-15years","white","no",25,0,2,50,"other",146616
40,"yes","no","yes","16years","white","no",25,0,2,99.999,"other",145240
30,"yes","no","yes","13-15years","white","no",29,0,0,99.999,"other",145240
40,"yes","no","yes","13-15years","white","no",26,0,1,60,"other",145240
40,"no","yes","no",">16years","white","no",26,0,0,0,"other",145240
8,"no","no","no","9-11years","white","yes",27.5,0,1,70,"other",156400
0,"no","no","no","12years","white","no",2,0,0,10.5,"other",134928
40,"yes","yes","yes","12years","white","no",9,0,1,35,"other",149934
40,"yes","yes","yes","12years","white","no",26,0,0,35,"other",146616
0,"no","no","no","9-11years","white","no",23.5,0,1,31.5,"other",149055
38,"no","yes","no","12years","white","no",15,2,1,32,"other",182549
23,"yes","yes","yes","16years","white","no",27,0,1,26,"other",179110
20,"no","yes","no","12years","white","no",47,0,0,2.4,"other",183993
0,"no","yes","no","12years","white","no",45,0,0,0,"other",188459
20,"yes","no","yes","<9years","white","no",47,0,0,0,"other",188459
0,"yes","no","yes","13-15years","white","no",21,0,0,35,"other",72580
15,"no","no","no","12years","black","no",12,0,0,18,"other",79540
0,"no","no","no","12years","white","no",45,0,0,2.405,"other",75352
40,"yes","no","yes","13-15years","white","no",19,0,0,40,"other",206272
50,"no","yes","no",">16years","white","no",17,0,0,37,"other",109022
30,"yes","no","yes","12years","white","no",26,0,1,35,"other",109022
40,"no","yes","no","<9years","white","no",43,0,0,16,"other",107276
40,"yes","no","yes","13-15years","white","no",11,0,2,24.284,"other",111547
30,"no","no","no","13-15years","white","no",26,0,0,0,"other",176742
