"occupation","region","nkids","nkids2","nadults","lnx","stobacco","salcohol","age"
"inactself","walloon",0,0,2,13.43063,0.0846394,0.0020278,4
"inactself","walloon",0,0,2,13.92089,0,0.0133053,4
"whitecol","walloon",1,0,3,13.85039,0.023409,0.0360059,2
"whitecol","walloon",0,0,4,14.2787,0.0194069,0.0290499,2
"inactself","walloon",1,0,1,13.52283,0.0270147,0,3
"inactself","walloon",4,0,2,13.33066,0.0984756,0,1
"inactself","walloon",0,0,1,13.20429,0.1022173,0.0849329,4
"inactself","walloon",2,0,2,14.16401,0.0167431,0.0144226,1
"inactself","walloon",0,0,1,12.89581,0.0022577,0.0046659,0
"bluecol","walloon",2,0,2,13.45506,0.0378054,0.0163818,2
"inactself","walloon",2,0,2,13.94744,0,0.0110216,2
"inactself","walloon",0,0,1,12.50538,0.0373631,0.0441685,0
"inactself","walloon",0,0,2,13.84554,0,0.0280333,4
"bluecol","walloon",0,0,2,13.60644,0,0.0278502,0
"bluecol","walloon",0,1,2,13.12172,0,0.0050673,2
"inactself","walloon",0,0,2,14.01401,0.0141935,0.041067,4
"inactself","walloon",0,0,2,13.7802,0.0124065,0.0387485,4
"inactself","walloon",0,0,1,12.8343,0,0.0098597,1
"inactself","walloon",2,0,3,13.09237,0,0.0066773,2
"inactself","walloon",0,0,2,13.39474,0.0418999,0.0026503,4
"inactself","walloon",0,0,1,13.00232,0,0,3
"inactself","walloon",1,0,3,13.27738,0.1556941,0.0033914,2
"inactself","walloon",0,0,1,13.37014,0,0.0123636,4
"whitecol","walloon",1,1,2,14.4371,0,0.0062324,0
"whitecol","walloon",1,0,2,14.28624,0.0008244,0.019983,1
"inactself","walloon",0,0,2,14.05861,0,0.0344543,4
"inactself","walloon",1,0,2,13.87114,0,0.0296291,4
"bluecol","walloon",3,0,2,14.14081,0,0.0146919,2
"whitecol","walloon",0,0,2,13.99926,0.0390941,0.0120028,3
"inactself","walloon",0,0,1,12.90552,0,0,4
"inactself","walloon",0,0,1,13.25414,0.0252442,0.0264012,0
"inactself","walloon",0,0,2,13.61,0,0.0139973,4
"inactself","walloon",1,0,1,13.02303,0,0.0009277,1
"inactself","walloon",0,0,2,12.8737,0,0.0070168,0
"inactself","walloon",0,0,1,13.07904,0.0433084,0.068417,3
"whitecol","walloon",0,1,2,14.46819,0,0.0020555,1
"inactself","walloon",0,0,1,13.60601,0.0410486,0.0257451,4
"inactself","walloon",1,0,3,14.0509,0.0436984,0.0072926,4
"inactself","walloon",0,0,2,13.22126,0.0069568,0.0103483,3
"inactself","walloon",0,0,1,13.30149,0,0.0217493,4
"inactself","walloon",0,0,2,13.15447,0.0306791,0.0265886,2
"inactself","walloon",0,0,1,12.25826,0.0683388,0.0124718,1
"inactself","walloon",0,0,1,11.76499,0.0997917,0,0
"inactself","walloon",0,0,1,13.16722,0,0.0071136,4
"inactself","walloon",0,0,1,12.94153,0.0562204,0,4
"inactself","walloon",2,0,2,14.47377,0.0097855,0.0187509,1
"inactself","walloon",0,0,1,13.85403,0,0.0315221,2
"inactself","walloon",0,0,2,13.49339,0,0.0230524,4
"whitecol","walloon",0,0,2,13.55548,0,0.026824,3
"bluecol","walloon",0,0,3,13.32099,0.0061489,0.0111565,2
"whitecol","walloon",1,0,2,14.26381,0.0264888,0,1
"inactself","walloon",0,0,1,12.42159,0,0,4
"inactself","walloon",2,1,2,14.04701,0,0.0122239,1
"inactself","walloon",0,0,3,13.81205,0,0,4
"whitecol","walloon",1,0,2,13.58763,0.0476754,0.004642,1
"whitecol","walloon",0,0,1,13.22237,0,0.0440905,1
"whitecol","walloon",1,0,2,13.763,0,0.0499178,1
"inactself","walloon",0,0,1,12.98288,0,0,1
"whitecol","walloon",0,0,2,13.66374,0,0.0030447,4
"inactself","walloon",3,0,1,13.59579,0.0121982,0.0031542,1
"inactself","walloon",0,0,2,13.84674,0,0.0265206,4
"whitecol","walloon",2,0,2,13.71693,0,0.0239702,2
"inactself","walloon",0,0,4,13.92447,0,0.017982,3
"whitecol","walloon",0,0,3,13.59286,0,0.0017241,3
"whitecol","walloon",1,0,2,13.62062,0,0.0092889,2
"whitecol","walloon",0,0,2,13.93834,0.0337846,0.0751734,3
"bluecol","walloon",0,0,3,14.16823,0.0267109,0.0151714,2
"inactself","walloon",0,0,2,13.82854,0.1287017,0.0016109,4
"inactself","walloon",0,0,3,14.37911,0,0.0316383,4
"whitecol","walloon",3,0,2,14.18938,0,0.0228583,1
"bluecol","walloon",2,0,2,13.12779,0.0073997,0.0153007,1
"inactself","walloon",0,0,1,12.53628,0,0.0011644,4
"whitecol","walloon",1,0,3,13.97214,0,0,2
"inactself","walloon",0,0,2,13.44114,0,0.0035596,4
"inactself","walloon",0,0,3,13.47055,0.0279507,0.0084716,4
"bluecol","walloon",3,0,2,14.15428,0.0349879,0.0449593,1
"inactself","walloon",0,0,4,14.10326,0,0.0041652,3
"whitecol","walloon",0,0,2,13.5528,0.0136547,0.002294,1
"inactself","walloon",3,0,1,12.82071,0.0804764,0,1
"inactself","walloon",0,0,2,13.73295,0,0.0106608,4
"inactself","walloon",1,1,2,13.85096,0.0583739,0.0099722,1
"inactself","walloon",0,0,2,13.43555,0.0443056,0.0159676,4
"bluecol","walloon",0,0,2,13.34469,0.0480839,0.0076286,2
"inactself","walloon",0,0,3,12.97553,0.0070602,0.0104235,2
"inactself","walloon",0,0,4,13.71153,0,0.0010119,4
"bluecol","walloon",0,1,2,14.06593,0,0,0
"whitecol","walloon",1,0,3,14.16969,0,0.0146876,2
"inactself","walloon",0,0,3,13.95159,0,0.0816849,4
"whitecol","walloon",1,0,3,14.06015,0.0095838,0.0105539,3
"whitecol","walloon",0,0,3,13.81954,0,0.0130991,2
"inactself","walloon",0,0,1,12.87513,0,0.042143,4
"inactself","walloon",0,0,2,13.71228,0.0286058,0.0358969,4
"inactself","walloon",0,0,2,13.69438,0,0.0134899,4
"bluecol","walloon",0,0,3,14.43851,0.0219898,0.0061448,2
"whitecol","walloon",0,0,1,12.90688,0.0114742,0.0582916,1
"whitecol","walloon",2,0,2,14.536,0,0.0032168,1
"inactself","walloon",0,0,1,13.51835,0,0.0126096,4
"bluecol","walloon",2,0,2,14.04134,0,0.0057733,0
"bluecol","walloon",0,0,4,14.13886,0,0.0197141,2
"inactself","walloon",0,0,2,13.58447,0.0361593,0.0770999,4
"whitecol","walloon",2,0,2,14.27805,0,0.0022209,1
"inactself","walloon",0,0,1,13.36442,0.0122462,0.0565539,4
"inactself","walloon",0,0,3,14.277,0,0.0128527,4
"inactself","walloon",1,1,3,13.65618,0.0483398,0.0083311,1
"inactself","walloon",0,0,1,12.32964,0.1144296,0.0235965,1
"inactself","walloon",0,0,2,13.44378,0,0.0365288,3
"bluecol","walloon",0,0,2,14.22856,0,0.0115494,3
"inactself","walloon",2,0,1,13.5038,0,0,1
"inactself","walloon",0,0,1,13.96968,0,0.0121746,4
"inactself","walloon",1,0,3,13.20243,0.0544974,0.0136244,2
"inactself","walloon",0,0,1,13.3624,0,0.1250509,4
"inactself","walloon",0,0,2,13.21946,0.0361317,0.0026788,2
"inactself","walloon",1,0,2,13.0652,0.0211767,0,1
"bluecol","walloon",1,0,2,13.18205,0,0.0136787,0
"bluecol","walloon",0,0,3,13.89497,0.0247271,0.0220782,2
"inactself","walloon",2,0,2,13.93447,0,0.0059663,1
"whitecol","walloon",1,0,1,13.05462,0,0.0020289,1
"inactself","walloon",0,0,2,13.51894,0.0153357,0.0400503,4
"inactself","walloon",0,0,2,13.81697,0,0,4
"whitecol","walloon",3,0,3,14.40445,0,0.0007591,1
"whitecol","walloon",1,0,3,13.39834,0.0371522,0,2
"bluecol","walloon",1,0,2,13.81314,0,0.0171406,1
"bluecol","walloon",1,0,2,13.46053,0.0157104,0.0143756,0
"inactself","walloon",2,0,2,13.70813,0,0,1
"whitecol","walloon",0,0,3,13.95635,0.0595708,0.0021542,3
"inactself","walloon",0,0,4,13.45894,0,0.0239047,2
"inactself","walloon",2,0,2,13.50317,0,0.0214341,2
"inactself","walloon",0,0,1,13.32426,0,0.0081195,4
"inactself","walloon",2,0,2,14.18862,0,0,1
"bluecol","walloon",0,0,2,13.57941,0.0452703,0.0501709,2
"inactself","walloon",0,0,2,13.62211,0,0.0048923,4
"bluecol","walloon",3,0,2,13.56741,0,0.0192084,2
"inactself","walloon",3,0,2,14.05579,0.0131834,0.0275936,1
"bluecol","walloon",2,0,2,13.81919,0,0.0044835,1
"inactself","walloon",0,0,2,13.72113,0.0464603,0.007029,3
"whitecol","walloon",1,0,2,13.84813,0.1069035,0.0017074,2
"bluecol","walloon",3,0,2,14.11926,0,0.0025064,1
"inactself","walloon",1,0,4,13.68804,0,0,0
"bluecol","walloon",1,0,3,14.17606,0,0.0178061,2
"inactself","walloon",0,0,2,13.3278,0.0844257,0.0159862,4
"inactself","walloon",0,0,2,13.49541,0,0.0132218,4
"inactself","walloon",0,0,2,13.55659,0.0502923,0.0094055,4
"inactself","walloon",0,0,2,13.70171,0,0.0530412,3
"inactself","walloon",0,0,2,13.52413,0,0.004593,4
"whitecol","walloon",0,0,3,14.00728,0.0071125,0.0232543,2
"whitecol","walloon",3,0,2,14.0414,0,0.0014265,2
"whitecol","walloon",1,0,2,14.0808,0,0.0261573,1
"bluecol","walloon",1,0,2,13.80427,0,0,1
"inactself","walloon",0,0,1,14.36078,0,0.0016162,4
"whitecol","walloon",0,1,2,13.95305,0,0.0076047,1
"bluecol","walloon",0,0,3,14.56993,0.0328372,0.0053838,2
"inactself","walloon",0,0,2,13.99982,0,0.0177081,4
"inactself","walloon",0,0,1,13.38104,0,0.0080234,4
"inactself","walloon",0,0,2,13.47783,0,0.0050629,4
"inactself","walloon",2,0,3,14.0552,0,0.0017185,2
"inactself","walloon",0,0,1,13.3514,0,0.0011452,3
"inactself","walloon",1,0,1,13.29334,0.0488715,0.0623638,1
"inactself","walloon",0,0,4,13.9367,0,0.0116438,3
"inactself","walloon",0,0,2,13.58667,0,0,4
"bluecol","walloon",2,0,2,13.80002,0.037139,0.0221688,1
"bluecol","walloon",0,0,2,13.54459,0,0.0053338,0
"whitecol","walloon",0,0,2,14.19689,0,0.0042204,1
"bluecol","walloon",0,0,2,13.60485,0,0,3
"inactself","walloon",0,0,1,13.01533,0.0263373,0.0071853,4
"inactself","walloon",0,0,2,13.29187,0,0.0056975,4
"inactself","walloon",0,0,2,14.32405,0,0.0268471,3
"inactself","walloon",3,0,2,13.78058,0,0.0139074,2
"inactself","walloon",2,0,3,13.84242,0.0065026,0.0008644,2
"inactself","walloon",0,0,2,13.18055,0,0,4
"inactself","walloon",0,0,1,13.36892,0,0,4
"whitecol","walloon",0,0,4,13.42178,0,0,3
"inactself","walloon",0,0,2,13.25698,0,0.0109921,3
"bluecol","walloon",2,0,2,13.29303,0.0155401,0,1
"inactself","walloon",0,0,2,13.81896,0,0,4
"inactself","walloon",0,0,1,13.18495,0,0.0106858,4
"inactself","walloon",0,0,2,14.19608,0.0340371,0.0356672,3
"whitecol","walloon",2,0,2,14.21533,0,0.0100164,1
"whitecol","walloon",1,0,1,13.37491,0.0657748,0.0055372,2
"inactself","walloon",0,0,2,13.80417,0,0.0082531,4
"inactself","walloon",0,0,2,13.54458,0.0057902,0.0359791,4
"inactself","walloon",0,0,1,13.06762,0,0.0075544,4
"inactself","walloon",0,0,1,13.50121,0,0.0033685,4
"inactself","walloon",0,0,2,13.79002,0.0018465,0,4
"inactself","walloon",1,0,4,14.67256,0,0,2
"whitecol","walloon",2,1,2,14.44026,0,0.0211759,1
"inactself","walloon",0,0,2,13.68863,0,0,2
"inactself","walloon",0,0,1,12.69475,0.1034261,0.0480692,4
"inactself","walloon",0,0,1,12.86834,0,0.0018255,4
"inactself","walloon",0,0,1,13.53747,0,0.0221058,4
"inactself","walloon",0,0,3,13.50519,0.0280683,0,4
"bluecol","walloon",1,0,2,13.60918,0.0435123,0.0052805,2
"bluecol","walloon",3,0,2,13.70193,0.022112,0,1
"bluecol","walloon",2,0,2,13.57898,0.0589083,0,1
"inactself","walloon",0,0,1,13.38067,0,0.0048195,4
"inactself","walloon",0,0,1,13.05436,0,0.0027744,4
"inactself","walloon",0,0,1,12.98053,0,0,4
"inactself","walloon",0,0,1,12.53377,0,0,4
"whitecol","walloon",0,1,2,13.68294,0.0240181,0,0
"inactself","walloon",0,0,1,12.89128,0.0190507,0.0990031,3
"inactself","walloon",0,0,2,13.43573,0.1024836,0.023561,4
"inactself","walloon",1,0,4,13.3448,0.0907842,0.0217498,2
"inactself","walloon",0,0,3,13.83351,0,0.0279493,4
"inactself","walloon",0,0,1,13.38743,0,0.0203603,4
"inactself","walloon",0,0,2,13.08727,0.028884,0.0063137,4
"inactself","walloon",0,0,2,13.82716,0,0.0839947,4
"inactself","walloon",0,0,2,14.48635,0,0.0328611,3
"inactself","walloon",0,1,2,14.12363,0,0.0179481,0
"inactself","walloon",2,0,2,14.00803,0,0.0421133,1
"bluecol","walloon",3,0,2,14.11801,0,0.0141579,1
"whitecol","walloon",0,0,4,14.40076,0,0.0039701,2
"inactself","walloon",0,0,3,13.17843,0,0,4
"whitecol","walloon",2,0,2,14.18557,0.0111893,0,1
"inactself","walloon",0,0,1,12.81234,0,0,1
"inactself","walloon",0,0,2,12.79766,0,0.0053131,4
"whitecol","walloon",3,0,2,14.75711,0,0.0059803,1
"inactself","walloon",0,0,4,13.8291,0,0.0442783,3
"inactself","walloon",0,0,2,13.62487,0.0683325,0.0630375,4
"whitecol","walloon",2,0,2,14.23055,0,0.0095482,1
"whitecol","walloon",0,0,3,14.14193,0.0327273,0.0290477,2
"inactself","walloon",2,0,3,14.67223,0,0.0137623,2
"inactself","flanders",0,0,1,12.80355,0,0.0026079,4
"inactself","walloon",0,0,2,13.79546,0,0.014763,4
"inactself","walloon",0,0,1,13.95628,0,0.0019632,4
"inactself","walloon",0,0,2,13.46348,0,0.0395361,4
"inactself","walloon",0,0,2,13.87827,0,0.0094104,4
"whitecol","walloon",3,0,2,13.86396,0,0.0032354,1
"inactself","walloon",0,0,2,13.53526,0.0307307,0.0598469,3
"bluecol","walloon",0,0,3,13.43867,0,0.0047053,4
"inactself","walloon",0,0,2,13.9,0,0.0692482,3
"inactself","walloon",0,0,1,12.40196,0.1384301,0.1075313,4
"inactself","walloon",0,0,2,13.97858,0,0.0065652,4
"bluecol","walloon",3,0,2,13.87702,0.0318665,0.0392464,2
"whitecol","walloon",3,0,2,14.59528,0.0187073,0.0079396,2
"whitecol","walloon",0,0,3,13.89148,0.0239682,0.0118886,2
"bluecol","walloon",3,0,2,14.01573,0,0,1
"whitecol","walloon",3,0,2,14.17955,0,0.027978,2
"whitecol","walloon",0,0,2,14.7557,0,0.0085672,1
"whitecol","walloon",0,0,2,14.35674,0.0033455,0,3
"inactself","walloon",0,0,1,13.14779,0,0.0177626,4
"whitecol","walloon",1,0,2,13.38785,0.0222687,0,1
"inactself","walloon",0,0,2,14.33224,0,0.0050891,4
"inactself","walloon",0,0,1,13.30031,0.0853726,0.0052027,4
"inactself","walloon",0,0,3,13.74842,0,0.0112928,4
"bluecol","walloon",0,0,1,13.60682,0.0857515,0.0257698,1
"inactself","walloon",2,0,2,13.8002,0,0.0145135,0
"inactself","walloon",1,0,2,13.88102,0.0507896,0.0260973,0
"whitecol","walloon",0,0,3,13.99491,0.0385125,0.0072211,3
"inactself","walloon",1,0,2,13.58684,0,0.0042534,1
"bluecol","walloon",3,0,2,13.90019,0.0108383,0.0179939,2
"bluecol","walloon",0,0,1,13.69601,0.0194464,0.001474,1
"inactself","walloon",2,0,2,13.81981,0.0081847,0.0033934,1
"inactself","walloon",0,0,2,13.76694,0.0179889,0.0196044,3
"inactself","walloon",0,0,2,14.03188,0,0.0065144,4
"inactself","walloon",0,0,1,13.50406,0,0.003916,4
"bluecol","walloon",0,0,1,12.84202,0,0.0498806,2
"inactself","walloon",0,0,2,13.29672,0,0.0038304,4
"inactself","walloon",0,0,1,12.99114,0.1460849,0.0112198,0
"inactself","walloon",0,0,2,13.90819,0,0.0413704,4
"whitecol","walloon",3,0,2,14.19744,0,0.0047778,1
"inactself","walloon",0,0,2,13.28826,0.0583913,0.0058757,2
"inactself","walloon",0,0,2,13.14848,0,0.0043957,4
"bluecol","walloon",0,0,2,13.78222,0.0165592,0.0364619,3
"inactself","walloon",0,0,2,12.74394,0,0,4
"inactself","walloon",0,0,2,14.06873,0.0216121,0.0041175,4
"inactself","walloon",0,0,1,13.57197,0,0.0297457,4
"bluecol","walloon",2,0,3,13.83192,0.0830226,0.0436184,2
"inactself","walloon",0,0,1,13.0505,0,0.0052114,2
"inactself","walloon",0,0,1,13.73469,0,0,4
"bluecol","walloon",3,0,2,13.00312,0.0564853,0.0040289,0
"inactself","walloon",0,0,1,13.00324,0,0.0950051,3
"whitecol","walloon",1,0,3,14.20302,0,0.0196286,2
"inactself","walloon",0,0,1,13.31244,0,0,4
"inactself","walloon",0,0,1,13.23459,0,0.0847575,4
"whitecol","walloon",2,0,2,13.98818,0,0.005624,0
"inactself","walloon",0,0,1,13.48804,0.0219774,0.0037461,4
"whitecol","walloon",1,0,3,14.24549,0,0.0037782,2
"inactself","walloon",0,0,2,13.60797,0,0.0011814,4
"whitecol","walloon",0,0,2,12.94872,0.0925054,0.007823,2
"bluecol","walloon",0,0,2,14.05997,0,0.0105315,2
"inactself","walloon",0,0,1,13.61684,0.0319582,0.014491,4
"inactself","walloon",0,0,2,13.41758,0.0518977,0.0512188,4
"inactself","flanders",0,0,3,13.87434,0,0.0193174,4
"inactself","walloon",0,0,1,12.66701,0,0.0127147,4
"inactself","walloon",1,0,2,13.51759,0.0509188,0.0045261,1
"bluecol","walloon",1,0,2,13.70069,0.0187499,0.0260957,1
"bluecol","walloon",0,0,2,13.78615,0.020668,0.0305314,1
"inactself","walloon",0,0,3,13.46235,0,0.0280299,4
"inactself","walloon",0,0,5,14.23361,0.0021803,0.0074098,3
"inactself","walloon",0,0,2,13.59592,0.0241541,0.0980065,4
"inactself","walloon",0,0,1,13.26904,0,0.0057825,4
"inactself","walloon",0,0,2,13.4384,0,0.0102006,4
"inactself","walloon",0,0,2,13.46632,0,0.020401,4
"inactself","walloon",0,0,2,13.9075,0,0.0219455,4
"inactself","walloon",3,0,2,14.20596,0.0009745,0.0089324,1
"inactself","walloon",1,0,4,14.25978,0,0,2
"inactself","walloon",0,0,2,13.46688,0,0.0782196,4
"bluecol","walloon",0,1,2,13.15408,0,0.0062544,0
"inactself","walloon",0,0,1,13.18579,0.0070954,0.0105305,4
"inactself","walloon",0,0,1,13.30462,0,0,4
"inactself","walloon",0,0,3,13.88784,0,0.0237766,4
"whitecol","walloon",0,0,3,14.23095,0,0.0309141,2
"inactself","walloon",0,0,2,13.36084,0,0.0632466,4
"inactself","walloon",0,0,1,12.98085,0.0233904,0.0730743,4
"inactself","walloon",0,0,1,12.42636,0,0.0153558,4
"bluecol","walloon",2,0,3,13.91295,0.0277156,0.0034291,2
"inactself","walloon",0,0,2,13.72462,0.0094293,0.0054407,4
"whitecol","walloon",1,0,1,13.48272,0.0673295,0.0047871,0
"inactself","walloon",0,0,2,13.1869,0,0.0171676,4
"whitecol","walloon",2,1,2,14.19813,0,0.0205795,1
"inactself","walloon",0,1,1,13.7125,0,0.0176916,4
"inactself","walloon",0,0,4,13.80882,0.004349,0,2
"inactself","walloon",0,0,3,13.77373,0,0.0278663,4
"bluecol","walloon",1,0,1,13.83178,0.0219982,0.0034947,1
"inactself","walloon",0,0,2,13.47208,0,0.0604567,4
"inactself","walloon",0,0,2,13.70025,0,0.0206434,4
"inactself","walloon",0,0,2,13.35524,0.0190141,0.0312402,4
"inactself","walloon",0,0,1,13.73715,0,0.0341844,4
"bluecol","walloon",1,0,2,13.26662,0,0,0
"inactself","walloon",0,0,2,13.79539,0.0153293,0.0402456,4
"whitecol","walloon",0,0,1,13.52006,0,0.0047407,1
"inactself","walloon",0,0,1,13.3333,0,0.021645,2
"inactself","walloon",0,0,1,13.56739,0,0.0040448,4
"inactself","walloon",1,0,2,12.4504,0.0422944,0.0178106,1
"inactself","walloon",0,0,1,13.052,0,0.0167114,4
"inactself","walloon",0,0,2,13.48138,0,0.0854462,4
"inactself","walloon",0,0,1,13.66071,0,0.0503767,4
"inactself","walloon",0,0,2,12.90559,0.0785477,0,4
"bluecol","walloon",1,0,1,13.22104,0.0447945,0.0161728,0
"whitecol","walloon",3,0,2,13.21065,0,0.0615656,1
"inactself","walloon",0,0,2,12.95256,0.064762,0,2
"inactself","walloon",0,0,2,13.40584,0.0420805,0.1201318,4
"inactself","walloon",2,0,1,13.47653,0.0193011,0.0331454,1
"whitecol","walloon",0,0,2,14.60295,0.0012558,0.0452487,1
"inactself","walloon",0,0,2,13.02464,0.0305658,0.0148727,4
"inactself","walloon",0,0,4,13.52521,0,0.0762795,4
"inactself","walloon",0,0,2,13.78403,0.0224558,0.0305506,4
"inactself","walloon",0,0,2,13.68427,0.0124514,0.0155164,4
"inactself","walloon",0,0,2,13.25706,0.0717994,0,0
"inactself","walloon",0,0,4,13.72526,0,0.0603914,4
"inactself","walloon",0,0,1,13.56158,0,0.0256295,4
"inactself","walloon",1,0,2,13.77617,0,0.0852584,4
"bluecol","walloon",2,0,2,14.30246,0,0.007374,1
"bluecol","walloon",0,0,2,13.67742,0,0.0332851,1
"inactself","walloon",0,0,2,13.9478,0,0.0585053,4
"whitecol","walloon",2,0,3,14.46012,0.0315928,0.0033193,2
"whitecol","walloon",0,0,2,13.15731,0,0,0
"inactself","walloon",1,0,3,13.84045,0.0408951,0,2
"whitecol","walloon",0,0,1,13.21252,0,0,1
"inactself","walloon",1,0,1,12.6301,0,0.015313,2
"inactself","walloon",0,0,1,12.97037,0,0.0015646,4
"inactself","walloon",4,0,2,14.41091,0,0.0036389,2
"inactself","walloon",0,0,1,13.33377,0,0.0269513,4
"inactself","walloon",2,0,3,13.21506,0.0666104,0.0036532,2
"inactself","walloon",1,0,2,14.59442,0.0013437,0.0022491,1
"inactself","walloon",0,0,2,14.0198,0.0129132,0.0052435,4
"inactself","walloon",0,0,1,13.15362,0,0.0356599,4
"whitecol","walloon",2,0,2,14.19594,0.0079567,0.0045115,1
"bluecol","walloon",4,0,2,14.00428,0,0,1
"bluecol","walloon",0,0,2,13.27621,0.0436247,0.0158242,2
"whitecol","walloon",1,0,2,14.00341,0,0.0101134,2
"whitecol","walloon",1,0,2,13.82197,0.0158095,0.0193744,1
"whitecol","walloon",0,0,4,14.24404,0.0098501,0.0369934,2
"inactself","walloon",0,0,2,13.39152,0,0.0028605,4
"whitecol","walloon",1,0,3,14.13054,0.0372092,0.016678,2
"inactself","walloon",0,0,2,13.60297,0,0,4
"bluecol","walloon",0,0,2,13.83689,0,0.0154226,3
"inactself","walloon",1,0,2,13.85319,0.1203675,0.0059746,1
"bluecol","walloon",0,0,4,13.55097,0,0.0003127,2
"whitecol","walloon",0,0,2,14.09434,0.0258055,0.0144282,2
"inactself","walloon",1,0,3,13.93977,0.0314048,0.0135016,2
"whitecol","walloon",1,0,2,13.69247,0.0497381,0.0016285,0
"whitecol","walloon",0,0,2,13.63487,0,0.002717,0
"bluecol","walloon",1,0,2,14.1013,0,0.0310728,2
"whitecol","walloon",2,0,2,14.16709,0,0.0123773,1
"bluecol","walloon",1,0,2,13.89701,0.0099215,0.0146887,0
"inactself","walloon",0,0,3,14.41461,0.013447,0.0124912,4
"inactself","walloon",0,0,2,14.03704,0.0734467,0.0213048,4
"inactself","walloon",0,0,2,13.71862,0,0.0257874,4
"inactself","walloon",0,0,2,13.84297,0.0421465,0.0167,4
"whitecol","walloon",1,0,3,14.14876,0,0.0476392,2
"inactself","walloon",0,0,2,13.68561,0,0.0146712,4
"inactself","walloon",0,0,2,13.94638,0,0.002038,4
"whitecol","walloon",5,0,3,14.67234,0,0.0203228,2
"whitecol","walloon",0,0,2,13.78474,0,0.011385,3
"inactself","walloon",2,0,2,13.85237,0,0.001145,2
"inactself","walloon",0,0,1,12.50908,0.0753362,0.0212271,1
"bluecol","walloon",2,0,2,13.43596,0,0,1
"whitecol","walloon",0,0,1,13.58138,0,0.01418,2
"inactself","flanders",0,0,2,13.57744,0.0177378,0.0115257,4
"whitecol","walloon",0,0,1,13.53734,0,0,2
"inactself","walloon",0,0,2,13.72212,0,0.0187388,4
"whitecol","walloon",1,0,1,13.23411,0,0.0088211,1
"inactself","walloon",0,0,1,12.43903,0,0.075765,4
"inactself","walloon",0,0,2,13.62344,0,0,4
"whitecol","walloon",0,0,3,13.6631,0.0873524,0.0021942,2
"whitecol","walloon",1,0,2,13.94071,0,0,2
"inactself","walloon",0,0,2,13.49267,0,0.0085349,4
"inactself","walloon",0,0,2,13.39433,0,0.0838246,4
"inactself","walloon",0,0,1,12.5246,0,0,0
"inactself","walloon",0,0,1,13.98241,0,0.0204835,4
"inactself","walloon",0,0,3,14.29659,0,0.0168091,1
"inactself","walloon",0,0,1,13.71379,0,0.0138551,4
"whitecol","walloon",0,0,1,14.19195,0,0.0025201,2
"inactself","walloon",0,0,2,13.88218,0.0153423,0.077703,4
"inactself","walloon",0,0,1,12.70347,0.0318164,0.0199217,1
"inactself","walloon",0,0,2,13.90645,0,0.017299,4
"inactself","walloon",2,0,1,12.88274,0,0,4
"inactself","walloon",0,0,2,13.62432,0.0269499,0.0780991,4
"whitecol","walloon",0,1,2,13.85272,0,0.0092725,1
"inactself","walloon",0,0,1,12.78659,0,0.0084613,4
"inactself","walloon",0,0,1,13.36598,0,0,4
"inactself","walloon",0,0,6,13.76394,0.0225537,0.0204563,4
"whitecol","walloon",1,0,2,13.91583,0,0.0250678,1
"inactself","walloon",0,0,2,14.04097,0,0.0064937,4
"inactself","walloon",0,0,1,12.43005,0,0,4
"inactself","walloon",0,0,2,13.91644,0,0.0894441,4
"inactself","walloon",0,0,4,14.2919,0.0221046,0.0343399,4
"inactself","walloon",0,0,2,14.25045,0,0.0304549,4
"whitecol","walloon",0,0,1,13.26719,0,0,1
"inactself","walloon",0,0,5,13.23376,0,0.0093663,2
"bluecol","walloon",0,0,3,14.41096,0,0.0201914,3
"inactself","walloon",3,0,2,14.01105,0,0.0418196,2
"whitecol","walloon",0,0,2,13.66991,0,0.0146998,3
"inactself","walloon",0,0,1,13.27469,0.0038642,0.0047195,4
"inactself","walloon",0,0,2,13.67206,0,0.0219399,4
"inactself","walloon",0,0,2,13.20225,0,0.0159311,4
"inactself","walloon",0,0,2,13.80357,0.003795,0.0187627,4
"whitecol","walloon",0,1,2,13.75008,0,0.0033054,0
"inactself","walloon",0,0,2,13.32217,0.0218151,0.0283597,2
"whitecol","walloon",2,0,1,14.09987,0,0.0133553,1
"whitecol","walloon",0,0,2,13.88142,0.0175259,0.0032018,3
"inactself","walloon",0,0,1,14.26591,0,0.0025431,4
"inactself","walloon",0,0,2,13.79887,0,0.0159106,4
"whitecol","walloon",2,0,2,14.115,0,0.0246522,1
"inactself","walloon",0,0,2,13.72601,0,0.02495,4
"inactself","walloon",2,0,3,13.73714,0,0.0243257,2
"inactself","walloon",0,0,1,13.32627,0,0.0149243,4
"inactself","walloon",0,0,3,14.04629,0.0461636,0.036824,4
"whitecol","walloon",1,1,2,14.02155,0,0.002998,1
"inactself","walloon",0,0,1,13.57291,0.0327306,0,4
"whitecol","walloon",3,0,2,14.12026,0,0.0162075,2
"inactself","walloon",0,0,2,14.11164,0.0097454,0.0370419,4
"inactself","walloon",0,0,3,14.45652,0.0182301,0.0400547,4
"inactself","walloon",2,0,5,13.26849,0,0.0124837,4
"inactself","walloon",0,0,2,13.3098,0.0155999,0,4
"inactself","walloon",0,0,1,13.47511,0,0.00296,4
"bluecol","walloon",1,0,2,13.63275,0.010848,0.0296339,1
