"stateur","statemb","state","age","tenure","joblost","nwhite","school12","sex","bluecol","smsa","married","dkids","dykids","yrdispl","rr","head","ui"
3.2,220,14,57,2,"other","no","no","female","yes","yes","no","no","no",6,0.5,"yes","yes"
6.1,138,54,22,3,"other","no","no","male","yes","no","no","no","no",2,0.519573,"no","no"
5.6,125,57,40,1,"other","yes","no","female","yes","yes","no","yes","no",6,0.496063,"yes","no"
8.5,125,21,46,5,"other","yes","no","female","yes","yes","yes","no","no",1,0.4975124,"no","yes"
8.2,191,41,53,26,"slack_work","no","no","male","yes","yes","yes","no","no",2,0.4768519,"yes","yes"
5.7,184,31,22,3,"slack_work","no","yes","male","yes","yes","no","no","no",9,0.305668,"no","yes"
6.2,217,74,28,10,"slack_work","no","no","male","yes","yes","yes","no","no",9,0.3107639,"no","yes"
11.7,115,64,36,13,"position_abolished","no","yes","male","yes","yes","yes","yes","no",5,0.1918506,"yes","yes"
6,156,16,27,1,"slack_work","no","no","male","yes","no","yes","yes","yes",2,0.2608025,"yes","yes"
9.4,136,93,30,1,"other","no","no","male","yes","yes","yes","no","no",1,0.4177215,"yes","yes"
5.1,180,11,49,6,"slack_work","no","no","male","yes","yes","yes","no","no",9,0.4088398,"yes","yes"
7.3,225,59,44,8,"slack_work","no","yes","male","yes","yes","yes","no","no",10,0.5,"yes","no"
9.5,140,61,25,2,"slack_work","yes","no","female","yes","no","no","no","no",4,0.5185185,"no","yes"
6.7,166,93,55,15,"position_abolished","yes","no","female","yes","yes","yes","no","no",5,0.3928571,"no","yes"
8.9,158,85,25,2,"slack_work","no","yes","male","yes","no","no","no","no",6,0.3164557,"yes","yes"
4,255,14,37,1,"slack_work","no","yes","male","yes","yes","yes","yes","yes",8,0.3536,"yes","yes"
6.2,225,51,34,1,"slack_work","yes","no","male","yes","no","yes","no","no",10,0.469657,"yes","yes"
7.6,197,91,26,2,"slack_work","no","no","male","yes","no","yes","yes","yes",6,0.4934037,"yes","yes"
5.6,190,93,39,5,"slack_work","no","no","male","yes","yes","no","no","no",9,0.0947752,"no","yes"
4.3,141,12,22,1,"slack_work","no","no","male","yes","no","no","yes","no",3,0.3133047,"no","no"
6.6,130,62,29,2,"other","no","no","male","yes","yes","yes","yes","yes",6,0.4178404,"yes","no"
8.9,136,71,55,3,"other","no","no","female","yes","no","yes","no","no",3,0.5023041,"no","yes"
6.8,125,57,26,1,"seasonal_job_ended","yes","no","female","yes","yes","no","yes","no",4,0.5,"yes","yes"
7.4,199,61,38,3,"other","no","no","male","yes","no","yes","yes","no",10,0.3312236,"yes","yes"
10.3,190,23,21,1,"other","no","no","male","yes","yes","no","no","no",1,0.5209581,"no","yes"
5.7,175,59,30,3,"other","no","no","female","yes","yes","no","no","no",5,0.5033113,"no","yes"
4.4,225,35,26,2,"position_abolished","no","no","male","yes","yes","no","no","no",9,0.5209125,"yes","yes"
5.3,165,51,46,4,"other","no","no","female","yes","yes","yes","no","no",4,0.5,"no","no"
8.8,204,92,32,7,"slack_work","no","no","male","yes","yes","yes","yes","no",4,0.34,"yes","yes"
6.7,166,93,39,15,"other","no","no","male","yes","yes","yes","yes","no",5,0.3932203,"yes","yes"
6.4,196,31,35,7,"other","no","no","female","yes","yes","yes","no","no",10,0.4980237,"no","yes"
10.3,115,64,45,7,"slack_work","no","no","male","yes","no","yes","yes","no",4,0.46,"yes","yes"
9.2,166,87,21,2,"slack_work","no","no","male","yes","no","yes","yes","yes",2,0.4251781,"yes","yes"
5.5,145,58,24,3,"slack_work","no","no","male","yes","yes","no","no","no",6,0.4126506,"yes","yes"
7.8,120,63,22,3,"slack_work","yes","no","male","yes","yes","yes","yes","yes",6,0.4014085,"yes","no"
5.8,198,54,26,1,"other","no","no","female","yes","yes","no","no","no",10,0.5198556,"no","no"
6.5,180,21,36,6,"slack_work","no","no","male","yes","yes","no","no","no",4,0.5,"no","yes"
9,161,33,48,5,"other","no","no","male","yes","yes","yes","no","no",4,0.2683333,"yes","no"
9.2,276,34,23,3,"slack_work","no","no","female","yes","yes","yes","yes","yes",10,0.5232068,"no","no"
3.9,196,14,55,14,"slack_work","no","no","male","yes","yes","yes","no","no",4,0.1781818,"yes","yes"
12.3,147,31,38,9,"slack_work","no","no","male","yes","yes","yes","yes","yes",1,0.2939068,"yes","yes"
9,282,14,28,6,"slack_work","no","no","male","yes","yes","no","no","no",10,0.5012658,"no","yes"
6.6,291,22,43,2,"slack_work","no","no","male","yes","yes","no","no","no",10,0.4159132,"no","yes"
8,224,23,26,5,"slack_work","no","no","male","yes","yes","yes","yes","no",4,0.448,"yes","yes"
3.6,204,56,28,1,"slack_work","yes","no","female","yes","yes","yes","yes","no",7,0.5,"yes","yes"
9.9,105,43,26,3,"other","no","no","male","yes","no","yes","yes","yes",2,0.5888889,"yes","yes"
9.1,161,33,38,11,"other","no","no","male","yes","yes","no","no","no",3,0.2372159,"yes","yes"
6.3,194,44,26,1,"other","no","yes","male","yes","yes","no","no","no",5,0.3869654,"no","no"
5.6,200,59,30,3,"slack_work","no","no","male","yes","no","yes","yes","no",8,0.5,"yes","no"
7.8,145,64,38,6,"other","no","no","male","yes","no","yes","yes","yes",8,0.4144737,"yes","no"
15,223,55,30,7,"slack_work","no","yes","male","yes","no","yes","yes","yes",3,0.519337,"yes","yes"
3,216,16,41,1,"other","no","no","male","yes","yes","yes","yes","no",7,0.3420593,"yes","yes"
6,166,88,28,1,"other","no","no","male","yes","yes","yes","yes","yes",5,0.5204082,"yes","no"
10.3,190,23,32,16,"seasonal_job_ended","yes","no","male","yes","yes","yes","yes","no",1,0.5201794,"yes","no"
9,161,33,22,4,"slack_work","no","no","male","yes","no","no","yes","no",4,0.48,"no","no"
7.2,260,21,39,3,"slack_work","no","no","female","yes","yes","no","yes","no",10,0.4981949,"yes","yes"
9.9,225,55,37,5,"slack_work","no","no","male","yes","yes","yes","no","no",7,0.5189003,"yes","yes"
6.8,181,81,31,1,"slack_work","no","no","female","yes","no","no","no","no",7,0.33,"no","no"
5.8,198,54,24,2,"slack_work","no","no","male","yes","no","yes","yes","yes",10,0.4642857,"yes","yes"
6.8,176,33,21,1,"slack_work","no","no","male","yes","yes","no","yes","no",7,0.489011,"no","no"
5.3,96,32,32,1,"slack_work","yes","no","male","yes","yes","yes","yes","yes",7,0.29,"yes","yes"
10,150,94,22,1,"other","no","no","female","yes","no","no","no","no",1,0.4686567,"no","no"
7.2,260,21,34,2,"slack_work","no","no","male","yes","yes","yes","no","no",10,0.4324895,"yes","yes"
9.1,161,33,36,5,"other","yes","yes","male","yes","yes","yes","yes","yes",3,0.461326,"yes","no"
6.4,196,31,45,6,"slack_work","yes","no","female","yes","yes","yes","no","no",10,0.5,"no","no"
5.1,155,62,40,7,"other","no","no","female","yes","no","yes","yes","no",8,0.3940887,"no","yes"
7.7,204,71,60,23,"slack_work","no","no","male","yes","no","yes","no","no",7,0.5,"yes","yes"
5.1,193,82,51,2,"slack_work","no","no","female","yes","no","yes","no","no",8,0.4976959,"no","yes"
5.1,193,82,59,2,"slack_work","no","no","male","yes","no","yes","no","no",8,0.4976959,"yes","yes"
6.6,224,74,30,6,"slack_work","no","no","male","yes","yes","yes","yes","yes",10,0.520202,"yes","yes"
14.4,194,55,37,13,"other","no","no","female","yes","yes","yes","yes","no",1,0.5205128,"no","yes"
8.5,125,21,58,21,"other","yes","no","male","yes","yes","yes","yes","no",1,0.461794,"yes","yes"
5,175,47,38,13,"slack_work","no","no","male","yes","yes","no","no","no",4,0.5147059,"yes","yes"
6.7,166,93,51,3,"slack_work","no","yes","male","yes","yes","yes","no","no",5,0.1954436,"yes","yes"
12.9,140,61,31,6,"position_abolished","no","yes","male","yes","yes","no","no","no",1,0.3256785,"yes","yes"
5.6,190,93,24,1,"other","no","no","male","yes","yes","yes","yes","yes",9,0.3958333,"yes","yes"
5,200,59,20,4,"slack_work","no","no","female","yes","yes","no","no","no",7,0.5022026,"yes","no"
4.9,126,46,20,1,"position_abolished","no","yes","female","yes","no","yes","yes","yes",6,0.5394737,"no","no"
11.7,148,33,35,6,"slack_work","no","yes","male","yes","yes","yes","yes","yes",1,0.5022421,"yes","yes"
8,120,62,22,4,"other","no","no","female","yes","no","yes","yes","yes",4,0.42,"no","yes"
11.2,178,91,27,2,"slack_work","no","no","male","yes","yes","no","no","no",2,0.4183007,"yes","yes"
4.8,204,47,53,1,"other","no","yes","male","yes","no","yes","no","no",7,0.5549451,"yes","yes"
6.8,181,81,35,12,"other","no","no","male","yes","no","no","no","no",7,0.2014652,"yes","no"
6,198,41,50,6,"slack_work","no","no","male","yes","yes","yes","no","no",4,0.44,"yes","no"
6.4,96,32,35,12,"other","yes","yes","male","yes","yes","yes","yes","no",6,0.2740964,"yes","yes"
6,157,31,31,4,"slack_work","no","no","female","yes","yes","yes","yes","no",7,0.5,"no","no"
6.4,196,31,60,27,"other","no","no","male","yes","yes","yes","no","no",10,0.408971,"yes","yes"
10.3,115,64,38,6,"other","yes","no","male","yes","no","yes","no","no",4,0.115,"yes","yes"
4,183,15,33,5,"other","no","yes","male","yes","yes","yes","yes","yes",5,0.4316547,"yes","yes"
5.3,166,93,28,2,"slack_work","no","yes","male","yes","no","no","no","no",7,0.3930818,"yes","no"
7.1,118,57,49,3,"other","no","no","female","yes","yes","yes","no","no",3,0.4962963,"no","yes"
4.8,204,47,25,3,"other","no","no","male","yes","no","yes","yes","yes",7,0.5529412,"yes","no"
11.8,205,23,27,6,"slack_work","no","no","male","yes","no","yes","no","no",2,0.5115741,"yes","yes"
4.8,204,47,45,15,"slack_work","no","no","female","yes","yes","no","no","no",7,0.2043956,"yes","yes"
7.1,206,33,31,1,"other","no","yes","female","yes","yes","no","yes","no",10,0.4915254,"yes","yes"
9.2,166,87,52,1,"slack_work","no","yes","female","yes","yes","no","no","no",2,0.5,"yes","yes"
6.8,150,59,21,1,"seasonal_job_ended","no","no","male","yes","yes","no","no","no",4,0.375,"yes","no"
9.7,166,93,27,2,"slack_work","no","no","male","yes","yes","yes","no","no",2,0.3925,"no","yes"
7.1,206,33,43,1,"other","no","yes","female","yes","yes","yes","no","no",10,0.4956522,"no","no"
3.8,207,14,32,7,"other","no","yes","male","yes","yes","yes","yes","no",5,0.3759259,"yes","no"
7.4,197,73,52,31,"position_abolished","no","yes","male","yes","yes","yes","no","no",6,0.4484412,"yes","no"
5.7,203,22,37,16,"other","no","no","male","yes","yes","yes","yes","no",4,0.5486487,"yes","yes"
9,161,33,34,2,"other","no","yes","male","yes","no","yes","yes","no",4,0.48,"yes","no"
4.7,146,13,25,1,"other","no","no","male","yes","yes","yes","no","no",5,0.3235294,"yes","yes"
7.2,196,35,56,27,"other","no","no","male","yes","yes","yes","yes","no",4,0.3266667,"yes","no"
6.6,224,74,35,2,"slack_work","no","yes","male","yes","no","yes","yes","no",10,0.520202,"yes","yes"
5.9,206,84,42,6,"slack_work","no","no","female","yes","yes","no","yes","no",4,0.5953757,"yes","no"
11.4,158,92,36,5,"other","no","yes","male","yes","no","yes","yes","no",1,0.5253732,"yes","no"
7.8,166,93,35,10,"other","no","yes","male","yes","yes","no","no","no",3,0.2769726,"no","yes"
7.6,229,34,34,3,"position_abolished","no","no","male","yes","yes","yes","yes","yes",7,0.4118812,"yes","yes"
14.4,194,55,36,15,"other","no","no","male","yes","no","yes","yes","yes",1,0.519403,"yes","yes"
8,168,74,21,2,"other","no","no","male","yes","yes","no","yes","yes",2,0.5185185,"no","yes"
7.2,166,93,24,3,"slack_work","no","yes","male","yes","yes","no","no","no",4,0.3942857,"no","yes"
5.7,203,22,21,1,"other","no","no","male","yes","yes","yes","no","no",4,0.5977011,"yes","no"
8.3,245,55,55,16,"slack_work","no","no","female","yes","yes","yes","no","no",9,0.5182186,"no","yes"
5.3,175,59,38,6,"other","yes","no","female","yes","yes","no","yes","yes",6,0.5,"yes","no"
6.2,199,33,23,1,"other","no","no","male","yes","yes","no","no","no",9,0.4530387,"yes","no"
6.3,150,59,34,1,"other","no","no","female","yes","yes","yes","yes","yes",3,0.4965517,"no","no"
8.8,204,92,38,2,"slack_work","no","yes","male","yes","yes","yes","yes","no",4,0.5666667,"yes","yes"
7.9,181,72,37,2,"slack_work","yes","no","male","yes","yes","yes","yes","no",8,0.5202703,"yes","no"
11.5,205,72,22,1,"position_abolished","yes","no","male","yes","yes","yes","yes","yes",4,0.51875,"yes","yes"
6.8,181,81,40,9,"seasonal_job_ended","no","no","male","yes","yes","yes","yes","no",7,0.489011,"yes","yes"
14.6,90,64,28,2,"slack_work","no","no","male","yes","no","no","no","no",1,0.4484305,"yes","no"
9.4,136,93,30,2,"slack_work","no","no","male","yes","yes","no","yes","no",1,0.4179105,"yes","yes"
6.8,232,23,52,27,"other","no","no","female","yes","no","no","no","no",5,0.5179856,"no","no"
10.5,251,55,47,24,"position_abolished","no","no","male","yes","yes","yes","yes","no",10,0.2981928,"yes","yes"
5.6,190,93,53,5,"slack_work","no","no","male","yes","yes","yes","no","no",9,0.2937853,"yes","yes"
5.1,200,83,40,1,"slack_work","no","no","male","yes","no","no","no","no",10,0.5168539,"yes","no"
5.4,280,23,33,3,"position_abolished","no","no","male","yes","yes","yes","yes","yes",9,0.5194175,"yes","no"
6.3,130,43,33,6,"other","yes","no","male","yes","yes","yes","no","no",6,0.3052109,"yes","yes"
6.8,150,59,26,1,"other","no","no","male","yes","yes","yes","yes","no",4,0.5,"yes","no"
14.6,90,64,24,2,"slack_work","yes","no","male","yes","no","no","no","no",1,0.3205128,"no","yes"
7.2,168,12,52,9,"slack_work","no","no","male","yes","no","no","no","no",10,0.3204819,"no","yes"
5.9,182,74,31,1,"slack_work","no","no","male","yes","yes","yes","yes","yes",3,0.5179856,"yes","no"
6.6,224,74,26,2,"slack_work","no","no","male","yes","yes","yes","yes","yes",10,0.5189874,"yes","no"
9,161,33,32,1,"slack_work","no","no","male","yes","no","yes","yes","yes",4,0.48,"yes","yes"
6.7,270,16,36,3,"slack_work","yes","no","female","yes","yes","no","yes","yes",10,0.4979592,"yes","yes"
5.2,165,83,44,1,"other","no","no","female","yes","no","yes","yes","no",1,0.4717949,"no","yes"
2.7,144,46,44,13,"slack_work","no","no","male","yes","no","yes","yes","yes",10,0.3607595,"yes","no"
14.3,182,34,31,1,"other","no","no","male","yes","yes","yes","yes","yes",1,0.5253732,"yes","yes"
10.3,115,64,49,7,"slack_work","no","no","male","yes","no","yes","no","no",4,0.23,"yes","yes"
5.8,145,62,43,9,"other","yes","no","female","yes","yes","no","no","no",7,0.3815029,"yes","yes"
12.3,147,31,39,18,"slack_work","no","no","male","yes","no","yes","yes","no",1,0.3215686,"yes","yes"
6.6,224,74,30,10,"slack_work","yes","no","male","yes","no","yes","yes","yes",10,0.5211267,"yes","yes"
6.3,156,44,32,3,"other","no","yes","male","yes","no","yes","yes","yes",1,0.2600897,"yes","yes"
11.4,158,92,42,1,"position_abolished","no","yes","male","yes","yes","yes","yes","no",1,0.1752988,"yes","yes"
7.5,115,58,30,3,"other","no","no","female","yes","no","yes","yes","yes",2,0.5217391,"no","yes"
5.7,184,31,52,5,"slack_work","no","no","female","yes","no","no","no","no",9,0.5026455,"yes","yes"
5.4,280,23,59,1,"slack_work","no","no","male","yes","yes","yes","no","no",9,0.5182186,"yes","yes"
9.7,166,93,20,2,"seasonal_job_ended","no","no","male","yes","yes","no","yes","yes",2,0.344894,"no","no"
6.2,199,33,59,4,"other","no","no","male","yes","yes","no","no","no",9,0.4895833,"yes","yes"
7.2,196,35,31,2,"slack_work","no","no","male","yes","no","yes","yes","yes",4,0.5,"yes","yes"
6,157,31,29,4,"position_abolished","no","no","male","yes","yes","yes","no","no",7,0.3142857,"yes","no"
8,168,74,31,4,"other","no","no","male","yes","yes","no","no","no",2,0.5202312,"no","no"
7.4,213,84,28,5,"slack_work","no","no","male","yes","yes","yes","yes","yes",5,0.4050388,"yes","yes"
9.4,136,93,30,10,"other","no","no","male","yes","yes","no","no","no",1,0.3408072,"no","yes"
6,193,87,39,9,"other","no","yes","male","yes","yes","yes","yes","no",5,0.2413793,"yes","yes"
6.2,217,74,34,3,"slack_work","no","no","male","yes","yes","yes","yes","yes",9,0.5186567,"yes","yes"
5.5,169,31,36,2,"other","no","no","female","yes","yes","no","yes","no",8,0.5,"yes","no"
8.7,154,71,58,16,"position_abolished","no","no","male","yes","no","yes","no","no",4,0.2566667,"yes","yes"
4,250,41,23,2,"seasonal_job_ended","no","no","male","yes","yes","yes","no","no",7,0.501529,"yes","yes"
4.3,141,12,56,3,"other","no","no","female","yes","no","yes","no","no",3,0.5770751,"no","yes"
8.5,176,84,31,4,"other","no","no","male","yes","no","yes","no","no",1,0.6021506,"yes","no"
5.1,252,16,56,3,"other","no","no","female","yes","no","yes","no","no",9,0.5,"no","no"
5.9,182,74,61,2,"slack_work","no","no","female","yes","yes","yes","no","no",3,0.5180723,"no","yes"
5.6,150,54,29,7,"slack_work","yes","no","male","yes","yes","no","no","no",4,0.4615385,"no","yes"
5.1,166,93,24,1,"other","no","no","male","yes","yes","no","yes","no",8,0.3893805,"no","no"
11.6,84,32,55,13,"other","yes","no","female","yes","yes","no","no","no",1,0.301282,"yes","yes"
5.1,180,21,42,3,"seasonal_job_ended","yes","no","male","yes","yes","no","no","no",8,0.2604341,"no","yes"
5.1,180,11,26,1,"slack_work","no","yes","male","yes","no","no","no","no",9,0.5887446,"no","yes"
6.5,180,21,54,8,"other","no","no","male","yes","yes","yes","no","no",4,0.2,"yes","no"
9,282,14,21,3,"slack_work","no","no","male","yes","no","no","yes","no",10,0.4981949,"no","yes"
7.2,166,93,34,1,"slack_work","no","no","male","yes","yes","no","no","no",4,0.3944444,"yes","yes"
9.7,188,94,26,2,"seasonal_job_ended","no","no","male","yes","yes","no","no","no",4,0.3133333,"no","yes"
5.6,200,59,20,1,"slack_work","no","no","male","yes","yes","yes","yes","yes",8,0.5,"yes","yes"
12.4,90,63,44,1,"slack_work","no","no","female","yes","yes","yes","yes","no",1,0.4716981,"no","no"
6.6,224,74,29,2,"slack_work","no","no","male","yes","yes","no","no","no",10,0.5189874,"no","no"
6.9,291,23,36,1,"slack_work","no","no","male","yes","yes","no","no","no",10,0.5189874,"yes","no"
6,247,92,39,1,"slack_work","no","yes","male","yes","yes","yes","yes","no",10,0.4936709,"yes","yes"
6.1,206,82,25,1,"other","no","no","male","yes","no","yes","yes","yes",10,0.4981949,"yes","yes"
11.9,110,62,38,1,"slack_work","no","no","female","yes","yes","yes","yes","no",1,0.3671642,"no","yes"
5.9,200,59,25,1,"other","no","yes","female","yes","yes","no","no","no",9,0.4969697,"no","yes"
8.5,176,84,41,1,"slack_work","no","no","male","yes","no","yes","yes","no",1,0.4394619,"yes","yes"
4.6,176,73,36,2,"slack_work","no","no","female","yes","yes","yes","yes","no",1,0.5201794,"no","yes"
5.9,186,87,22,2,"slack_work","no","no","female","yes","yes","yes","yes","yes",4,0.5,"no","yes"
8.1,161,33,51,1,"other","yes","no","female","yes","yes","no","no","no",5,0.4765625,"yes","no"
4.9,180,21,33,2,"slack_work","yes","no","male","yes","yes","no","no","no",6,0.4978903,"yes","yes"
6.2,199,33,42,7,"other","no","yes","male","yes","yes","yes","yes","no",9,0.3438155,"yes","yes"
12.9,140,61,43,23,"other","no","no","male","yes","yes","yes","yes","no",1,0.2815884,"yes","yes"
4.5,184,56,46,9,"slack_work","no","yes","female","yes","no","yes","no","no",6,0.3670886,"no","yes"
8.2,197,34,33,3,"slack_work","yes","yes","female","yes","yes","yes","no","no",6,0.3920335,"no","yes"
3.5,156,12,22,3,"slack_work","no","no","male","yes","yes","no","yes","yes",8,0.3636364,"yes","yes"
6.1,206,82,35,2,"slack_work","no","yes","male","yes","no","yes","yes","no",10,0.5,"yes","no"
7.2,168,12,30,1,"slack_work","no","yes","female","yes","yes","no","yes","yes",10,0.4150198,"yes","yes"
7,185,73,35,4,"slack_work","no","no","male","yes","yes","yes","yes","no",3,0.3706564,"yes","no"
