"dir","hir","lvr","ccs","mcs","pbcr","dmi","self","single","uria","comdominiom","black","deny"
0.355099983215332,0.199799995422363,0.501432664756447,3,4,"no","no","yes","no",3.59999990463257,0,"no","no"
0.25,0.19,0.731428571428571,2,2,"no","no","yes","yes",3.20000004768372,0,"no","no"
0.14,0.13,0.34965034965035,4,1,"no","no","no","no",1.79999995231628,0,"no","no"
0.44,0.2,0.416666666666667,1,1,"no","no","yes","no",10.6000003814697,1,"no","no"
0.45,0.3,1.14814814814815,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.37,0.26,0.802469135802469,1,2,"no","no","yes","no",10.6000003814697,0,"no","no"
0.34,0.3,0.797402597402597,1,1,"no","no","no","no",4.30000019073486,0,"no","no"
0.270400009155273,0.1675,0.78698224852071,3,3,"no","no","no","no",3.09999990463257,1,"no","no"
0.23,0.23,0.635359116022099,2,2,"no","no","no","no",5.30000019073486,0,"no","no"
0.34,0.29,0.946564885496183,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.33,0.26,0.727891156462585,2,2,"no","no","no","yes",5.30000019073486,0,"no","no"
0.375,0.269699993133545,0.785714285714286,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.335699996948242,0.324599990844727,0.773684210526316,1,1,"no","no","no","no",2,0,"no","no"
0.277900009155273,0.000850000008940697,0.628571428571429,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.41,0.12,0.488888888888889,1,1,"no","no","no","no",3.59999990463257,0,"no","no"
0.362900009155273,0.301499996185303,0.516666666666667,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.308799991607666,0.225599994659424,0.782352941176471,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.365999984741211,0.282000007629395,0.718518518518519,1,2,"no","no","no","no",4.30000019073486,0,"no","no"
0.314899997711182,0.257900009155273,0.875912408759124,1,2,"no","no","no","yes",4.30000019073486,0,"no","no"
0.275200004577637,0.203299999237061,0.80952380952381,1,1,"no","no","no","no",3.59999990463257,1,"no","no"
0.35,0.2,0.503875968992248,3,1,"no","no","no","no",5.30000019073486,0,"no","no"
0.332700004577637,0.267700004577637,0.714285714285714,1,2,"no","no","no","yes",3.59999990463257,0,"no","no"
0.32,0.26,0.469483568075117,3,3,"no","no","no","no",10.6000003814697,0,"no","no"
0.264200000762939,0.258500003814697,0.783333333333333,1,1,"no","yes","no","no",3.20000004768372,1,"no","yes"
0.339700012207031,0.178199996948242,0.5,2,1,"no","no","no","no",10.6000003814697,0,"no","yes"
0.339700012207031,0.178199996948242,0.5,2,1,"no","no","no","no",10.6000003814697,0,"no","yes"
0.36060001373291,0.280200004577637,0.718518518518519,1,2,"no","no","no","no",3.59999990463257,0,"no","no"
0.376800003051758,0.202000007629395,0.884057971014493,1,1,"no","no","yes","no",1.79999995231628,0,"no","no"
0.301000003814697,0.277999992370605,0.861538461538462,2,2,"no","no","no","no",3.20000004768372,0,"yes","no"
0.54,0.54,0.75,4,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.350999984741211,0.337000007629395,0.623493975903614,4,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.389000015258789,0.271000003814697,0.919230769230769,6,2,"no","no","no","yes",3.09999990463257,1,"no","no"
0.43,0.32,0.794044665012407,6,3,"no","no","yes","no",3.20000004768372,0,"no","yes"
0.43,0.43,0.798004987531172,2,2,"yes","no","yes","no",3.90000009536743,0,"no","yes"
0.15,0.05,0.658064516129032,6,1,"no","no","no","no",10.6000003814697,0,"no","no"
0.34,0.28,0.895833333333333,1,2,"no","no","no","yes",4.30000019073486,0,"no","no"
0.31,0.21,0.7,2,1,"no","no","no","yes",1.79999995231628,1,"no","no"
0.37,0.28,0.911392405063291,2,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.31,0.27,0.883211678832117,1,2,"no","no","no","no",5.30000019073486,0,"no","no"
0.3,0.2,0.894736842105263,1,2,"no","no","no","no",3.20000004768372,1,"no","no"
0.16,0.16,0.203045685279188,1,1,"no","no","no","no",10.6000003814697,0,"no","no"
0.36,0.23,0.843283582089552,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.36,0.28,0.734210526315789,1,2,"no","no","no","no",2,0,"no","no"
0.4,0.3,0.695364238410596,1,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.37,0.3,0.841584158415842,1,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.28,0.22,0.473684210526316,1,1,"no","no","yes","no",3.20000004768372,0,"no","no"
0.43,0.35,0.514705882352941,5,2,"yes","no","no","no",3.20000004768372,0,"no","no"
0.36,0.27,0.863387978142076,1,1,"yes","no","no","no",3.20000004768372,0,"no","no"
0.24,0.24,0.631067961165049,1,2,"no","no","yes","no",4.30000019073486,0,"no","no"
0.47,0.47,0.651079136690647,1,1,"no","no","yes","no",4.30000019073486,0,"no","no"
0.08,0.08,0.643835616438356,4,2,"no","no","no","yes",3.20000004768372,1,"yes","no"
0.24,0.23,0.566666666666667,1,1,"no","no","no","no",5.30000019073486,0,"no","no"
0.22,0.21,0.653179190751445,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.14,0.12,0.32,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.21,0.16,0.289256198347107,1,1,"no","no","no","no",3.09999990463257,0,"no","no"
0,0.29,0.629496402877698,1,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.210200004577637,0.207000007629395,0.783333333333333,1,2,"no","no","no","yes",3.09999990463257,1,"no","yes"
0.394500007629395,0.332299995422363,0.147692307692308,1,1,"no","no","no","no",3.90000009536743,1,"no","no"
0.3,0.26,0.625,1,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.36,0.29,0.8,2,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.28,0.27,0.551020408163265,2,1,"no","no","no","no",4.30000019073486,0,"no","no"
0.26,0.24,0.796875,1,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.28,0.21,0.688888888888889,2,2,"no","no","no","yes",3.90000009536743,0,"no","no"
0.304400005340576,0.197999992370605,0.328947368421053,2,1,"no","no","yes","no",3.20000004768372,0,"no","no"
0.313600006103516,0.287600002288818,0.306748466257669,2,1,"no","no","no","no",4.30000019073486,0,"no","no"
0.302299995422363,0.263400001525879,0.761904761904762,5,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.199500007629395,0.176200008392334,0.453333333333333,2,1,"no","no","no","no",3.20000004768372,1,"no","no"
0.274500007629395,0.172199993133545,0.714285714285714,6,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.317999992370605,0.312000007629395,0.802919708029197,3,2,"no","no","no","yes",2,0,"no","yes"
0.45,0.237999992370605,0.6,6,1,"no","no","no","no",1.79999995231628,0,"no","no"
0.35689998626709,0.180900001525879,0.7,1,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.253999996185303,0.242999992370605,0.663507109004739,1,1,"no","no","no","yes",4.30000019073486,0,"no","no"
0.240599994659424,0.228500003814697,0.4,1,2,"no","no","no","yes",3.59999990463257,1,"no","no"
0.28,0.27,0.338709677419355,1,1,"no","no","no","no",1.79999995231628,0,"no","no"
0.416800003051758,0.325999984741211,1.18243243243243,5,1,"no","no","yes","yes",3.20000004768372,0,"no","yes"
0.388600006103516,0.388600006103516,0.627272727272727,2,3,"no","no","no","yes",10.6000003814697,0,"no","yes"
0.340800018310547,0.225400009155273,0.731428571428571,2,2,"no","no","no","no",3.20000004768372,0,"no","yes"
0.27,0.21,0.831932773109244,1,2,"no","no","no","yes",2,1,"no","no"
0.35,0.27,0.884393063583815,1,2,"no","no","no","no",3.90000009536743,0,"no","yes"
0.35,0.29,0.550387596899225,1,2,"no","no","no","no",2,1,"no","no"
0.32,0.23,0.8,3,2,"no","no","no","yes",3.09999990463257,1,"no","no"
0.32,0.28,0.8,1,2,"no","no","no","yes",3.20000004768372,1,"no","yes"
0.37,0.3,0.904,1,2,"no","no","no","yes",3.90000009536743,1,"no","no"
0.35,0.26,0.902298850574713,6,2,"yes","no","no","yes",3.20000004768372,1,"yes","no"
0.44,0.32,0.904347826086957,6,2,"yes","no","no","yes",3.20000004768372,1,"yes","no"
0.4,0.29,0.892561983471074,6,2,"yes","no","no","no",1.79999995231628,1,"yes","no"
0.29,0.27,0.714285714285714,1,2,"no","no","no","yes",1.79999995231628,1,"yes","no"
0.41,0.27,0.952,5,2,"yes","no","no","yes",3.20000004768372,1,"yes","no"
0.25,0.22,0.833333333333333,3,2,"no","no","no","no",10.6000003814697,1,"yes","no"
0.4,0.23,0.8,5,1,"no","no","no","yes",3.20000004768372,1,"no","no"
0.43,0.26,0.91044776119403,5,2,"yes","no","yes","no",1.79999995231628,1,"yes","no"
0.41,0.26,0.899441340782123,6,2,"yes","no","no","no",2,1,"yes","no"
0.49,0.28,0.881889763779528,5,2,"no","no","no","no",3.20000004768372,1,"no","no"
0.41,0.28,0.793893129770992,1,2,"no","no","no","yes",1.79999995231628,1,"no","no"
0.26,0.26,0.63716814159292,2,4,"no","no","yes","no",3.20000004768372,0,"no","no"
0.367000007629395,0.23,0.8046875,6,2,"yes","no","no","yes",1.79999995231628,1,"no","yes"
0.39,0.39,0.21505376344086,1,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.37,0.3,0.625,1,2,"no","no","no","yes",3.59999990463257,1,"no","no"
0.33,0.28,0.02,1,2,"no","no","no","yes",3.90000009536743,1,"no","no"
0.28,0.26,0.78125,3,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.36,0.31,0.78125,1,2,"no","no","no","yes",4.30000019073486,1,"no","no"
0.35,0.32,0.65631067961165,2,1,"no","no","no","no",10.6000003814697,0,"no","no"
0.32,0.25,0.780141843971631,1,2,"no","no","no","no",4.30000019073486,0,"no","no"
0.38,0.23,0.2,1,2,"no","no","no","no",3.20000004768372,1,"no","no"
0.35,0.29,0.847222222222222,1,2,"no","no","no","no",4.30000019073486,0,"no","no"
0.36,0.27,0.54726368159204,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.25,0.25,0.64041095890411,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.47,0.34,0.881889763779528,2,2,"no","no","no","yes",4.30000019073486,1,"yes","no"
0.18,0.13,0.785714285714286,6,2,"no","no","no","no",2,0,"no","yes"
0.29,0.28,0.738636363636364,1,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.25,0.24,0.656976744186046,1,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.26,0.2,0.607142857142857,2,2,"no","no","no","no",5.30000019073486,0,"no","no"
0.29,0.23,0.395017793594306,2,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.29,0.22,0.717241379310345,1,2,"no","no","yes","yes",10.6000003814697,0,"no","no"
0.27,0.27,0.740331491712707,2,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.29,0.24,0.634517766497462,1,1,"no","no","no","yes",10.6000003814697,0,"no","no"
0.21,0.21,0.612903225806452,2,2,"yes","no","no","no",10.6000003814697,0,"yes","yes"
0.95,0.44,0.547058823529412,6,3,"no","no","yes","no",10.6000003814697,0,"no","no"
0.25,0.2,0.930232558139535,1,2,"no","no","no","no",4.30000019073486,0,"no","no"
0.22,0.22,0.61744966442953,2,2,"no","no","no","no",4.30000019073486,0,"no","no"
0.37,0.29,0.702290076335878,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.4,0.27,0.918518518518519,2,2,"no","no","no","no",4.30000019073486,0,"no","no"
0.29,0.28,0.696969696969697,1,2,"no","no","no","yes",4.30000019073486,0,"no","no"
0.36,0.24,1,1,2,"no","no","no","yes",3.20000004768372,0,"no","yes"
0.32,0.21,0.730337078651685,1,2,"no","no","no","yes",4.30000019073486,0,"no","no"
0.38,0.24,0.434782608695652,2,2,"no","no","yes","no",3.20000004768372,0,"no","no"
0.37,0.37,0.653266331658292,2,1,"no","no","yes","no",4.30000019073486,0,"no","yes"
0.4,0.28,0.640167364016736,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.24,0.1,0.571428571428571,2,2,"no","no","no","yes",1.79999995231628,1,"no","no"
0.37,0.27,0.401459854014599,2,1,"no","no","yes","no",3.09999990463257,0,"no","no"
0.35,0.18,0.802919708029197,2,2,"no","no","no","yes",10.6000003814697,0,"no","no"
0.41,0.07,0.786885245901639,2,1,"no","no","no","no",3.59999990463257,1,"no","no"
0.41,0.33,0.666666666666667,2,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.32,0.32,0.754098360655738,4,2,"no","no","no","yes",4.30000019073486,0,"yes","no"
0.34,0.31,0.904,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.39,0.3,0.839416058394161,2,2,"no","no","no","yes",10.6000003814697,0,"no","no"
0.238999996185303,0.217999992370605,0.162790697674419,5,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.330999984741211,0.262000007629395,0.40625,1,2,"no","no","yes","no",8.89999961853027,0,"no","no"
0.355,0.330999984741211,0.555555555555556,6,1,"no","no","no","yes",3.09999990463257,0,"no","no"
0.408899993896484,0.272900009155273,0.896,5,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.165,0.0540000009536743,0.102564102564103,1,1,"no","no","no","yes",3.09999990463257,1,"no","no"
0.307000007629395,0.231000003814697,0.491228070175439,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.235,0.226000003814697,0.679824561403509,1,1,"no","no","no","no",3.20000004768372,0,"no","no"
0.312999992370605,0.287999992370605,0.553097345132743,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.266000003814697,0.182999992370605,0.669354838709677,2,2,"no","no","no","yes",5.30000019073486,0,"no","no"
0.231000003814697,0.231000003814697,0.747663551401869,4,2,"no","no","yes","no",3.09999990463257,0,"no","no"
0.303999996185303,0.202999992370605,0.578703703703704,1,2,"no","no","no","no",1.79999995231628,0,"no","no"
0.347000007629395,0.288999996185303,0.522821576763486,1,1,"no","no","no","no",1.79999995231628,0,"no","no"
0.350999984741211,0.345999984741211,0.484764542936288,1,2,"no","no","yes","yes",3.59999990463257,0,"no","no"
0.320999984741211,0.243999996185303,0.945205479452055,1,2,"yes","no","no","no",3.90000009536743,0,"no","no"
0.380999984741211,0.227999992370605,0.553648068669528,1,1,"no","no","no","no",4.30000019073486,0,"no","no"
0.472000007629395,0.303999996185303,0.869565217391304,2,2,"no","no","no","yes",2,1,"no","yes"
0.425,0.345,0.951351351351351,6,4,"no","no","no","yes",1.79999995231628,0,"yes","yes"
0.318999996185303,0.315,0.798387096774194,1,1,"no","no","no","no",3.09999990463257,0,"no","no"
0.0698999977111816,0.0698999977111816,0.480769230769231,5,2,"no","no","yes","yes",3.20000004768372,0,"no","no"
0.340999984741211,0.340999984741211,0.938775510204082,4,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.349000015258789,0.287000007629395,0.204081632653061,1,2,"no","no","no","no",4.30000019073486,0,"no","no"
0.337999992370605,0.27,0.864,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.395999984741211,0.272999992370605,0.7981220657277,1,2,"no","no","no","no",3.20000004768372,0,"yes","no"
0.39,0.278999996185303,0.8,1,1,"no","no","yes","yes",3.20000004768372,0,"no","no"
0.275,0.237999992370605,0.710659898477157,1,2,"no","no","no","yes",3.59999990463257,1,"no","no"
0.310499992370605,0.238199996948242,0.802631578947368,5,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.467999992370605,0.362000007629395,0.783783783783784,5,2,"no","no","no","yes",4.30000019073486,1,"no","no"
0.388600006103516,0.261299991607666,0.743169398907104,1,1,"no","no","yes","no",3.20000004768372,0,"yes","no"
0.242000007629395,0.177000007629395,0.189189189189189,1,1,"no","no","no","no",3.59999990463257,1,"no","no"
0.691999969482422,0.535999984741211,0.789473684210526,1,1,"no","no","yes","no",3.20000004768372,0,"no","no"
0.575999984741211,0.329000015258789,0.899280575539568,6,2,"no","no","no","no",3.20000004768372,1,"yes","yes"
0.354099998474121,0.194699993133545,0.75,1,2,"no","no","no","no",10.6000003814697,1,"no","no"
0.479000015258789,0.475,0.951923076923077,6,2,"no","no","no","yes",2,1,"yes","yes"
0.355999984741211,0.311000003814697,0.750877192982456,1,1,"no","no","no","no",1.79999995231628,0,"no","no"
0.362999992370605,0.168999996185303,0.861111111111111,1,2,"no","yes","no","yes",4.30000019073486,0,"yes","yes"
0.263999996185303,0.175,0.354838709677419,1,1,"no","no","no","no",1.79999995231628,1,"yes","no"
0.172999992370605,0.0969999980926514,0.348837209302326,1,1,"no","no","no","yes",4.30000019073486,1,"no","no"
0.365,0.273999996185303,0.859375,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.405,0.276000003814697,0.793565683646113,1,1,"no","no","no","yes",3.09999990463257,0,"no","no"
0.252000007629395,0.0880000019073486,0.782051282051282,1,1,"no","no","no","no",3.20000004768372,1,"no","no"
0.247999992370605,0.237999992370605,0.68,4,2,"no","no","no","yes",3.20000004768372,1,"yes","no"
0.390999984741211,0.37,0.27906976744186,1,2,"no","no","no","yes",4.30000019073486,1,"no","no"
0.282999992370605,0.282999992370605,0.595959595959596,4,2,"no","no","no","yes",3.90000009536743,1,"no","no"
0.303999996185303,0.277000007629395,0.652173913043478,1,2,"no","no","no","yes",1.79999995231628,0,"no","no"
0.0559999990463257,0.0530000019073486,0.8,6,4,"no","no","no","no",3.20000004768372,0,"yes","no"
0.384000015258789,0.375,0.8,1,2,"no","no","no","yes",1.79999995231628,1,"no","no"
0.584000015258789,0.447000007629395,0.754601226993865,6,2,"no","no","no","yes",3.20000004768372,0,"no","yes"
0.262999992370605,0.261000003814697,0.790774299835255,1,2,"no","no","no","yes",4.30000019073486,1,"no","no"
0.252700004577637,0.250599994659424,0.666666666666667,1,2,"no","no","no","yes",3.59999990463257,1,"no","no"
0.316000003814697,0.283999996185303,0.801526717557252,1,2,"no","no","no","no",1.79999995231628,0,"no","no"
0.357999992370605,0.316000003814697,0.875,1,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.369000015258789,0.298999996185303,0.794520547945205,1,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.222000007629395,0.207000007629395,0.75,1,2,"no","no","no","yes",1.79999995231628,1,"no","no"
0.252999992370605,0.167999992370605,0.664516129032258,6,1,"no","no","no","yes",3.20000004768372,1,"no","no"
0.183999996185303,0.166000003814697,0.576470588235294,6,2,"no","no","no","no",3.20000004768372,1,"no","no"
0.4,0.33,0.887096774193548,1,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.34,0.24,0.793103448275862,1,1,"no","no","no","yes",3.20000004768372,0,"no","no"
0.303700008392334,0.0903999996185303,0.8,6,2,"yes","no","no","yes",3.20000004768372,0,"no","yes"
0.41,0.19,0.70188679245283,1,2,"no","no","yes","no",10.6000003814697,1,"no","no"
0.18,0.18,1,6,2,"yes","no","no","yes",10.6000003814697,1,"no","yes"
0.4,0.27,0.711111111111111,2,2,"no","no","yes","no",4.30000019073486,0,"no","no"
0.31,0.31,0.776978417266187,2,2,"no","no","no","yes",3.20000004768372,0,"no","no"
0.53,0.34,0.463235294117647,1,2,"no","no","no","no",3.90000009536743,0,"no","no"
0.325800018310547,0.265799999237061,0.789808917197452,2,2,"no","no","no","yes",3.09999990463257,0,"no","no"
0.392400016784668,0.247900009155273,0.613333333333333,1,1,"no","no","no","yes",2,1,"no","no"
0.225100002288818,0.193400001525879,0.358744394618834,1,2,"no","no","no","no",3.20000004768372,0,"no","no"
0.381699981689453,0.238500003814697,0.775423728813559,1,1,"yes","no","no","no",4.30000019073486,0,"no","no"
0.3375,0.2275,0.902439024390244,1,2,"no","no","no","yes",3.90000009536743,0,"yes","no"
0.16,0.16,0.911764705882353,2,1,"no","no","no","yes",3.20000004768372,0,"no","no"
0.3,0.3,1.11111111111111,4,2,"no","no","no","yes",4.30000019073486,0,"yes","yes"
0.1,0.08,0.547945205479452,1,1,"no","no","yes","yes",1.79999995231628,0,"no","no"
0.2,0.12,0.939189189189189,3,1,"no","no","no","no",3.20000004768372,1,"no","no"
0.08,0.06,0.728643216080402,1,1,"no","no","no","yes",3.20000004768372,1,"no","no"
0.1,0.06,0.783289817232376,2,1,"no","no","yes","yes",3.59999990463257,0,"no","no"
0.17,0.07,1.22463768115942,2,1,"no","no","no","no",2,0,"yes","no"
0.29,0.21,0.797752808988764,1,2,"no","no","no","yes",5.30000019073486,0,"no","no"
0.37,0.33,0.922077922077922,2,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.36,0.32,0.681481481481481,1,2,"no","no","no","yes",1.79999995231628,1,"no","no"
0.25,0.17,0.892857142857143,2,2,"no","no","no","no",3.20000004768372,1,"no","no"
0.36,0.32,0.8,6,2,"yes","no","no","no",2,0,"no","yes"
0.39,0.36,0.890909090909091,1,2,"no","no","no","no",3.09999990463257,0,"no","no"
0.38,0.31,0.77536231884058,2,2,"no","no","no","yes",3.20000004768372,1,"no","no"
0.4,0.34,0.8,2,2,"no","no","yes","yes",3.20000004768372,1,"no","no"
0.36,0.25,0.8,1,1,"no","no","no","yes",3.20000004768372,0,"no","no"
0.38,0.34,0.919230769230769,2,2,"no","no","yes","no",5.30000019073486,1,"no","no"
