"smsa66","smsa76","nearc2","nearc4","nearc4a","nearc4b","ed76","ed66","age76","daded","nodaded","momed","nomomed","momdad14","sinmom14","step14","south66","south76","lwage76","famed","black","wage76","enroll76","kww","iqscore","mar76","libcrd14","exp76"
"yes","no","yes","yes","yes","no",15,15,34,9.94,"yes",12,"yes","no","yes","no","no","no",6.124683,4,"no",457,"no",45,120,"yes","yes",13
"yes","yes","yes","yes","yes","no",12,8,27,9.94,"yes",10.25,"yes","no","no","no","no","no",5.616771,9,"yes",275,"no",26,NA,"6","no",9
"yes","yes","yes","yes","yes","no",12,12,28,9.94,"yes",12,"yes","no","yes","no","no","no",6.857514,4,"no",951,"no",38,122,"yes","yes",10
"no","yes","yes","yes","yes","no",16,16,32,8,"no",9,"no","yes","no","no","no","no",7.01661,8,"no",1115,"no",49,NA,"yes","yes",10
"yes","no","yes","yes","yes","no",16,9,25,12,"no",14,"no","yes","no","no","no","no",5.666427,2,"no",289,"yes",31,128,"6","yes",3
"yes","yes","yes","yes","yes","no",16,10,25,9.94,"yes",10.25,"yes","no","no","no","no","no",6.214608,9,"no",500,"no",34,110,"yes","yes",3
"yes","yes","yes","yes","yes","no",18,16,32,16,"no",12,"no","yes","no","no","no","no",6.58755,2,"no",726,"no",46,114,"yes","yes",8
"yes","yes","yes","yes","yes","no",18,14,29,18,"no",12,"no","yes","no","no","no","no",7.142828,2,"no",1265,"no",48,117,"yes","yes",5
"yes","yes","yes","yes","yes","no",17,10,26,18,"no",18,"no","yes","no","no","no","no",6.418365,1,"yes",613,"no",40,109,"6","yes",3
"yes","yes","no","yes","yes","no",12,12,28,10,"no",11,"no","yes","no","no","no","no",6.300786,7,"no",545,"no",35,91,"6","no",10
"yes","yes","no","yes","yes","no",13,12,28,12,"no",8,"no","yes","no","no","no","no",5.627621,5,"no",278,"yes",32,107,"yes","yes",9
"yes","yes","no","yes","yes","no",18,17,34,16,"no",12,"no","yes","no","no","no","no",7.273787,2,"no",1442,"no",55,114,"yes","yes",10
"yes","yes","no","yes","yes","no",16,12,27,16,"no",12,"no","yes","no","no","no","no",6.902743,2,"no",995,"no",40,126,"yes","yes",5
"yes","yes","no","yes","yes","no",12,10,29,11,"no",11,"no","yes","no","no","no","no",6.55108,7,"no",700,"no",45,82,"yes","yes",11
"yes","yes","no","yes","yes","no",16,13,28,9,"no",12,"no","yes","no","no","no","no",6.357842,6,"no",577,"no",45,119,"yes","yes",6
"yes","yes","no","yes","yes","no",16,14,31,6,"no",12,"no","yes","no","no","no","no",6.754604,6,"no",858,"no",37,104,"yes","yes",9
"yes","yes","no","yes","yes","no",12,12,28,12,"no",10.25,"no","no","no","no","no","no",6.530878,5,"no",686,"no",35,97,"yes","yes",10
"yes","yes","no","yes","yes","no",15,12,31,11,"no",10.25,"no","yes","no","no","no","no",6.723833,9,"no",832,"no",49,115,"yes","yes",10
"yes","yes","yes","yes","no","yes",13,10,33,13,"no",8,"no","yes","no","no","no","no",6.45047,5,"no",633,"yes",45,83,"yes","yes",14
"yes","yes","yes","yes","no","yes",12,12,32,12,"no",12,"no","yes","no","no","no","no",6.535241,3,"no",689,"no",45,97,"yes","yes",14
"yes","yes","yes","yes","no","yes",14,13,30,8,"no",8,"no","yes","no","no","no","no",6.645091,8,"no",769,"no",43,119,"yes","yes",10
"yes","yes","yes","yes","no","yes",15,11,27,12,"no",14,"no","yes","no","no","no","no",5.953243,2,"no",385,"no",27,105,"6","yes",6
"yes","yes","yes","yes","no","yes",12,7,24,12,"no",14,"no","yes","no","no","no","no",6.109248,2,"no",450,"yes",29,NA,"6","yes",6
"yes","yes","yes","yes","no","yes",12,12,27,10,"no",12,"no","yes","no","no","no","no",6.421622,6,"no",615,"no",41,114,"yes","yes",9
"yes","yes","yes","yes","no","yes",12,10,34,9.94,"yes",8,"yes","no","yes","no","no","no",6.52503,9,"no",682,"no",47,93,"yes","yes",16
"yes","yes","yes","yes","no","yes",10,10,32,9.94,"yes",10.25,"yes","no","yes","no","no","no",6.507277,9,"no",670,"no",28,73,"5","yes",16
"yes","yes","yes","yes","no","yes",11,11,33,8,"no",8,"no","yes","no","no","no","no",6.684612,8,"no",800,"no",48,96,"yes","yes",16
"yes","yes","yes","yes","yes","no",14,12,34,8,"no",8,"no","yes","no","no","no","no",6.224558,8,"no",505,"no",48,NA,"yes","yes",14
"yes","yes","yes","yes","yes","no",18,15,30,12,"no",16,"no","yes","no","no","no","no",6.933423,2,"no",1026,"no",48,117,"5","yes",6
"yes","yes","yes","yes","yes","no",15,9,25,16,"no",12,"no","yes","no","no","no","no",6.645091,2,"no",769,"no",30,113,"6","yes",4
"yes","yes","yes","yes","yes","no",10,10,32,10,"no",14,"no","yes","no","no","no","yes",5.669881,6,"no",290,"no",38,106,"yes","yes",16
"yes","yes","yes","yes","yes","no",13,11,28,9.94,"yes",8,"yes","no","yes","no","no","no",6.270988,9,"no",529,"no",37,104,"yes","yes",9
"no","yes","yes","yes","yes","no",16,13,29,12,"no",12,"no","yes","no","no","no","no",7.05099,3,"no",1154,"no",NA,NA,"yes","yes",7
"yes","yes","yes","yes","yes","no",10,10,29,12,"no",10.25,"no","no","no","no","no","no",6.308098,5,"no",549,"no",39,80,"yes","yes",13
"yes","yes","yes","yes","yes","no",12,10,26,8,"no",12,"no","yes","no","no","no","no",6.163315,6,"no",475,"no",30,104,"yes","yes",8
"yes","yes","yes","yes","yes","no",12,10,26,12,"no",12,"no","yes","no","no","no","no",6.109248,3,"no",450,"no",36,102,"yes","yes",8
"yes","yes","yes","yes","yes","no",17,11,27,10,"no",10.25,"no","no","no","no","no","no",6.774224,9,"no",875,"no",43,114,"6","yes",4
"yes","yes","yes","yes","yes","no",15,10,25,10,"no",10.25,"no","no","no","no","no","no",5.298317,9,"no",200,"yes",33,93,"6","yes",4
"yes","no","yes","yes","yes","no",13,9,26,16,"no",16,"no","yes","no","no","no","no",5.703783,1,"no",300,"no",36,122,"6","yes",7
"yes","no","yes","yes","yes","no",16,9,25,16,"no",10.25,"no","yes","no","no","no","no",6.135565,5,"no",462,"no",28,117,"6","yes",3
"yes","yes","yes","yes","yes","no",12,12,30,13,"no",12,"no","yes","no","no","no","no",5.953243,2,"no",385,"no",38,96,"yes","yes",12
"yes","yes","yes","yes","yes","no",15,15,32,16,"no",16,"no","yes","no","no","no","no",7.156177,1,"no",1282,"no",51,95,"yes","yes",11
"yes","yes","yes","yes","yes","no",16,9,25,12,"no",12,"no","yes","no","no","no","no",6.376727,3,"no",588,"no",29,117,"6","yes",3
"yes","yes","yes","yes","yes","no",12,10,27,17,"no",16,"no","yes","no","no","no","no",6.39693,1,"no",600,"no",24,105,"6","yes",9
"no","yes","yes","yes","yes","no",16,12,30,6,"no",10.25,"no","no","no","no","no","no",6.214608,9,"no",500,"yes",43,NA,"yes","no",8
"yes","yes","yes","yes","yes","no",12,12,33,8,"no",8,"no","yes","no","no","no","no",6.086775,8,"yes",440,"no",18,94,"yes","no",15
"yes","yes","no","yes","no","yes",18,11,26,13,"no",16,"no","yes","no","no","no","yes",6.146329,1,"no",467,"yes",43,139,"6","yes",2
"yes","yes","no","yes","no","yes",17,13,29,14,"no",12,"no","yes","no","no","no","no",6.834109,2,"no",929,"no",41,91,"yes","yes",6
"yes","yes","no","yes","no","yes",16,12,27,14,"no",12,"no","yes","no","no","no","no",6.320768,2,"no",556,"no",37,96,"yes","yes",5
"yes","yes","no","yes","no","yes",13,9,24,14,"no",12,"no","yes","no","no","no","no",6.082219,2,"no",438,"no",32,114,"6","no",5
"yes","yes","no","yes","no","yes",12,12,29,9,"no",10,"no","no","no","yes","no","no",6.39693,7,"yes",600,"no",31,54,"yes","no",11
"yes","yes","no","yes","no","yes",12,11,26,9,"no",10,"no","yes","no","no","no","no",6.35437,7,"yes",575,"no",37,69,"yes","no",8
"yes","yes","no","yes","no","yes",12,11,26,9,"no",10,"no","yes","no","no","no","no",5.963579,7,"yes",389,"no",17,67,"6","no",8
"no","no","no","yes","no","yes",12,12,34,12,"no",10.25,"no","no","no","yes","no","no",6.678342,5,"no",795,"no",37,110,"yes","no",16
"yes","yes","no","yes","no","yes",18,12,27,18,"no",16,"no","yes","no","no","no","no",6.154858,1,"no",471,"no",41,125,"yes","yes",3
"yes","yes","no","yes","no","yes",17,10,26,18,"no",16,"no","yes","no","no","no","no",5.308268,1,"no",202,"yes",38,124,"6","yes",3
"yes","yes","no","yes","no","yes",17,8,24,18,"no",16,"no","yes","no","no","no","no",5.298317,1,"no",200,"yes",35,NA,"6","yes",1
"yes","yes","no","yes","no","yes",17,9,24,15,"no",17,"no","no","no","yes","no","no",5.857933,1,"no",350,"no",35,113,"6","yes",1
"yes","no","no","yes","no","yes",14,9,24,10,"no",12,"no","yes","no","no","no","no",5.926926,6,"no",375,"no",40,100,"6","yes",4
"yes","yes","no","yes","no","yes",16,10,25,12,"no",9,"no","yes","no","no","no","no",6.175867,5,"no",481,"no",37,97,"yes","yes",3
"yes","yes","no","yes","no","yes",18,15,31,8,"no",8,"no","yes","no","no","no","no",6.869014,8,"no",962,"no",44,125,"6","yes",7
"yes","yes","no","yes","no","yes",15,12,27,12,"no",12,"no","no","no","yes","no","no",6.047372,3,"no",423,"no",42,106,"6","yes",6
"yes","yes","no","yes","no","yes",15,11,27,11,"no",12,"no","yes","no","no","no","no",6.214608,6,"no",500,"no",28,101,"6","yes",6
"yes","yes","no","yes","no","yes",9,8,30,9.94,"yes",11,"yes","yes","no","no","no","no",6.109248,9,"no",450,"no",37,NA,"yes","yes",15
"yes","yes","no","yes","no","yes",8,8,28,8,"no",9,"no","yes","no","no","no","no",6.165418,8,"no",476,"no",27,NA,"yes","no",14
"yes","yes","no","yes","no","yes",12,7,24,8,"no",9,"no","yes","no","no","no","no",4.912655,8,"no",136,"no",21,NA,"6","no",6
"no","yes","no","yes","no","yes",12,12,32,10,"no",9,"no","yes","no","no","no","no",6.35437,7,"no",575,"no",39,91,"yes","yes",14
"no","yes","no","yes","no","yes",12,11,33,10,"no",8,"no","no","no","no","no","no",6.357842,8,"no",577,"no",28,86,"yes","yes",15
"yes","yes","no","yes","no","yes",12,12,31,8,"no",9,"no","yes","no","no","no","no",5.736572,8,"no",310,"no",32,110,"yes","yes",13
"yes","yes","no","yes","no","yes",9,8,30,12,"no",12,"no","yes","no","no","no","no",6.55108,3,"no",700,"no",38,NA,"yes","no",15
"no","yes","no","yes","no","yes",14,14,32,9.94,"yes",12,"yes","yes","no","no","no","no",7.186901,4,"no",1322,"no",47,92,"yes","yes",12
"no","yes","no","yes","no","yes",10,10,34,12,"no",9,"no","yes","no","no","no","no",6.311735,5,"no",551,"no",41,85,"yes","no",18
"yes","yes","no","yes","no","yes",17,14,30,8,"no",8,"no","yes","no","no","no","no",6.781058,8,"no",881,"no",36,120,"yes","yes",7
"yes","yes","no","yes","no","yes",12,9,25,7,"no",12,"no","yes","no","no","no","no",6.633318,6,"no",760,"no",27,NA,"yes","yes",7
"yes","yes","no","yes","no","yes",12,12,32,8,"no",11,"no","yes","no","no","no","no",6.562444,8,"no",708,"no",52,NA,"yes","yes",14
"yes","yes","no","yes","no","yes",12,10,26,8,"no",8,"no","yes","no","no","no","no",6.052089,8,"no",425,"no",24,NA,"yes","yes",8
"yes","yes","no","yes","no","yes",12,11,26,9.94,"yes",9,"yes","no","yes","no","no","no",6.056784,9,"no",427,"no",35,107,"6","yes",8
"yes","yes","no","yes","no","yes",16,9,24,9.94,"yes",9,"yes","no","yes","no","no","no",6.356108,9,"no",576,"no",43,116,"6","yes",2
"yes","yes","no","yes","no","yes",9,9,32,9.94,"yes",4,"yes","yes","no","no","no","no",5.991465,9,"no",400,"no",34,NA,"4","yes",17
"yes","no","no","yes","no","yes",12,8,31,8,"no",5,"no","yes","no","no","no","no",6.214608,8,"no",500,"no",30,NA,"yes","no",13
"yes","no","no","yes","no","yes",12,8,28,8,"no",5,"no","yes","no","no","no","no",6.274762,8,"no",531,"no",29,NA,"yes","no",10
"no","yes","no","yes","no","yes",16,13,28,12,"no",12,"no","yes","no","no","no","no",6.511745,3,"no",673,"yes",43,121,"yes","yes",6
"no","yes","no","yes","no","yes",16,12,27,12,"no",12,"no","yes","no","no","no","yes",6.357842,3,"no",577,"no",41,112,"6","yes",5
"yes","yes","no","yes","no","yes",16,8,24,16,"no",12,"no","yes","no","no","no","no",5.783825,2,"no",325,"no",39,NA,"6","yes",2
"no","no","no","yes","no","yes",11,11,29,7,"no",11,"no","yes","no","no","no","no",6.214608,8,"no",500,"no",40,NA,"yes","yes",12
"no","no","no","yes","no","yes",12,8,25,7,"no",11,"no","yes","no","no","no","no",6.64639,8,"no",770,"no",43,100,"yes","yes",7
"no","yes","no","yes","no","yes",12,10,26,7,"no",12,"no","yes","no","no","no","no",6.214608,6,"no",500,"no",37,112,"yes","no",8
"yes","yes","no","yes","no","yes",16,12,28,14,"no",12,"no","yes","no","no","no","no",5.968708,2,"no",391,"no",41,108,"yes","yes",6
"yes","yes","no","yes","no","yes",12,12,34,12,"no",10,"no","yes","no","no","no","no",6.697034,5,"no",810,"no",42,90,"yes","yes",16
"no","no","yes","yes","yes","no",9,9,34,12,"no",10.25,"no","yes","no","no","no","no",6.297109,5,"yes",543,"no",39,86,"yes","yes",19
"no","no","yes","yes","yes","no",9,8,34,12,"no",12,"no","yes","no","no","no","no",6.385194,3,"yes",593,"no",37,NA,"5","yes",19
"no","yes","yes","yes","yes","no",17,10,25,12,"no",12,"no","yes","no","no","no","no",6.761573,3,"no",864,"no",40,127,"6","yes",2
"no","no","yes","yes","yes","no",10,10,28,9.94,"yes",8,"yes","yes","no","no","no","no",6.55108,9,"yes",700,"no",32,86,"yes","yes",12
"no","no","yes","yes","yes","no",12,10,25,12,"no",12,"no","yes","no","no","no","no",6.234411,3,"no",510,"no",27,113,"yes","yes",7
"yes","yes","yes","yes","yes","no",13,12,34,9,"no",12,"no","yes","no","no","no","no",6.421622,6,"no",615,"no",51,111,"4","yes",15
"no","yes","yes","yes","yes","no",14,12,29,9,"no",8,"no","yes","no","no","no","no",6.634634,8,"no",761,"no",41,113,"yes","no",9
"yes","yes","yes","yes","no","yes",10,10,31,9.94,"yes",10.25,"yes","yes","no","no","no","no",6.200509,9,"no",493,"no",32,81,"yes","yes",15
"yes","yes","yes","yes","no","yes",16,9,24,12,"no",12,"no","yes","no","no","no","no",6.098074,3,"no",445,"no",34,111,"yes","yes",2
"yes","yes","yes","yes","no","yes",12,8,25,8,"no",9,"no","yes","no","no","no","no",6.052089,8,"no",425,"no",20,NA,"yes","yes",7
"yes","yes","yes","yes","no","yes",16,9,24,12,"no",12,"no","yes","no","no","no","no",6.620073,3,"no",750,"yes",24,112,"6","yes",2
"yes","yes","yes","yes","no","yes",16,9,24,12,"no",12,"no","yes","no","no","no","no",6.55108,3,"no",700,"no",30,114,"yes","yes",2
"yes","yes","yes","yes","no","yes",12,8,24,9,"no",9,"no","yes","no","no","no","no",6.082219,7,"no",438,"no",33,NA,"yes","yes",6
"yes","yes","yes","yes","no","yes",12,12,29,12,"no",12,"no","yes","no","no","no","no",6.410175,3,"no",608,"no",30,111,"yes","yes",11
"yes","yes","yes","yes","no","yes",13,9,24,7,"no",8,"no","yes","no","no","no","no",6.109248,8,"no",450,"no",32,106,"yes","no",5
"yes","yes","yes","yes","yes","no",3,3,26,4,"no",0,"no","yes","no","no","no","no",5.746203,8,"no",313,"no",6,NA,"yes","no",17
"yes","yes","yes","yes","yes","no",7,6,33,6,"no",5,"no","yes","no","no","no","no",5.521461,8,"yes",250,"no",NA,NA,"yes","no",20
"yes","yes","yes","yes","yes","no",14,12,33,12,"no",12,"no","yes","no","no","no","no",6.214608,3,"no",500,"no",26,79,"yes","no",13
"no","yes","no","no","no","no",12,10,26,11,"no",12,"no","yes","no","no","no","no",5.899898,6,"no",365,"no",28,98,"6","yes",8
"no","yes","no","no","no","no",12,10,26,10,"no",12,"no","yes","no","no","no","no",6.700731,6,"no",813,"no",28,105,"yes","yes",8
"no","no","no","no","no","no",12,8,25,10,"no",12,"no","yes","no","no","no","no",5.786897,6,"no",326,"no",33,NA,"4","yes",7
"no","no","no","no","no","no",12,10,29,9.94,"yes",10,"yes","no","yes","no","no","no",6.261492,9,"no",524,"no",29,105,"yes","no",11
"no","yes","no","no","no","no",13,13,28,9,"no",12,"no","yes","no","no","no","no",6.703188,6,"no",815,"no",44,118,"yes","yes",9
"yes","yes","no","no","no","no",12,12,28,11,"no",12,"no","no","no","yes","no","no",6.620073,6,"no",750,"no",35,100,"yes","yes",10
"yes","yes","no","no","no","no",17,8,24,9,"no",10,"no","yes","no","no","no","no",6.263398,7,"no",525,"no",36,NA,"yes","yes",1
"yes","yes","no","no","no","no",12,12,32,8,"no",12,"no","yes","no","no","no","no",7.025538,6,"no",1125,"no",38,90,"yes","yes",14
"yes","yes","no","no","no","no",12,11,28,8,"no",9,"no","yes","no","no","no","no",6.437752,8,"no",625,"no",34,95,"6","yes",10
"yes","yes","no","no","no","no",14,10,25,12,"no",12,"no","yes","no","no","no","no",6.572282,3,"no",715,"no",24,112,"yes","yes",5
"no","no","no","no","no","no",12,12,31,8,"no",12,"no","yes","no","no","no","no",6.381816,6,"no",591,"no",32,96,"yes","yes",13
"yes","yes","no","no","no","no",17,12,27,12,"no",12,"no","yes","no","no","no","no",6.001415,3,"no",404,"yes",37,127,"6","yes",4
"yes","yes","no","yes","no","yes",12,11,28,10,"no",12,"no","yes","no","no","no","no",6.514713,6,"no",675,"no",39,120,"yes","yes",10
"yes","yes","no","yes","no","yes",12,10,25,10,"no",12,"no","yes","no","no","no","no",6.095825,6,"no",444,"no",41,123,"6","yes",7
"yes","yes","no","yes","no","yes",12,8,24,10,"no",12,"no","yes","no","no","no","no",6.190315,6,"no",488,"no",34,NA,"yes","yes",6
"yes","yes","no","yes","no","yes",9,8,34,10,"no",6,"no","yes","no","no","no","no",6.543912,8,"no",695,"no",42,NA,"yes","yes",19
"yes","yes","no","yes","no","yes",12,9,25,10,"no",12,"no","yes","no","no","no","yes",6.55108,6,"no",700,"yes",25,98,"yes","no",7
"yes","yes","no","yes","no","yes",12,6,24,7,"no",10,"no","yes","no","no","no","yes",5.783825,8,"no",325,"no",24,NA,"yes","no",6
"yes","yes","no","yes","no","yes",9,8,25,12,"no",11,"no","yes","no","no","no","no",6.320768,5,"no",556,"no",30,NA,"yes","yes",10
"yes","yes","yes","yes","yes","no",12,10,26,8,"no",12,"no","yes","no","no","no","no",5.783825,6,"no",325,"no",25,114,"6","yes",8
"yes","yes","yes","yes","yes","no",13,10,26,15,"no",16,"no","yes","no","no","no","no",6.504288,1,"no",668,"no",32,103,"yes","yes",7
"no","yes","yes","yes","yes","no",18,15,31,18,"no",16,"no","yes","no","no","no","no",7.784889,1,"no",2404,"no",40,121,"yes","yes",7
"yes","yes","yes","yes","yes","no",16,9,25,12,"no",14,"no","yes","no","no","no","no",6.630683,2,"no",758,"yes",38,117,"6","no",3
"yes","yes","yes","yes","yes","no",16,16,34,12,"no",12,"no","yes","no","no","no","no",6.893656,3,"no",986,"no",44,90,"yes","yes",12
"yes","yes","yes","yes","yes","no",12,9,25,12,"no",12,"no","yes","no","no","no","no",6.357842,3,"no",577,"no",32,125,"yes","yes",7
"yes","no","yes","yes","yes","no",17,13,29,12,"no",12,"no","yes","no","no","no","no",5.655992,3,"no",286,"no",39,104,"yes","yes",6
"yes","yes","yes","yes","yes","no",14,11,28,18,"no",16,"no","yes","no","no","no","yes",5.442418,1,"no",231,"no",40,106,"6","yes",8
"yes","yes","yes","yes","yes","no",12,6,25,7,"no",10,"no","yes","no","no","no","no",6.240276,8,"no",513,"no",33,NA,"yes","yes",7
"yes","yes","yes","yes","yes","no",15,12,28,9,"no",10,"no","yes","no","no","no","no",6.421622,7,"no",615,"no",36,122,"4","yes",7
"yes","yes","yes","yes","yes","no",15,9,25,9,"no",10,"no","yes","no","no","no","no",6.55108,7,"no",700,"no",43,120,"yes","yes",4
"yes","yes","yes","yes","yes","no",18,16,33,12,"no",7,"no","yes","no","no","no","no",6.570883,5,"no",714,"no",41,112,"yes","yes",9
"yes","yes","yes","yes","yes","no",9,8,30,8,"no",8,"no","yes","no","no","no","no",6.552508,8,"no",701,"no",31,NA,"yes","no",15
"yes","yes","yes","yes","yes","no",12,8,24,7,"no",9,"no","yes","no","no","no","no",6.135565,8,"yes",462,"no",29,NA,"yes","yes",6
"yes","yes","yes","yes","no","yes",18,13,28,8,"no",9,"no","yes","no","no","no","no",6.766191,8,"no",868,"no",34,109,"6","yes",4
"yes","no","yes","yes","no","yes",16,14,29,9,"no",10,"no","yes","no","no","no","no",6.821107,7,"no",917,"no",46,128,"6","yes",7
"yes","yes","yes","yes","no","yes",12,12,27,12,"no",12,"no","yes","no","no","no","no",6.97073,3,"no",1065,"no",35,97,"yes","yes",9
"yes","yes","no","yes","yes","no",12,12,29,12,"no",12,"no","yes","no","no","no","yes",5.991465,3,"no",400,"no",35,96,"4","yes",11
"yes","yes","no","yes","yes","no",12,12,27,12,"no",12,"no","yes","no","no","no","no",6.461468,3,"no",640,"no",41,103,"yes","yes",9
"yes","yes","no","yes","yes","no",13,7,24,8,"no",8,"no","yes","no","no","no","no",5.652489,8,"no",285,"no",16,NA,"6","no",5
"yes","yes","no","yes","yes","no",17,12,27,12,"no",12,"no","yes","no","no","no","yes",6.463029,3,"no",641,"yes",38,127,"6","yes",4
"yes","yes","yes","yes","yes","no",13,12,32,9.94,"yes",4,"yes","yes","no","no","no","no",5.963579,9,"no",389,"no",21,NA,"yes","no",13
"yes","yes","yes","yes","yes","no",12,10,25,12,"no",10,"no","yes","no","no","no","no",6.917706,5,"no",1010,"no",29,NA,"yes","yes",7
"yes","no","yes","yes","yes","no",12,10,24,8,"no",12,"no","yes","no","no","no","no",6.705639,6,"no",817,"no",44,97,"yes","yes",6
"yes","yes","yes","yes","yes","no",17,11,27,10,"no",9,"no","yes","no","no","no","no",6.882438,7,"no",975,"no",43,120,"yes","yes",4
"yes","yes","yes","yes","yes","no",12,12,29,6,"no",7,"no","yes","no","no","no","no",6.620073,8,"yes",750,"no",21,78,"4","yes",11
"yes","no","yes","yes","yes","no",15,10,24,7,"no",8,"no","yes","no","no","no","no",6.137727,8,"no",463,"no",46,118,"yes","yes",3
"yes","yes","yes","yes","yes","no",12,12,28,12,"no",10.25,"no","yes","no","no","no","no",7.234899,5,"no",1387,"no",NA,NA,"yes","yes",10
"yes","yes","yes","yes","yes","no",12,10,25,12,"no",10.25,"no","yes","no","no","no","no",6.357842,5,"no",577,"no",41,NA,"6","yes",7
"yes","yes","yes","yes","yes","no",12,11,27,11,"no",9,"no","yes","no","no","no","no",5.993961,7,"no",401,"no",27,89,"6","yes",9
